"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
279,"Before reassembling any machinery, you should __________.",replace all bearings regardless of length of service,apply a heavy coat of oil to all mating surfaces,clean any corroded surfaces and file all burrs smooth,coat all parts with alemite grease,C
280,Capacitance in an AC circuit will __________.,stop current flow once the capacitor is fully charged,allow current flow in only one direction,oppose any change in circuit voltage,rectify the current,C
281,Capacitance in an AC circuit will ______________.,stop current flow once the capacitors is fully charged,allow current flow in the only one direction,oppose any change in the circuit voltage,rectify the current,C
282,Chattering of the collector ring brushes on a generator may be remedied by __________.,lubricating brush holders,reinsulating the brushes,cleaning the collector rings,increasing length of pigtail,C
283,Diesel generators 1 and 2 are operating in parallel at near full load. Diesel generator 1 suddenly trips out mechanically on low lube oil pressure. The reverse power relay properly and trips generator 1 of the board electrically. What should you do now?,start the emergency generator,ascertain cause of low lube coil,strip the board of all non vital circuits,"secure alarms, reset reverse power relay and start #1 engine",C
284,"During maintenance of circuit breakers, __________.",always smooth roughened contact surfaces with a file,never pass more than rated breaker current through the overload heater element,inspect for wear and misalignment of main contacts,always apply a thin film of oil on contact surfaces,C
285,Electric strip heaters are used in motor controllers to __________.,prevent freezing of movable contacts,keep the components at their design ambient temperature,prevent condensation of moisture,minimize resistance in internal circuits,C
286,Electrical leads and insulation on a motor should be painted with __________.,heat-resisting acrylic,heat-resisting aluminum,insulating varnish,insulating white lead,C
287,Electrical power loss due to hysteresis is a result of _________.,has high resistance at low pressure,pulsating terminal current,heat generated by magnetic polarity reversals,excessive field current,C
288,Etched or burned bands on the contact faces of brushes in a direct current generator could be caused by______________.,high mica segments,copper drag on the commutator,brushes improperly positioned,copper embedded in the brushes,C
289,External shunts are sometimes used with ammeters to __________.,increase meter sensitivity,permit shunts with larger resistances to be utilized,prevent damage to the meter movement from heat generated by the internal shunt,reduce reactive power factor error,C
290,"Four lamps are connected in parallel in a single circuit. If one of the lamp burns out, the others will __________.",all go out,become dimmer,burn with their original intensities,become brighter,C
291,Grease coatings on electrical contact surfaces increase contact resistance and should be removed with a/an  __________.,small wire brush,compressed air jet,clean dry cloth,10% solution carbon solvent and water,C
292,Hydraulic machinery failures are commonly caused by contamination of the hydraulic fluid and __________.,fluid friction,fluid turbulence,component misalignment,pressure surges,C
293,Hysteresis in a direct current generator is indicated by_____________.,arcing at the brushes,pulsating terminal current,heating of the armature core,hunting and over control,C
294,"If an electric motor fails to start, you should FIRST check the __________.",phase sequence,ampere load,fuse or circuit breaker,line frequency,C
295,"If field excitation is lost to an alternator operating in parallel with others, that alternators will_______________.",reverse direction of rotation and over speed,continue to operate at no load ,lose of its load and over speed,become overloaded and slow down,C
296,"If the voltage applied to a moving disk frequency meter decreases, while the applied frequency remains the same, the frequency indication will __________.",increase,decrease,remain the same,oscillate,C
297,"In a simple DC circuit, the resistance is held constant while the applied voltage is halved.  Current flow, therefore, will __________.",double,remain the same,be divided by two,be divided by four,C
298,In an AC circuit the inductive reactance of a coil varies with the__________of a circuit., resistance ,frequency ,voltage,current,C
299,"In an automation system, increasing or decreasing the loading pressure by a set amount is known as __________.",positioning,proportioning,biasing,controlling,C
300,"In an induction motor with a cage rotor, the full load stator current is approximately_________times the current.",two ,three,five,nine,C
301,"In order to check the performance of a transistor removed from its circuit, the instrument to be used should be a/an  __________.",voltmeter or transistor tester,impedance meter,ohmmeter or transistor tester,sensitive potentiometer,C
302,"In preparing to take insulation resistance readings on a main generator, the windings should be grounded for about 15 minutes prior to the test to __________.",allow accurate zeroing of the meter,help the windings to cool to ambient temperature,release any residual capacitive charge from the windings,help the windings to cool to the same temperature as the ground test connection,C
303,"In the event of a power failure during cargo loading operations, the movement of an electric powered cargo winch will be stopped by __________.",a manual override switch,the weight of the load on the boom,a spring set brake,a hand operated band brake,C
304,It is a unit producing a signal to govern the position if the controller of the measured variable relative in the variable on a pneumatic automation system.,Reset action,Positioning action,Proportional action,Loading action,C
305,IT is an electric device being used to increase or decrease the voltage in an A.C. current.,Inverter,Converter,Transformer,Rectifier,C
306,It is an electric device having a small heating element connected in series with the motor which will open a pair of contact if this element produce sufficient heat.,Magnetic relay,Voltage relay,Thermal relay,Electronic relay,C
307,It is an electric device installed for the purpose of cutting off the power if the lines are overloaded.,Voltage regulator,Thermal relay,Circuit breaker,Magnetic coil,C
308,It is an electric device that can be used to motors with different speeds and without overloading.,Over current relay,Voltage regulator,Rheostat,Fuse,C
309,It is the main purpose why ship automation is being installed onboard nowadays.,reduce pni premiums,reduce maintenance cost,reduce crew members,reduce communication cost,C
310,It is the number of poles in an alternating current if the generator is running 720 RPM and producing 60 cycles.,8,10,12,14,C
311,It is the part of a step down transformer where the energy is being created.,Primary winding,Secondary winding,Iron core,Magnetic field,C
312,It is the part of step down transformer wherer the energy is being created.,primary winding,secondary winding,iron core,Magnetic field,C
313,It is the resistance in an electrical circuit when 4 resistors are connected in parallel having equal resistance of 200 ohms each.,800,200,50,80,C
314,Lead-acid battery is checked by a/an___________.,ohmmeter,viscosimeter,hydrometer,manometer,C
315,Lint from cleaning rags can be harmful to hydraulic systems because the lint __________.,can cause rusting of internal parts,breaks down hydraulic fluid,can clog filters and promote component leakage,solidifies and causes cracked lines,C
316,"Low horsepower, polyphase, induction motors can be started  with full voltage by means of __________.",compensator starters,autotransformer starters,across-the-line starters,primary-resistor starters,C
317,Maintenance of alkaline batteries should include __________.,checking the electrolyte weekly using a hydrometer,replacing the electrolyte every 5 years,maintaining a trickle charge,replacement when the volts per cell drops below 1.8 VDC,C
318,"On tank vessels, which of the listed valve types is most commonly used in conjunction with hydraulically actuated controls?",gate valve,globe valve,butterfly valve,nonreturn valve,C
319,Propulsion DC motor brush pressures can be calculated by __________.,dividing the brush contact area by the spring pressure,subtracting the brush contact area from the spring pressure,dividing the spring force by the brush contact area,subtracting the spring pressure from the brush contact area,C
320,Short circuit can be prevented by a molded case breaker using a/an______________.,shading oil ,arc quencher,electromagnet,holding coil,C
321,Slip rings are sometimes fitted on DC generators to___________.,convert the internal AC to DC ,apply excitation to the field,supply AC from the machine,none of the given answers,C
322,The amount of voltage induced in the stator windings of a modern AC generator depends mainly on __________.,the number of field poles energized,the number of slip rings connected to the commutator,the strength of the magnetic field,all of the above,C
323,"The combine effect of the inductive reactance, capacitative reactance and resistance in an AC series is known as______________.",resistance,total resistance,impedance,resonance,C
324,The D.C. generator where the output is used to supply the field current is called _____.,Shunt,Compound,Self excited,Separately excited,C
325,The difference between the setpoint and the measured parameter in an automatic flow controller is called:,gain,bias,error,feedback,C
326,The electric device being used to decrease or increase the voltage of an AC current is a/an.,Inverter,Converter,Transformer,Rectifier,C
327,"The formula for computing impedance in a series circuit containing resistance, capacitance, and inductance is __________. [ NOTE: the symbol  *  stands for 'multiplied by' ]",Z = RT + XL + XC,Z = R + XL - XC,Z * Z = R * R + (XL - XC) * (XL - XC),Z = R * R + (XL * XC) - (XL * XC),C
328,The function of damper windings in a synchronous motor is to __________.,eliminate slippage,provide excitation,provide starting torque,increase efficiency,C
329,The ground indicating light on the main electrical  switchboard is indicating a ground.  The best procedure for locating the grounded circuit is to __________.,trace the circuit paths while looking for burned spots,check circuit resistances with a megohmmeter connected between the grounded line and the distribution panel framework,"open the circuit breakers on the distribution panel, one at a time, until the lights no longer indicate a ground",check all circuits for continuity,C
330,The hook-on AC volt-ammeter consists essentially of a split-core and a rectifier-type instrument connected to the secondary winding of a __________.,potential transformer,control transformer,current transformer,reactance transformer,C
331,The instantaneous reduction in voltage resulting from an increase in load before the automatic voltage regulator can connect it in an AC generator is called___________.,Droop,drop,dip,regulation,C
332,The kind of action in a control system where the said action can be done singly or combination of two is called ____________.,failure to clean the bearing before repacking,Derivative,Proportional,Integral,C
333,The main difference between a motor control circuit containing low voltage protection and low voltage release is that the latter contains __________.,normally open line contacts,thermal-overload protection,a maintained-contact start button,a momentary-contact start button,C
334,The most common source of excitation for the rotor of a synchronous motor is a/an __________.,feather spring,half-wave rectifier,DC supply,AC supply,C
335,The most practical way to control the voltage output of an AC generators is to vary the:,Power factor of the load,Number of windings,Speed of the rotating field,Strength of the load,C
336,The multiple prefix 'giga' (G) means __________.,thousand  (10 to the 3rd power),million  (10 to the 6th power),billion  (10 to the 9th power),trillion (10 to the 12th power),C
337,The open circuit voltage of a fully charged lead-acid cell is ________ volts.,1.5,1.8,c. 2.0,d. 2.3,C
338,The output voltage of a three-phase alternator is regulated by the _______., DC voltage to the armature, AC voltage to the armature, DC voltage to the field, AC voltage to the field,C
339,The part of a D. C. generator where the field and output coil are mounted as the_____________.,carbon brush ,Brush holder,Stator ,rotor,C
340,The part of a step down transfer where the energy is being created is in the __________.,primary winding,secondary winding,iron core,magnetic field,C
341,The power factors at which a parallel AC generator operates is usually adjusted by the _________.,connected load,prime mover speed,field excitation,generator's rated voltage,C
342,"The purpose of a heat sink, as frequently used with transistor is to?",Compensate for excessive doping, Increase the reverse current,Prevent excessive temperature rise, Decrease the forward current,C
343,The purpose of a main switchboard circuit breaker reverse power trip is to____________.,prevent main circuit overload,protect the circuit breaker blow out coil,prevent alternator motorization,prevent low voltage trip out,C
344,The purpose of amortisseur windings in a synchronous motor is to___________.,reduce eddy current losses,procedure a higher power factor,provide a means for starting,eliminate arcing between the stator,C
345,The purpose of the auto transformer used with the starters of large AC motors is to provide__________________.,increased voltage for starting,increase torque for starting,reduced voltage for starting,speed control,C
346,"The range of values around a setpoint of a measured variable where ""no action"" occurs in an automatic flow controller is called:",deviation,error,deadband,bias,C
347,"The reversal of an AC, three-phase, induction motor is accomplished by __________.",changing all three motor leads,reversing the position of the slip rings,interchanging any two of the three motor leads,interchanging any two brushes,C
348,The RMS value of a sine-wave currents may be expressed by the ___________________.,average value,maximum value,effective valve,instantaneous valve,C
349,The RPM of an AC generator can be measured with a/an __________.,ammeter,voltmeter,vibrating reed meter,synchroscope,C
350,The specific gravity of the electrolyte in a lead-acid battery is measured by a __________.,gold plate,titration pipette,hydrometer,litmus paper test,C
351,The speed of the two speed sequirrel cage induction motor is change by varying the ___________.,frequency of the applied voltage,resistance of the rotor circuit,number of the field poles,amplitude of the applied voltage,C
352,The state of charge of a lead acid storage battery is best  indicated by the __________.,testing of the individual cell voltages,ampere hour capacity of the battery,specific gravity of the electrolyte,total cell voltages,C
353,The state of charge of lead-acid battery is best indicated by the____________.,individual cell voltage ,ampere hour capacity,electrolyte specific gravity,total cell voltages,C
354,The steady state difference between the control poin and the value of the controlled variable corresponding with the set point is known as _____________________.,Dead band,Control Point,Deviation,Offset,C
355,The thing/s to be included in a complete maintenance peridic checks of electric motors is/are ______.  I. Insulation   II. Vibration   III. Oscillation, I only, III only ,I & III,II & III,C
356,The unit of electrical power is the __________.,ampere,kilovolt,watt,farad,C
357,The voltage developed by an AC generator is controlled by varying the __________.,speed of the prime mover,AC excitation to the field,DC excitation to the field,DC excitation of the voltage regulator,C
358,The voltage output of an AC generator is controlled by the ______., Regulating the speed of the prime mover, Varying the reluctance of the air gap, Varying the DC exciter voltage, Shorting out part of the armature windings,C
359,The windings of electric generators during short idle periods should be __________.,allowed to cool slowly to ambient temperatures,flashed with direct current to remove any residual magnetism,kept warm by using strip or space heaters,relieved of all capacitive charge by grounding the  conductors,C
360,These are the common voltages used on lighting purposes on board ship.  I 110   II. 220   III. 440,I & II,I & III,I & II,"I, II, & III",C
361,"To correct the polarity of a generator, you should:",rotate armature,lift brushes and rotate armature,lift brushes and apply D.C,life brushes and run generator,C
362,"To make an insulation resistance test, connect one terminal of the megger to the winding and the other to _____________.",power supply,variable resistor,frame of the machine,armature ,C
363,"To test fuses in an energized circuit, you should use a __________.",low voltage light bulb,megohmmeter,voltmeter,resistance meter,C
364,Transformer winding insular resistance is measured by a/an ____________.,wattmeter,ameter,meggar,kelvin bridge,C
365,True power is always voltage time current for _______., none of the given answers, all alternating current circuits, alternating current circuits at unity power factor, direct current circuit,C
366,Voltage failure in an AC generator may be caused by a/an_____________.,poorly adjusted bus disconnecting link,open bus circuit breaker,failure of the exciter generator,light load on the generator,C
367,What condition can result if dirt and grease are allowed to accumulate between the commutator segments of a motor?, a dead short circuit, misalignment of the motor,a partial short circuit, overspeeding of the motor,C
368,What current is required to light two 75 watt lamps and one 40 watt lamp when connected in parallel to a 120 volt power source?,0.161 amperes,0.631 amperes,1.583 amperes,6.199 amperes,C
369,What do you call the electric device being use to record all the amount of electricity used.,ammeter,Voltmeter,Wattmeter,potentiometer,C
370,What electrical property is the same with respect to each component in a series circuit?,voltage,resistance,current,inductance,C
371,What happen during the charging of a lead-acid battery?, Negative plates change to lead peroxide,Both plates change to lead sulfate, Positive plates change to lead peroxide, Both plates change to lead peroxide,C
372,What is called the total opposition to the flew of current in an alternating current circuit?,Apparent power,Impedance,impedance,resonance,C
373,What is the electric device that automatically switch off thus opening the circuit if there is an overlood or a short circuit?,Fuse ,Relay ,Breaker,Contactor,C
374,"What is the purpose of checking the electrical installation, equipment, etc. using a megger tester?",Proper grounding,Load to carry,Condition of insulation,Finds short circuit,C
375,What is the required combined capacity for all fans used in an inert gas system in relation to the cargo pump capacity?,75%,100%,125%,150%,C
376,"What is the rotor speed of a six pole, 60 cycle, induction motor operating at full load with 3% slip?",3492 RPM,1800 RPM,1164 RPM,1746 RPM,C
377,What is the significance of having an indicated power factor of 0.8 when describing the output of a generator?,The generator output voltage and current can be described as 20% resistive.,80% of the energy input to the generator produces useful output.,80% of the output will be converted to useful power.,This information characterizes the DC output of the generator.,C
378,What is the total number of watts equivalent to drive a one horsepower motor?,500,668,746,1000,C
379,What is the unit of measured being on electric wires and cables?,Square inch,Cubic milimeters,Circular miles,Length in feet,C
380,What is true concerning single parallel resistance circuits?,the total current flow equals the sum reciprocal of the sum individual currents,the total resistance equals the sum of the individual resistance,the total current flow equals the sum of the currents,the total voltage equals the sum of the individual voltage,C
381,What kind of a self excited D.C. compound generator that has a series coil so designed that the full load voltage is greater than the no load voltage?,Flat compounded,Round compounded,Over compounded,Under compounded,C
382,What kind of action in a control system where the said action can be done singly or combination of two?,Split,Derivative,Proportional  ,Integral,C
383,What kind of d self excited D.C.compound generator that has a series coil so designed that the full load voltage is greater than the no load voltage?,Flat compounded,Round compounded,Over compounded,Under compounded,C
384,What kind of electrical device connected into the field circuit for the purpose of adjusting the output voltage to the value at which it is required to be maintained.,Breaker,Relay ,Regulator, Rheostat,C
385,What kind of transformer wherein the source voltage is higher than the voltage to be supplied?,Conventional,Mutual induction,Step down,Step up,C
386,What kind of water should be added to a lead acid battery?,saltwater,potable water,distilled water,light water,C
387,What should be done to prevent moisture damage to electrical during extende periods of idleness? ,fill the motor housing with CO2 to inert the space,strap silica gel around the commutator,place heat lamps in motor housings ,cover with a canvas tarpaulin,C
388,What statement is true concerning the cleaning of contacts?,the contact surfaces should be greased to increase contact resistance,magnetic brushes should be used to remove metallic dust,delicate parts should be cleaned with a brush and an approved safety solvent,compressed air should be used to bow out metallic dust,C
389,What type of rotor is used in split-phase motors?,Drum,Salient pole,Squirrel-cage,Wound-rotor,C
390,What will be the equivalent reading in degrees Celsius if the reading in the thermometer is 626 degrees Fahrenheit?,310,318,330,336,C
391,What will be the voltage in a 3150 watt fuel heater if the current flowing to it is 15 amperes?,110,120,210,220,C
392,"When a generator diesel engine is operated at partial load, as compared to full load, a decrease will occur in the average __________.",piston speed,fuel injection pressure,combustion pressure on the power stroke,compression pressure on the compression stroke,C
393,"When a lead-acid battery begins gassing freely while receiving a normal charge, the charging current should be____________.",increased,shut off ,decreased,remain unchanged,C
394,"When a megger insultation tester is being used on direct current machine, the meter point will dip toward the zero and then gradually rise to the true resistance value if the motor insultation is",shorted,dirty,good ,test discharge circuit,C
395,"When a megohmmeter is being used to test insulation resistance, current leakage along the surface of the insulation is indicated by the megohmmeter pointer __________.",dipping toward zero then raising slowly,continually rising as test voltage is applied,kicking slightly down scale as voltage is applied,fluctuating around a constant resistance reading,C
396,"When an armature revolves in a magnetic filed, the friction developed between magnetic particles as they are rotated trough each cycle magnetization results in ________.",copper loss,eddy-current loss,hysteresis loss,armature reaction,C
397,"When applying the left-hand rule generators, your fore finger will point to the _________.", direction of rotation, direction of current flow, direction of magnetic flux, direction of induced voltage,C
398,"When charging a 100 amp-hour lead-acid battery, __________.",the temperature of the electrolyte should not be allowed to exceed 90°F,the charging rate should be no greater than 125% of the battery amp-hour rating,the source of power for charging should be approximately 2.5 volts per cell,always start with a trickle charge rate,C
399,"When operating an AC generator on a 3-phase 4-wire system, the neutral wire__________.",maintains equal current in each phase,maintain equal power in each phase,maintains equal voltage in each phase,has no current flow when the loads are unbalanced,C
400,"When paralleling two AC generators, the frequency of the incoming machine immediately prior to closing its breaker should be __________.",controlled by placing the governor switch in the automatic  position,adjusted with the voltage regulator,slightly greater than the bus frequency,slightly less than the bus frequency,C
401,When paralleling two alternators the synchronizing lamps grow dim and are totally darkened as the synchroscope pointer approaches the 0° position.  This indicates the __________.,DC voltage is supplied,incoming alternator is running too fast,incoming alternator is in phase with the bus voltage,synchroscope pointer is defective or broken,C
402,"When paralleling two alternators, the synchronizing lamps remain lit as the synchroscope pointer approaches the 0°. This indicates the __________.",desired value of the proportionally controlled variable,alternator voltages are 180 degrees apart,synchroscope is defective or broken,alternator power factors are in phase,C
403,"When removing ball or roller bearings from the shaft of a motor, you should use a __________.",rawhide hammer,brass mallet,wheel puller,soft iron pry bar,C
404,"When the current flow in a power transmission line is halved, the power loss __________.",is halved,is doubled,is divided by four,remains the same,C
405,"When the length and cross sectional area of a wire are both tripled, the resistance __________.",increases nine fold,increases three fold,remains the same,decreases six fold,C
406,"When the operating handle of a molded case circuit breaker  is in the mid-position, it indicates the circuit breaker is __________.",in the 'opened' position,in the 'closed' position,tripped,reset,C
407,"When the voltage and the current in an AC circuit reach their peak value at the same time, the power factor is ____________.",lagging ,leading,unity,infinty,C
408,"When troubleshooting a magnetic controller, it is found that the contacts are welded together.  The most probable cause  is __________.",bus,high ambient temperature,low voltage on the operating coil,high voltage on the operating coil,C
409,"When troubleshooting an alkaline storage battery, a weak or dead cell is best located by __________.",incoming alternator is running too fast,visually inspecting each cell's electrolyte level,load testing each cell with a voltmeter,measuring the electrolyte temperature with an accurate mercury thermometer,C
410,"When using a sling psychrometer to determine relative humidity, the indicated difference between the dry bulb and the wet bulb reading is the __________.",relative humidity,dew point,wet bulb 'depression',partial saturation temperature,C
411,"When washing epoxy coated tanker cargo tank, the temperature in °C and pressure in kgs/cms should not be more than_____________.",48/6.7,71/11.2,60/9.8,82/12.6,C
412,"When you check the specific gravity of battery electrolyte with a hydrometer, you should know that ____________.",the battery is fully charged when the float sinks deepest into the electrolyte sample,the battery is discharge when the floats highest in the electrolyte sample, a hydrometer reading is inaccurate if taken immediately after water is added to the cell,warm temperature will raise the specific gravity of the electrolyte,C
413,"Where automatic restart does not present a hazard after a  power failure, Coast Guard Regulations (46 CFR) require motor controllers for auxiliaries vital to the propelling  equipment to be provided with __________.",overload protection,low voltage protection,low voltage release,reverse current protection,C
414,Which of the AWG wire sizes listed below would have the smallest diameter?,0000,0,14,250,C
415,Which of the following devices for lifeboat winch electrical circuit automatically prevents the davits arms of a specific type unit from over traveling their tracks when raising the lifeboat?,master cutout switch,emergency disconnect switch,limit switch,clutch interlock switch,C
416,Which of the following electrical properties will be the same with respect to each component in a series circuit?,inductance,resistance,current,voltage,C
417,Which of the following is not found on a D.C. generator?,pigtails,brushes,stationary armature,brush holders,C
418,Which of the following materials is recommended for finishing the slip rings of an electric motor after grinding or turning?,grade 00 sandpaper,canvas wiper,crocus cloth,smooth file,C
419,Which of the following problem will occur if the circuit breaker of the incoming alternators is closed and it is 180 degree out of phase with the loaded alternators?,the rotor of the incoming alternator will hunt,the rotor of the incoming alternator will stop, it could damage the incoming alternator due to serve cross current,both alternators will be out of phase by 180 degrees,C
420,Which of the following procedures represents the best method to prevent the freezing of batteries continuously exposed to low temperatures?,The battery caps should be removed.,The battery cap vents should be sealed.,The battery should be kept in a fully charged condition.,The battery should be disconnected from its charging source.,C
421,Which of the following represents the accepted method of cleaning dust and foreign particles from electrical equipment while limiting damage to electric components?,The brake will be set by spring force.,Blowing a high velocity stream of compressed air rapidly across the components.,Using a vacuum cleaner to remove debris from the components.,Using carbon tetrachloride as a cleaning solvent to clean the components.,C
422,Which of the following statements is true concerning a step-down transformer in an operating AC power circuit?,Voltage and current will both be increased.,Voltage and current will both be decreased,Voltage decreases as current increases.,Voltage increases as current decreases.,C
423,Which of the following statements of Coast Guard Regulations (46 CFR Part 111.15) concerning battery installations is correct?,"Sign, permanently secured to the battery trays, indicating  that 'naked lights or smoking is prohibited in the vicinity' is not necessary to be posted if trickle charging is used.","When power ventilation is required, blower blades must be non-sparking and the system must be interlocked with the battery charger to prevent simultaneous operation.",Trays should be chocked with wood strips or equivalent to prevent movement and each tray should be fitted with nonabsorbent insulating supports on the bottom.,Power and lighting batteries must be of the lead-acid type  only.,C
424,"Which of the following statements, regarding Coast Guard Regulations (46 CFR), is correct concerning electric engine order telegraphs?",A twin screw vessel need only have one engine order telegraph in the machinery space if installed on the operating level.,The receiver dials must be illuminated.,A audible signal at both transmitter and indicator shall ring continuously at all times when the transmitter and indicator do not point to the same order.,The transmitters and indicators shall be mechanically connected to each other.,C
425,"Which of the listed components of a hydraulic system would  enable the pump to be temporarily shutdown, and yet still provide an instantaneous source of hydraulic force?",assure good conductivity at junction points,Pressure compensator valve,Accumulator,Sump actuator,C
426,Which of the listed features would require a motor controller to be manually re-started following a power failure?,Overload protection,Low voltage release,Low voltage protection,Reverse current protection,C
427,Which of the listed groups of electrical insulation materials is best suited for the highest operating  temperatures?,impregnated cotton and silk,unimpregnated paper and cotton,pure glass and quartz,mica and porcelain with bonding agents,C
428,Which of the listed procedures should be carried out to prevent moisture damage to electrical apparatus during extended periods of idleness?,Fill the motor housing with CO2 to inert the space.,Strap silica gel around the commutator.,Place heat lamps in the motor housings.,Cover the equipment with a canvas tarpaulin.,C
429,"While troubleshooting a circuit in an engine room central control console, a resistor is suspected of being faulty. Which of the following precautions must be observed if an ohmmeter is to be used to check its value?",Correct polarity must be observed because reverse bias will damage the component.,Meter leads must not be twisted so as to cancel out the individual magnetic fields.,Resistor's circuit must be de-energized and at least one end of the component isolated.,The meter case must be grounded prior to attaching the leads.,C
430,Why are transformer aboard ship used with AC generators?,to decrease power output,to increase power output,to permit higher voltage for motor operation and low voltage for lighting circuits,to change frequency,C
431,With regard to the maintenance of electrical generating machines with pedestal insulated bearings it is important to never __________.,touch the bearing shell while the machine running,use a megohm meter with the machine disassembled to determine insulation values,paint or allow grease build up on the insulated area,All of the above,C
432,With two alternators is on parallel. An increased load on one will_____________.,run the other as the motor,increase the speed of the other,cause the armature current to lag on the one,have no effect on the other,C
433,You are attempting to parallel two AC generators and the synchroscope pointer stops at a position other than 0°.  If you close the circuit breaker at this moment __________.,the incoming machine will accept all of the load,the incoming machine will trip out on low voltage release,a hazardous condition will be created by the cross current  between the machines,a hazardous condition will be created by the incoming machine being at a higher frequency than the bus,C
434,An AC motor using a rheostat in the motor circuit to vary the speed is called a __________.,squirrel-cage induction motor,regenerative braking motor,wound-rotor induction motor,synchronous motor,C
435,An advantage of DC motors over AC motors is that they __________.,are less expensive,require less maintenance,offer infinite speed variation,all of the above,C
436,"An alternator is being paralleled with one on the line.  At the INSTANT the circuit breaker is closed, the frequency of the incoming alternator will normally __________.",increase,not change,decrease,be exactly 60 hertz,C
437,An ammeter should be used to measure __________.,the voltage between two points in a circuit,circuit continuity,current flow in a circuit,total or partial circuit resistance,C
438,"An arrow superimposed on a hydraulic graphic symbol at approximately 45°, as shown in the illustrated figures A, B, and C, indicates  the component __________.",is pilot controlled,is pressure compensated,can be adjusted or varied,allows flow in one direction only,C
439,An electric device installed for the purpose of cutting off the power if the lines are overloaded?,Voltage regulator,Thermal relay,Circuit breaker,Magnetic coil,C
440,An electric motor can be designed and constructed to be __________.,short proof,ground proof,explosion proof,overload proof,C
441,"An emergency diesel generator cooling system is equipped with an automotive type thermostat.  If the thermostat bellows loses its charge, the thermostat will __________.","open, and the coolant temperature will increase","open, and the coolant temperature will decrease","close, and the engine coolant temperature will increase","close, and the coolant temperature will decrease",C
442,An important factor in reducing D.C. motor commutator wear  is __________.,keeping the ambient humidity as low as possible,ensuring a very low brush current density,establishing the copper oxide surface film,all of the above,C
443,An instantaneous trip type fuse will _______., Reset itself when the overcurrent is corrected, Allow a preset delay between overcurrent and melting, Open as soon as the load current exceeds its set point, Open a circuit using a time delay element with a magnetic trip,C
444,An instrument often used to check the degree of motor shaft misalignment is the ,voltmeter,clamp-on ammeter,dial indicator,megohmeter,C
445,An internal resistance is placed in series with the meter movement of which of the following instruments?,AC ammeter,DC ammeter,DC voltmeter,Battery hydrometers,C
446,An ohmmeter can be used to measure __________.,the amount of current flow in a circuit,voltage between two points in a circuit,circuit continuity,circuit power,C
447,An ohmmeter measures_________________.,voltage ,insulation resistance,resistance,amperage,C
448,An open field rheostat in an AC generator can be detected by short circuiting its terminals and observing ,negative deflection of the wattmeter painter,positive deflection of the wattmeter painter,build-up alternator voltage,"low, but constant, alternator voltage",C
449,An operating characteristic appearing on the name plates of shipboard AC motors is __________.,type of overload protection,rated slip,temperature rise,locked rotor torque,C
450,An operating characteristics which appears on the nameplates of shipboard AC motor is the___________.,type of winding,input KW,temperature rise,locked rotor torque,C
451,"An operational amplifier, as used in today's consoles, has a calculated gain of 5.  This means that when the input changes __________.","5 volts, the output changes 10 volts","10 volts, the output changes 5 volts","2 volts, the output changes 10 volts","10 volts, the output changes 2 volts",C
452,Any electric motor can be constructed to be,short proof,ground proof,explosion proof ,overload proof,C
453,Armature cores in a DC generator are made of laminated steel sheets to __________.,fit the curvature of the frame,increase the hysteresis effect,reduce eddy current losses,allow for easy assembly,C
454,"As an armature revolves within a magnetic field, friction is developed between the rotated magnetized particles as they pass through each magnetization cycle. This results in  __________.",copper loss,eddy-current loss,hysteresis loss,capacitive reaction,C
455,"As load is added to a DC shunt motor, the motor will __________.",speed up,maintain the same speed,slow down slightly,stop,C
456,As load is added to shunt motor the motor will ______., speed up,continue to operate at the same speed, slow down slightly, stop,C
457,At what percentage of an overload can most generators withstand?, 25 percent, 30 percent, 35 percent, 15 percent,C
458,Autotransformer starters or compensators are sometimes used with polyphase induction motors to __________.," Increase the voltage for ""cross the line starting""", provide back-up means for voltage regulation for emergency, reduce the applied to the motor during the starting period,voltage to be either stepped up or down depending on the application to ensure full torque ,C
459,Basic operating characteristics of the operational  amplifier such as gain and stability are the function of its __________.,differential input stage,power output stage,feedback circuit,supply voltages,C
460,Battery charging rooms should be well ventilated because the charging process produces__________.,highly poisonous gas,highly combustible oxygen,explosive gases,corrosive gases,C
461,Battery rooms must be well ventilated  to:,prevent sulphation during discharge,supply oxygen,dissipate explosive gases,prevent moisture formation,C
462,"Before any work on electrical or electronic equipment is performed, which of the following precautions should be carried out?",De-energize the applicable switchboard bus.,Bypass the interlocks.,Secure and tag the supply circuit breaker in the open position.,Station a man at the circuit supply switch.,C
463,"Before reassembling any machinery, you should __________.",replace all bearings regardless of length of service,apply a heavy coat of oil to all mating surfaces,clean any corroded surfaces and file all burrs smooth,coat all parts with alemite grease,C
464,"Before working on an electric cargo winch master switch or  controller, you should __________.",spray the gasket surface with a solvent,drain condensate from the box,open the circuit breaker in the power supply and tag-out,heat the switch box to remove any moisture,C
465,By adding resistance in series with the shunt field winding of a DC motor with no load will cause the motor speed to _____., Fluctuate rapidly, Remain the same, Increase, Decrease,C
466,Capacitance in an AC circuit will ______., Stop current flow once the capacitor if fully charged, Allow current flow in only one direction, Oppose any change in circuit voltage, Rectify the current,C
