FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
241,"Which of the listed components for a refrigeration system is required for a two box system, but not for a one box system?",Hand expansion valve,Automatic expansion valve,High pressure cutout switch,Liquid line solenoid valve,D
242,Which of the listed operating conditions would have the greatest effect on the volumetric efficiency of an operating reciprocating air compressor?,The density of the air entering the compressor.,The temperature of the air entering the compressor,The designed rotating speed of the compressor.,A leaking head gasket.,D
243,Which of the listed pressure control valves would be used to establish the maximum operating pressure of a hydraulic system?,Pressure-reducing valve,Unloading valve,Counterbalance valve,Pressure-relief valve,D
244,Which of the listed statements best describes specific heat?,"The amount of heat required to change the temperature of one pound of a material, one degree","The amount of heat required to change the temperature of one pound of ice, one degree F.","The amount of heat required to change the temperature of one pound butter, one degree F material, one degree",All of the above,D
245,Which of the listed types of steam end piston rod packing should be used in a steam reciprocating pump?,Reinforced rubber packing,Wire impregnated high temperature packing,Low pressure braided asbestos packing,High pressure graphite packing,D
246,Which of the listed valves should be closed when adding ammonia to a refrigeration system?,Master valve,Suction service,Discharge service,King valve,D
247,Which of the problems listed could cause erosion of the expansion valve disks and seats?,Overcharging the system with refrigerant,Faulty compressor suction valve,Failure of the high pressure cutout,Flash gas formed in the liquid line,D
248,Which practices should be followed at all times when using an electric bench grinding machine?,Wear goggles or face shield.,Replace grinding wheels that are chipped or unbalanced.,Keep the support rest clearance properly adjusted to the wheel.,All of the above,D
249,Which pump installation would require an external source of sealing water?,Main jacket water cooling pump,Salt water service pump,Auxiliary fire pump,Centrifugal bilge pump,D
250,Which statement is true concerning V-belt drives for reciprocating air compressor?,belts generally stretch slightly during the first few months of use,a tight belt will overload the bearings ,a loose belt will slip on the motor pulley and wear rapidly,all of the above,D
251,Which type of screwdriver listed would have a 'Keystone' type vertical cross-sectional tip?,Torx,Phillips,Allen,Standard,D
252,Which units of measurement are commonly used to  express pump suction head values when calculating pump capacities and hydraulic horsepower?,Inches of mercury for positive head and feet of water for negative head,Feet of water for positive head and inches of mercury for negative head,Inches of mercury for both positive and negative heads,Feet of water for both positive and negative heads,D
253,"Who should inspect before use, to ensure that a welding and flame cutting equipment is in a serviceable condition?",Master,Chief engineer,Fitter,Competent person,D
254,Why do roller bearings have higher loading capacities than  ball bearings?,They are installed with tighter clearances.,They are subject to less pitting and metal fatigue.,They have a greater tolerance for high speed applications.,They have a greater contact area.,D
255,Winch gears must be maintained in proper alignment to prevent __________.,overheating of the lube oil,overspeeding of the motor,wear on the braking system,damage to the teeth,D
256,You are in a survival capsule broadcasting a distress message. What information would be essential to your rescuers?,the nature of distress,the time of day,your radio call signal,your position by latitude and longitude,D
257,A gradual decrease in the discharge pressure of an operating hydraulic pump can be caused by __________.,the four-way control valve failing to shift,the bleeder valve sticking in the open position,cold hydraulic fluid,a clogged air vent filter on the oil reservoir,D
258,Progressive flooding on a VESSEL may be indicated by __________.,ballast control alarms,excessive draft,excessive list or trim,a continual worsening of list or trim,D
259,"A ""P""-Tank system __________.",is designed to transfer thick viscous liquids,is designed to pump chunks of cement,must be kept free of foreign objects,answers B and C above,C
260,A 'Blotter Test' can be performed on a 'used' lube oil sample of a diesel engine to determine _________.,specific gravity,flash point,a change in viscosity,the TBN number,C
261,A boiler forced draft pressure gage indicates nine (9) inches of water.  This corresponds to a pressure of __________.,0.216 psi,0.228 psi,0.325 psi,0.433 psi,C
262,A broken intake valve on an operating air compressor is indicated by_______.,excessive temperature in the aftercooler,short cycling of the compressor,air blowing out through te inlet air filter,excessive compression in that cylinder,C
263,A centrifugal pump must have a stuffing box liquid sealing  line and seal cages installed if the pump __________.,"suction head is high, and is handling a cool, debris free liquid",is handling a liquid with a temperature of less than 150°F,suction lift exceeds 10 inches Hg vacuum,discharge is less than 25 psi,C
264,"A compressor operating with an accumulation of dust and grease on the surfaces of an intercooler would result in __________.

I.  the motor to run warmer than usual
II. the second stage would operate at a higher temperature",I only,II only,Both I and II,Neither I nor II,C
265,A constant hissing sound at the thermal expansion valve will always indicates __________.,proper refrigerant control,a faulty refrigerant control valve,a lack of refrigerant,the flow of 100% liquid refrigerant passing to the  evaporator,C
266,A crack in the deck plating of a vessel may be temporarily prevented from increasing in length by ,welding a doubler over the crack,cutting a square notch at each end of the crack,drilling hole at each end of the crack,slot-welding the crack,C
267,"A decision has been made to change out 1,000 gallons of lube oil in a vessel's main propulsion unit.  Which of  the following statements is true regarding this decision?",The neutralization number has decreased below minimum levels.,The sole use of the increase in the neutralization number need only be the basis for this decision.,"In addition to the increase in the neutralization number, the viscosity of oil has also increased.",A small rise in the neutralization number over several years of use has prompted this decision.,C
268,"A device for preventing sparks or flames from entering a tank, yet permitting the free passage of gases is provided by the use of a _____________.",Gas absortion detector,Pressure vacum relief,Flame screen,Sacrificial anode,C
269,A duplex presure gauge is likely to be located at:,fuel oil flow meter,duplex fuel oil strainer,fuel oil  pressure pump,fuel oil heater,C
270,"A fixed CO2 fire extinguishing system on a VESSEL. with a capacity of over 300 lbs (136 kilograms) CO2, protecting spaces other than tanks, must have __________.",two or more releasing stations,automatic release in event of a fire,an audible alarm and time delay,an audible and visible alarm,C
271,A floating VESSEL with an initial negative metacentric height __________.,will capsize,will incline further,may lie at an angle of loll,may be initially level,C
272,"A grade ""A"" petroleum product is                             . ",jet fuel,a combustible liquid,a flammable liquid,lubricating oil  ,C
273,"A lathe dog, fitted with a headless set screw, is known as a __________.",clamp lathe dog,standard lathe dog,safety lathe dog,common lathe dog,C
274,A low head pressure maybe caused by:,leaky suction valve,clogged condenser,leaky discharge valve,too much discharge pressure,C
275,A machine in which arts of the upper leaf may be moved for forming boxes is called a __________________.,cornice brake,mold,Finger brake,blow horn stake,C
276,A malfunction of any component of a flame safeguard control for auxiliary would result in _____,automatic restart,uncontrolled firing,automatic burner shutdown,a furnace explosion,C
277,A multiple evaporator coil unit is equipped with an  evaporator back pressure regulating valve.  This valve must be bypassed when pumping down the system for repairs because reduction of suction pressure would cause the valve to __________.,rupture,open,close,chatter,C
278,A pipe with a diameter of over 12 inches is sized by the ______,inside diameter ,outside diameter,wall thickness,threaded diameter,C
279,A pneumatic pressure tank is installed in a sanitary system to _____________.,increase water flow through the system,provide higher pressure in the system,reduce pressure fluctuation in the system,prevent the sanitary pump from losing suction,C
280,"A pressure gage pointer responding sluggishly to changes in pressure, should be repaired by __________.",tapping the gage housing lightly,bending the needle to free the linkage,cleaning the residue from gear teeth,greasing the hair spring,C
281,A process designed to break down large oil molecules into smaller lighter range molecules is called:,coke,cutback,cracking,cycles oils,C
282,A P-type trap and drain is used __________.,"for all lavatory sink installations, as no other drain type is useable",whenever the 'gray' water drain system connection is mounted on the deck,whenever the 'gray' water drain system connection is mounted on the bulkhead,as a condensate drain for superheaters,C
283,A pyrometer is generally used to measure __________.,grains of moisture per cubic foot of air,salinity concentration of condensate,stack temperature,level of a fluid in a tank,C
284,A reading of 0.250 on a micrometer with a 1 to 2 inch  range is equal to __________.,1/4 inch,1/2 inch,1 1/4 inches,2 1/4 inches,C
285,A relief valve lifting on a full-flow sytem is indicated by:,a clogged filter,high lube oil pump discharge pressure,lube oil analysis,a low sump level,C
286,"A ship covers the measured mile (one nautical mile) against the current, in a 3 minutes 20 seconds, and then in the opposite direction over the same distance with the current in 3 minutes exactly. Find in knots: A.) The speed against the current B.) The s",1) 18.95 2) 20 knots 3) 18 nots,1) 20 knots 2) 18 knots 3) 18.95 knots,1) 18 knots 2) 20 knots 3) 18.95 knots,1) 2 knots 2) 13 knots 3) 18 knots,C
287,A ship travel 9 miles in 45 mins. What is its speed in  miled per hour?,3 miles,6 miles,12 miles,2 miles,C
288,A short weighted hose is attached to the end of the P-tank  fixed discharge line on board a supply boat to __________.,prevent accidental back flow of dry bulk material,maintain a non-vibrating delivery rate,prevent dry material from being discharged on deck,All of the above,C
289,A thermal expansion valve installed in a refrigeration system is controlled by __________.,the solenoid valve energizing coil,regulating the king valve,a thermal bulb on the evaporator coil,an electrically operated controller,C
290,A vacuum is created in a flash-type distilling plant by _____________.,the flashing of feed,the condensation of the saltwater feed,"air ejectors, eductors, or a separate vacuum pump",condensation of the distillate,C
291,A volume of one cubic foot would equal how many gallons?,5.48 gallons,6.48 gallons,7.48 gallons,8.48 gallons,C
292,Adding the longitudinal free surface correction to the uncorrected height of the center of gravity of a VESSEL yields __________.,'FSCL','KG','KGL','GML',C
293,Air in the fuel can cause __________.,high lube oil temperature,blue smoke,the engine to stop,piston seizure,C
294,All of the links in the last shot of anchor chain are painted __________.,yellow,white,red,orange,C
295,All refrigeration systems must be protected with a __________.,high pressure cut-out,refrigerant receiver,pressure relief device,low pressure cut-out,C
296,An additive used to improve the ability of a lube oil to reduce friction in hypoid gear applications is known as a/an __________.,suppressant additive,dispersant additive,extreme pressure additive,viscosity improver additive,C
297,"An air tank rusts out, explodes and causes $(USA) 24,000 damage to the engine room.  By law, this accident is required to be reported to __________.",the owner or his agent,the insurance underwriter,no one,the U.S. Coast Guard,C
298,An excessive charge of refrigerant in an air-cooled refrigeration system can cause __________.,oil foaming in the compressor,higher than normal suction and discharge pressures with a higher box temperature,higher than normal discharge pressure with a normal box temperature,the compressor to run continuously,C
299,An inverted gate valve (stem pointing downward) may be subject to wear sooner than a similar valve installed in the upright position because __________.,the gate's full weight is upon the stem,the gland stud nuts are under more pressure,sediment collects in the bonnet,the packing will not properly adhere to the stem,C
300,"Antifreeze solutions containing ethylene glycol, should not be mixed with corrosion protection oils, as the resultant mixture __________.",is dangerously flammable,promotes scale buildup,may cause frothing,has a higher chloride content,C
301,"As accordance with Coast Guard Regulations, it is the duty of the chief engineer to acquire and seal a sample of fuel oil received whenever fuels bunkers are taken. Thie sample must preserved until the:",Voyage is completed,U.S. port where upon it must sent ashore for chemical analysis,Particular supply oil is exhausted,Water has cleared with any residual fuel,C
302,At 0400H the reading of the engine counter was 785140 and at 0300H the reading was 810340. What was mean the speed of the engine in revolutions per minute if the clock was put forward 20 minutes during the watch?,907 r.p.m,105.3 r.p.m,114.5 r.p.m,117.2 r.p.m.,C
303,At what temperature would the reading on the Fahrenheit scale and the centigrade scale be identical?,16 degrees above zero,32 degrees below zero,40 degrees below zero,64 degrees below zero,C
304,Auxiliary exhaust is used for which of the following?  I.  DC heater  II. Steam air heater,I only,II only,both I and II,neither I nor II,C
305,"Before power to a lathe is turned on, it is a good shop practice to first hand feed the carriage to ensure  __________.",the carriage is lubricated,the lathe is level,all locking devices have been released,the workpiece is secure in the lathe,C
306,"Burning fuel with entrained saltwater, will cause a glassy  slag formation on furnace refractory.  This slag will __________.",form a protective coating thus increasing its life,seal refractory joints thereby improving its function,expand at a different rate and result in damaged refractory,increase the furnace efficiency because of reduced firebox  turbulence,C
307,"Coast Guard Regulations (46 CFR) require a single tail shaft with water lubricated tail shaft bearings, stress-relieved keyway, and fabricated from materials resistant to corrosion by sea water, to be drawn and examined once in every __________.",2 years,3 years,5 years,8 years,C
308,"Compensated flow control, or constant flow valves are used  in hydraulic systems to __________.",compensate for major leaks in the system,maintain the original fluid viscosity,allow for changes in pressure and temperature within the system,assure constant fluid temperature,C
309,Condensate from fuel oil bunker heaters returns to:,reserve feed system,main feed system,contaminated (observation) tank,bilges,C
310,Deck beams on a VESSEL are generally spaced at equal intervals and run __________.,longitudinally,vertically,transversely,intermittently,C
311,Demulsibility of a lube oil is defined as                                  .,a measure of water in a lube oil system,the temperature at which oil flows rapidly,the ability of the oil to separate from water,an emulsion of different grades of oil,C
312,"During an evacuation from a VESSEL, an individual without the option of a survival craft or liferaft should enter the water on the leeward side, except when __________.",there is a rescue craft in the area,water temperature is below 40░F,there is a severe list to the windward side of the VESSEL,a rigid survival craft is in the area,C
313,Excessive lost motion in the valve mechanism of a duplex reciprocating pump will cause the __________.,pump to short stroke continuously at both ends of the stroke for both cylinders,pistons to stop in mid-stroke,pump to operate sluggishly,cushioning valves to wear,C
314,Find the value of a in equation: 2(a+30 + 3(2a-4) = 4(11-3a),a = -2 1/2,a = 7,a = 2 1/2,a = 4,C
315,Foot valves are primarily designed to __________.,give a pump motor or driver positive protection when operating in a shutoff condition,provide a means of supplying sealing fluid for the impeller shaft stuffing box,enable a pump and its suction line to remain primed prior to starting the pump,afford the pumping system protection against water hammer and surging,C
316,Frost appearing on the evaporator coils of a multi-box direct expansion refrigeration system __________.,is best removed by means of an ice pick,will increase the refrigeration effect,can be removed by passing hot vapors through the coils,can be quickly removed by simply shutting down the coils,C
317,Given 7.5 cm. radius Pi is 3.1416. Find the circumference.,47.1238 cm,23.562 cm,47.124 cm,12 cm,C
318,"Hand taps are provided in sets of three, with each being known as __________.","taper, plug, and finish","short, medium, and long","taper, plug, and bottom","starting, through, and finishing",C
319,"HCFC-123 presents health threats to service technicians, which may include its __________.",flammability as a liquid,freezing in the compressor,toxic threat,being caustic and strong offensive odor,C
320,Heated lube oil will begin t mbreak down if mixed with water and ___.,become thoroughly agitated,thoroughly centrifuged,allowed to stand idle,discharge through a finite filter,C
321,High salinity distillate being discharged from a flash-type distilling plant may be the result of __________.,maintaining the proper distilling plant heat balance,carrying the brine level below normal,leaks in the demister baffles,venting of the saltwater heater drain pump,C
322,How many months interval is appropriate time in testing the insulation efficiency or condition of all generators motors and other electrical installations onboard as a means of good and cost saving maintenance system?,24,3,6,12,C
323,How often must a U.S. Coast Guard engineering license be renewed?,Annually,Every 3 years,Every 5 years,Every 10 years,C
324,Hydraulic machinery failures are commonly caused by contamination of the hydraulic fluid and __________.,fluid friction,fluid turbulence,component misalignment,pressure surges,C
325,"If a centrifugal pump is driven by a constant speed electric motor and produces a discharge pressure less than designed, the cause is probably ______.",Excessive pump speed,Excessive suction head,Worn wearing rings,Gross pump misalignment,C
326,"If a flash-type evaporator is operating in extremely cold seawater temperatures, the engineer may expect that  __________.",the evap feed heater will require less steam,the capacity will remain the same regardless of the evaporator shell temperature,the average salinity of the distillate may increase due to excessive vacuum,the average salinity of the distillate may decrease due to excessive vacuum,C
327,"If a metal can be easily drawn, stamped, or hammered out thin, it is said ____.",To be highly resistant to pulling forces ,"To be resistant to scratches , cuts, etc.",To have good ductility,To have machinabilty,C
328,"If a pinhole leaks occurs in a boilers internal desupereater, which of the following would indicate this?",an increase in super heater outlet temperature,an erratic drum level,Inability to maintain boiler water chemistry,excess sulfities,C
329,"If a ship service air compressor failed to unload, the __________.",compressor would dangerously overspeed,air receiver pressure would be excessively low,circuit breaker may open on starting,compressor would pump lube oil,C
330,"If an electric motor driven air compressor fails to start,  it may be due to a __________.",leaking discharge valve,jammed suction valve,tripped overload relay,broken discharge unloader,C
331,"If hot oil comes in contact with a diesel engine turbocharger, catches fire, and causes in excess of $(USA)25,000 damage to your ship, by law this must be reported to the __________.",engine manufacturer,American Bureau of Shipping,"U.S.C.G. Officer in Charge, Marine Inspection at the next port",vessel underwriters,C
332,"If the fuel oil temperature going to the burners is too low, the                        .",fuel service pump will lose suction,fuel service strainers will become clogged,boiler will produce heavy black smoke,boiler will produce dense  white smoke,C
333,"If the metacentric height is large, a floating VESSEL will __________.",be tender,have a slow and easy motion,be stiff,have a tendency to yaw,C
334,If the superheat value of the thermostatic expansion valve  is adjusted too high the __________.,box temperature will continually rise,rate at which condensation occurs on the evaporator coils will increase,suction line of the compressor will be abnormally warm,rate at which condensation occurs within the coils will increase,C
335,"If the theoretical quantity of dry air to burn 1 pound of fuel oil is 13.75 lbs, how much air does boiler use per pound of fuel when operating with 10% excess air?",14.44 pounds,15.81 pounds,15.13 pounds,14.20 pounds,C
336,If there is presence of air in the fuel lines of fuel injection nozzles of the diesel engine it will cause the engine to ,delay its fuel injection,operate with higher exhaust back pressure,fail to start,burn excessive amounts of oil,C
337,"If you find an extremely large refrigerant leak while using a halide torch, your flame will __________.",change from blue to orange,'flare up' and remain lighted,probably go out,stay blue,C
338,"If you have a duplex double acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 12"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",529 gpm,132 gpm,264 gpm,66 gpm,C
339,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",18 gpm,30 gpm,36 gpm,9 gpm,C
340,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",74 gpm,62 gpm,148 gpm,37 gpm,C
341,"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",93 gpm,302 gpm,186 gpm,47 gpm,C
342,"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",64 gpm,43 gpm,129 gpm,32 gpm,C
343,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",91 gpm,128 gpm,183 pm,46 gpm,C
344,"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 7"" diameter cylinder, a 8"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",152 gpm,67 gpm,133 gpm,267 gpm,C
345,"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 6 diameter cylinder, a 11"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",273 gpm,74 gpm,149 gpm,297 gpm,C
346,"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 8-inch diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",507 gpm,156 gpm,312 gpm,625 gpm,C
347,"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 3"" diameter cylinder, a 12"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",193 gpm,24 gpm,48 gpm,97 gpm,C
348,"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",526 gpm,113 gpm,226 gpm,451 gpm,C
349,"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 13"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",491 gpm,113 gpm,227 gpm,453 gpm,C
350,"If you have a duplex single acting reciprocating pump making 160 strokes/minute, with a 7"" diameter cylinder, a 8"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",236 gpm,103 gpm,207 gpm,141 gpm,C
351,"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",30 gpm,119 gpm,60 gpm,104 gpm,C
352,"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 5"" diameter cylinder, a 9"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",204 gpm,57 gpm,113 gpm,226 gpm,C
353,"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 8"" diameter cylinder, a 13"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",695 gpm,214 gpm,428 gpm,856 gpm,C
354,"If you have a duplex single acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 70% volumetric efficiency, what is the capacity of this pump?",86 gpm,29 gpm,57 gpm,114 gpm,C
355,"If you have a simplex double acting reciprocating pump making 110 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",33 gpm,27 gpm,16 gpm,8 gpm,C
356,"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 4"" diameter cylinder, a 9"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",118 gpm,59 gpm,30 gpm,133 gpm,C
357,"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",414 gpm,207 gpm,104 gpm,483 gpm,C
358,"If you have a simplex single acting reciprocating pump making 140 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 83% volumetric efficiency, what is the capacity of this pump?",59 gpm,71 gpm,30 gpm,119 gpm,C
359,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 3"" diameter cylinder, a 11"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",20.0 gpm,22.0 gpm,24.0 gpm,48.0 gpm,C
360,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 5"" diameter cylinder, a 12"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",291 gpm,145 gpm,73 gpm,349 gpm,C
361,"If you have a simplex single acting reciprocating pump making 160 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",603 gpm,301 gpm,151 gpm,560 gpm,C
362,"If you have a simplex single acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",94 gpm,47 gpm,24 gpm,141 gpm,C
363,"If you have a simplex single acting reciprocating pump making 190 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",170 gpm,85 gpm,42 gpm,119 gpm,C
364,"If you know that a refrigeration system is leaking  refrigerant, you would first___________.",recover the refrigerant,charge the system,look for traces of oil,evacuate the system,C
365,"In a direct expansion refrigeration evaporator, the coils are __________.",covered with insulation,half covered with insulation,surrounded by air,surrounded by freon,C
366,"In a double-effect distilling unit, the brine in the second-effect is additionally heated by __________.",auxiliary steam,air ejector steam,distillate/vapor from the first effect,flash chamber leak off,C
367,"In a flash type distilling plant, a screen is fitted over the suction connection to the brine overboard pump in order to prevent __________.",the pump from cavitating,excessively large salt crystals from damaging the pump,scale from passing into the brine pump and clogging impeller passages,electrolysis from occurring in the pump,C
368,"In a two stage flash evaporator, heated feed water is vaporized in the __________.",first effect tube nest,distiller feedwater heater,first and second stage flash chambers,first and second stage vapor separators,C
369,"In diesel engines, which of the following is an equivalent of one horsepower?",0.5457kw,0.6457kw,0.7457kw,0.8457kw,C
370,"In general if heat is added to a substance, the temperature of the substance will increase and if heat is taken away the temperature will______________.",remain the same,gradually remain,decrease,be transferred,C
371,"In the event of a power failure during cargo loading operations, an electric winch is stopped by                         .",a manual overridge switch,the weight of the load on the boom,a spring set brake,a hand operated band brake,C
372,"In the operation of a proportional-plus-reset controller,
the proportional action  __________.

I. opposes the reset action during decreasing error transients
II. aids the reset action during increasing error transients",I only,II only,Both I and II,Neither I nor II,C
373,"In VESSEL construction, beams are transverse girders which provide support to __________.",bulkheads,deckhouse structures,decks,vertical frames,C
374,Inside circles in sheet metal should be cut with a ____________________.,Combination,Squaring shear,Hawksbill,Bench shear,C
375,Iron pipe is not found in size ___________,3/8 inch,1/2 inch,5/8 inch,3/4 inch,C
376,"It is necessary to replace the defective thermal expansion valve in a refrigeration system. If the valve is improperly sized, this could result in __________.

I.  starvation of the evaporator coil
II. constant hunting of the TXV and pressure surging",I only,II only,Both I and II,Neither I nor II,C
377,It is the proper temp. in celcius to be maintained at the outlet of the fresh water jacket cooling during the operation of a large main propulsion diesel engine foe a good combustion and avoidance of scale deposits.,80-85,65-70,70-75,75-80,C
378,"It requires 151 HP to operate a centrifugal pump having a 14.75 inch impeller at 1800 RPM, at a capacity of 2250 GPM with a 218 foot head.  If during an overhaul of the pump, the impeller diameter is reduced to 14 inches, the capacity of the pump operatin",1924 GPM,2027 GPM,2136 GPM,the same as it was prior to the pump being overhauled,C
379,It was observed during the operation of the R-22 refrigerating system onboard that the compressor stops automatically w/o reaching the desired temp. of any chamber. What part of a R-22 refrigerating system onboard can be automatic stop and start be adjust,Differential pressure switch,Thermostatic control valve,Steam condensate trap damage,Too high steam working pressure ,C
380,Lifeboat winches on a VESSEL are required to be inspected and an entry made in the logbook.  What should this entry include?,The time required to lower a lifeboat.,The time required to raise a lifeboat.,The date of inspection and condition of the winch.,All of the above.,C
381,Low suction pressure is caused by:,overfeeding of expansion valve,leaky valve,solenoid valve not fuctioning properly,too much oil in the system,C
382,Mechanical energy in transition is referred to as __________.,enthalpy,heat,work,velocity,C
383,Misfiring in a diesel engine at light loads can be caused by __________.,high lube oil temperature,low lube oil temperature,excessive cylinder cooling,high air injection pressure,C
384,Obstructed suction passages in the casing or pintle of a radial piston hydraulic pump will cause the __________.,pump back pressure to decrease,pump return and discharge pressures to equalize,pumped fluid volume to decrease,pump discharge flow to drop to zero,C
385,"Of the required ring life buoys for a VESSEL, how many must be equipped with a waterlight?",1,2,4,8,C
386,Oil oxidation as a result of excessively high lube oil temperature is harmful to a diesel engine because                              .,oil foaming will occur,large quantities of oil are consumed,corrosive by-products are usually formed,lube oil viscosity is always decreased,C
387,"On a VESSEL, the keel is the primary strength member of the lower hull form and is laid in which direction?",Transverse,Diagonal,Longitudinal,Vertical,C
388,"On tank vessels using an automatic tape well for gaging tanks, the hand clutch is used to __________.",adjust the tape weight,lower the thieving rod,roll up the tape,calibrate the tank,C
389,"On tankers with manually operated tank valves, the type of  valve most commonly used is the __________.",butterfly valve,globe valve,gate valve,check valve,C
390,One benefit of proper air circulation in a refrigerated cargo space is __________.,more temperature differential,increased moisture content,reduced slime and mold,increased density of the air,C
391,"One of the consequences in continuing to operate a  centrifugal bilge pump with the discharge valve closed, is that the __________.",motor overload will open,relief valve will open,pump will overheat,motor will overheat,C
392,One of the main differences between the various types of screw pumps is in the __________.,stuffing box diameter,direction of rotation of the screws,pitch of the screws,type of driving gears,C
393,Operating a reciprocating air compressor without an air intake can result in __________.,immediate piston damage,immediate clogging of the intake,a possible explosion in the compressor,carbon deposits on the valves,C
394,Operating pressure on a P-tank system should be __________.,the same pressure required for repressurization and cleaning the system,a constantly maintained range of 15 to 18 psi,slightly below the pilot unloading valve setting,slightly below the safety valve setting,C
395,Pipe thread taps are __________.,not hardened,not fluted,tapered,straight,C
396,Plug valves installed in hydraulic systems are most suitable for use as __________.,main supply line throttle valves,variable flow control valves,two position flow control valves,check and choke valves,C
397,Potable and nonpotable water systems aboard ship __________.,may be temporarily connected with a removable spool,are permanently connected through a double stop valve,may never be cross-connected by any means,may be connected if they are used only for wash water,C
398,Pure anhydrous ammonia is considered noncorrosive to __________.,iron only,steel only,copper-bearing metals,None of the above are correct.,C
399,"Quantities such as time, volume and density are completely specified when their magnitude is known is also called:",Couple,Resultant,Components,Scalar,C
400,Rapid wear on the extreme outer corners to the cutting edges of a drill bit is the result of the drill having __________.,insufficient feed pressure,not enough cutting speed,too much clearance angle,not enough margin width,C
401,"Repairing damage to the hull of a VESSEL at, or above the waterline, reduces the threat of __________.",free surface effects,capsizing the VESSEL,continued progressive flooding,wind overturning moments,C
402,Saltwater is typically provided to a refrigeration system to __________.,cool the expansion valve,prevent refrigerant superheating,condense the refrigerant gas,prevent motor overheating,C
403,Semi-portable fire extinguishers used on VESSELs are of the  sizes __________.,"II, III, and IV","I, II, and III","III, IV, and V",IV and V,C
404,Shim stock thickness is measured by a/an __________.,shim gage,feeler gage,outside micrometer,inside micrometer,C
405,Slag caused by water in the fuel oil will  __________.,form a protective coating thus increasing its life,seal refractory joints thereby improving its function,expand at a different rate and result in damaged refractory,increase the furnace efficiency because of reduced firebox  turbulence,C
406,Soldering flux aids the soldering process by __________.,softening the metals,fusing the metals,removing oxides,hardening the metals,C
407,"Structural members used to support and transmit the downward force of the load and distribute that force over a large area, are called __________.",stringers,gussets,stanchions,all of the above,C
408,Support of VESSEL side plating is provided primarily by transverse __________.,beams,girders,frames,bulkheads,C
