FUNCTION 1: MARINE ENGINEERING AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
326,"A centrifugal pump vibrates excessively during operation. Upon disassembling the pump it is found that the impeller is out of balance.  Without an available spare, you should __________.",drill holes through the heavy side of the impeller until it balances,weld counterweights to the light side of the impeller,remove metal from the heavy side by machining in a lathe,acid wash and scrape the heavy side until it balances,C
327,A change in the quality of fuel atomization by a diesel  engine fuel injector would be caused by a/an __________.,increase in engine speed,increase in cylinder turbulence,leaking needle valve,reduction in cylinder turbulence,C
328,A characteristic of lubricating oil which causes additional centrifuging requirements for proper purification is __________.,high TBN value,low oil floc point,low oil demulsibility,low oil neutralization number,C
329,"A combustion control system, diaphragm-type, air volume regulator receives its low pressure signal from the boiler  __________.",windbox,casing,furnace,smoke pipe,C
330,A common cause of the babbitt linings cracking in a turbine journal bearing is from ________.,prolonged operation at low speed,prolonged operation at full speed,vibration generated by the rotor,excessive thrust bearing wear,C
331,A common method for diesel engine piston cooling is to deliver oil through the connecting rod into a void space in the piston head and then allow the piston motion to distribute the oil to cool the piston crown and drain the oil back to the crankcase. Thi,splash method,spray method,shaker method,throw-off method,C
332,A constant hissing sound at the thermal expansion valve will always indicates __________.,proper refrigerant control,a faulty refrigerant control valve,a lack of refrigerant,the flow of 100% liquid refrigerant passing to the  evaporator,C
333,A constant pressure range is maintained in the potable water system of many vessels by using __________.,constant speed supply pumps,variable speed supply pumps,an air cushion in the hydro-pneumatic tank,a pressure regulator in the pressure tank discharge piping,C
334,A controllable pitch propeller on a diesel driven vessel eliminates the need for __________.,friction clutches,disconnect clutches,reversing gears,reduction gears,C
335,A crackling noise coming from a centrifugal pump casing is  an indication of __________.,insufficient packing,an oversized lantern ring,excessive suction lift,reversed pump rotation,C
336,A cranked cylinder head on a diesel engine would indicated by_______________.,excessive lube oil consumption,water draining from the fuel leak of valves,combustion gases venting at the expansion tank,excessive fuel oil consumption,C
337,A cylinder head could crack due to _______________,a leaking sealing,heat transfer from exhaust valves,restricted cooling passages,overheated intake valves,C
338,"A cylinder water tank has a diameter of 3meters at the base and 4 1/2 meters high. How many metric tons of fresh water is to be pumped into the tank in order to have an ullage of 1 meter? If fuel oil of 0.86 specific gravity is to be pumped into the tank,",I. 25.50 m3                             II. 26.25 MT,I. 22.25 m3            II 23.45 MT,I. 24.74 m3             II. 21.28 MT,I. 23.87 m3               II. 20.75 MT,C
339,A decrease in the flash point of diesel engine lube oil indicates the lube oil has become __________.,contaminated with sludge,contaminated with carbon,diluted with fuel oil,diluted with water,C
340,A diesel engine cylinder has a swept volume of 135 cubic inches and a clearance volume of 10 cubic inches at top dead center.  What is the compression ratio of the engine cylinder?,12.5 : 1,13.5 : 1,14.5 : 1,15.5 : 1,C
341,A diesel engine cylinder head can crack as a result of _________.,a leaking seal ring,heat transfer from exhaust valves,restricted cooling passages,overheated intake valves,C
342,A diesel engine emits blue exhaust smoke as a result of __________.,cold intake air,excessive compression pressure,excessive cylinder lubrication,a light load,C
343,"A diesel engine fails to start, even though it can be barred over, but not cranked over.  The probable cause is __________.",a seized piston,an improperly fitted bearing,a closed or obstructed air starting line valve,insufficient compression,C
344,A diesel engine is turned at normal cranking speed and no ignition occurs.  This could be the result of __________.,low lube oil temperature,low starting air temperature,air bubbles in the fuel oil system,water in the starting air system,C
345,"A diesel engine is turned at normal cranking speed, but  fails to fire. This can occur from __________.",low lube oil temperature,low starting air temperature,air in the fuel injection system,water in the starting air system,C
346,"A diesel engine is warmed up and white vapor is noted in the exhaust, this could indicate __________.",excessive cylinder lubrication,a lugging engine,a leaking cylinder liner,overloading of one cylinder,C
347,A diesel engine valve spring is under compression when the valve is  __________.   I. Open  II. Closed,I only,II only,both I and II,neither I nor II,C
348,"A diesel engine will lose power if fuel injection occurs too late in the cycle, because the __________.",fuel droplets will burn as they leave the fuel injector,fuel will not be properly atomized in the cylinder,maximum expansion of the burned fuel cannot take place in the cylinder,compression pressure will be too low to cause fuel ignition,C
349,A disadvantage of a four-stroke/cycle diesel engine is  _________.,higher working temperature of piston and cylinder,the use of scavenge ports,fewer power strokes per revolution of the crankshaft,part of the fuel is burned as the piston is moving away from top dead center,C
350,A disadvantage of a four-stroke/cycle over a two-stroke/cycle diesel engine is __________.,higher working temperature of piston and cylinder,the required use of scavenging ports,greater weight per horsepower ratio,intake valve temperatures higher than exhaust valve temperatures,C
351,A dissolved oxygen concentration of 8.0 ppm represents __________.,"8 lbs of oxygen dissolved in 1,000,000 tons of water","8 tons of oxygen dissolved in 1,000,000 pounds of water","8 ounces of oxygen dissolved in 1,000,000 ounces of water","80 ounces of oxygen dissolved in 100,000 ounces of water",C
352,A factor in determining the minimum steam temperature required at the turbine inlet is the __________.,horsepower of the turbine,vacuum in the condenser,moisture content in the steam at the LP end of the turbine,specific volume of the steam in the low pressure end of the turbine,C
353,A gear type flexible coupling is precision built for __________.,reduced torsional vibration and resonance,increased slip and maneuvering capability,high torque transmittal under limited misalignment  conditions,low axial thrust transmission under minimal alignment irregularities,C
354,A high carbon monoxide content in the flue gases of a boiler indicates __________.,complete combustion,too much excess air,incomplete combustion,a high carbon content fuel,C
355,"A high, 100 or 100 plus, viscosity index given to an oil indicates a ______________.",contamination of oil being use,large variation in viscosity with temperature change,small variation in viscosity with temperature change,high quality of oil,C
356,A large low speed main propulsion diesel engine may become overloaded by_______________.    I.  a heavily fouled hull  II.  strong head winds and heavy seas,I only,II only,both I and II,neither I nor II,C
357,"A large low-speed main propulsion engine must be operated with one cylinder secured.  When the engine was stopped, the affected cylinder stopped in a position preventing the engine from being restarted.  Which of the following actions should be taken to c",Turn the shaft with the turning gear while applying starting air.,Increase starting air pressure by small amounts until the air pressure is high enough to crank the engine over.,Admit starting air in the opposite direction to reposition the engine crankshaft and then restart in the desired direction.,Open the indicator cocks on those cylinders on compression and apply increased starting air pressure.,C
358,"A large, low-speed, main propulsion diesel engine uses  sea water to directly cool the                            .",cylinder heads,exhaust valves,scavenging air,injectors,C
359,A leak in a heating coil in a fuel oil storage tank should  be detected quickly by __________.,an increase in fuel oil temperature,observing oil on the contaminated evaporator steam coils,the presence of fuel oil in the inspection tank,the sputtering of burners in the boilers,C
360,A loose crosshead plunger assembly in a metering or proportioning pump will cause                            .,rapid wear on the crosshead,damage to the stroke adjustment arm,rapid wear on the plunger packing,damage to the pressure compensator valve,C
361,A loud clicking noise from the valve compartment of an  operating diesel engine would indicate __________.,worn valve seats,worn main bearings,excessive valve clearance,weak rocker arm springs,C
362,A loud clicking noise occurring from within the valve  compartment of an operating diesel engine would indicate __________.,worn valve seats,tight rocker arm springs,excessive valve clearance,weak rocker arm springs,C
363,A low head pressure maybe caused by:,leaky suction valve,clogged condenser,leaky discharge valve,too much liquid in the receiver,C
364,"A main propulsion diesel engine crankshaft bearing lacking  sufficient 'crush', will __________.",pound under load,be lubricated more easily than with sufficient crush,tend to rotate with the journal,have a thicker layer of babbitt,C
365,A main propulsion diesel engine is normally shut down by __________.,shutting off the air supply,over speeding the engine,securing the fuel supply,securing the ignition system,C
366,"A major difference between the two element and the three element feed water regulator control systems, is that a three element system will additionally measure and incorporate the __________.",drum water level to the feed water regulator,steam flow to the feed water regulator,feed water flow as sensed variable,fuel oil flow to the feed water regulator,C
367,"A mechanical and/or hydraulic action preventing the over- correction of the fuel supply, while producing transient speed droop is called __________.",stability,hunting,compensation,sensitivity,C
368,A method of finishing diesel engine cylinder walls to aid in the proper ring seating and lubrication is known as __________.,ribbed honing,angled honing,cross hatch honing,doubled honing,C
369,A multiple evaporator coil unit is equipped with an  evaporator back pressure regulating valve.  This valve must be bypassed when pumping down the system for repairs because reduction of suction pressure would cause the valve to __________.,rupture,open,close,chatter,C
370,A narrow-brand of speed variation through which the governor makes no correction of the energy medium and refers to the sensitivity of the governor is known as,speed droop,sensitive brand,dead brand,isochronous,C
371,A normally operating diesel engine is shutdown by __________.,shutting off the air supply,overspeeding the engine,securing the fuel supply,securing the ignition system,C
372,A one ton air conditioning system has which of the listed operating characteristics?,"It forces 2,000 lbs. of refrigerant through the evaporator per day.","It forces 2,000 lbs. of air per hour across the evaporator coils.","It has the capacity to melt 2,000 lbs. of ice per day.","It has the capacity to melt 2,000 lbs. of ice per hour.",C
373,"A particular space is air conditioned by a 25 ton water cooled system.  While troubleshooting, the space is found to be too warm, and the compressor is not operating.  A service check determines the compressor suction pressure to be above the normal cut-i",A liquid line service valve is partially closed.,The expansion valve feeler bulb is loosely clamped to the suction line.,The suction pressure control contacts are stuck open.,A suction line is kinked or partially obstructed and blocking refrigerant circulation.,C
374,A piston is at bottom dead center when it is __________.,opening the exhaust ports,closing the fuel ports,farthest from the cylinder head,nearest to the cylinder head,C
375,"A pneumatic dual element, main propulsion, boiler feed water regulating system commonly used aboard ship utilizes __________.",two-position differential action,proportional action,proportional plus reset action,on off reset action,C
376,A pounding noise occurring in one cylinder of a steam reciprocating general service pump could be caused by __________.,lower than normal supply steam temperature,lower than normal supply steam pressure,improper adjustment of steam cushion valves,loss of air charge in the pump discharge plenum chamber,C
377,A pressure drop in the liquid line of a refrigeration system may cause __________.,the solenoid valve to seize,the compressor to hunt,flash gas to form in the liquid line,the expansion valve to freeze open,C
378,"A propulsion diesel engine, having a maximum continuous output of over 300 HP, and driving a controllable pitch propeller, must be fitted with a separate over speed device, in addition to the normal governor. This second device is to prevent the engine fr",5%,10-15%,20%,25-30%,C
379,"A pulsating flame, accompanied by a burner developing black smoke in an auxiliary boiler, is an indication that the __________.",electrode setting is incorrect,ignition current is too low,fuel oil pressure is too low,fuel nozzle is correctly positioned,C
380,A purge connection installed on the refrigerant side of a water cooled condenser is used to __________.,free tubes of accumulated scale,charge the system with refrigerant,remove noncondensable gases,ensure positive air circulation,C
381,A pyrometer is an instrument commonly used to measure __________.,cylinder pressure,flame intensity,exhaust gas temperature,crankshaft axial alignment,C
382,A quick method used to test a water cooled condenser for refrigerant leaks is to test the __________.,cooling water for proper pH,receiver for water content,air vents on the condenser heads with a halide torch,condenser tubes hydrostatically,C
383,"A reciprocating air compressor is running roughly and vibrating excessively, indicating that the __________.",compressor is overloaded,motor is overloaded,foundation bolts are loose,belts are too tight,C
384,A refrigeration system compressor crankcase is sweating or  unusually cold.  This is an indication of __________.,a shortage of refrigerant in the system,air in the system,an accumulation of liquid refrigerant in the crankcase.,a shortage of oil in the crankcase,C
385,A refrigeration unit will tend to short cycle when operating __________.,under heavy loads,during hot gas defrost,under light loads,during starting conditions,C
386,A sample of boiler water can be chemically tested by adding a few drops of a specific color indicator and then slowly titrating a standard solution into the water sample until the:,desired pH has been attained in the sample,desired amount of standard solution has been added,color indicator reveals a definite visual change in the sample,burette reading is zero and the sample color changes,C
387,A scored diesel engine cylinder liner will cause__________.,high firing pressure,abnormally high cooling water temperature,rapid wearing of piston rings,combustion gases in the cooling water,C
388,"A seven cylinder, 2-stroke/cycle, single acting diesel engine has a 750 mm bore and a 2000 mm stroke.  What indicated power will be developed if the average mean effective pressure is 14.8 kg/cm2 at a speed of 96 RPM?","1,959 kW","3,906 kW","14,363 kW","28,726 kW",C
389,"A seven cylinder, two-stroke/cycle, single acting diesel engine with a cylinder indicated horsepower calculated as 1350 kW and brake horsepower measured at 7466 kW has a mechanical efficiency of __________.",18%,55%,79%,83%,C
390,A short weighted hose is attached to the end of the P-tank  fixed discharge line on board a supply boat to __________.,prevent accidental back flow of dry bulk material,maintain a non-vibrating delivery rate,prevent dry material from being discharged on deck,All of the above,C
391,"A single acting power pump making 200 rpm has dimensions 5"" x 6"" x4"". Slip is 4.5 %. What is its actual discharge in gallons per minute? (G.P.M.)",88.5,96.3,93.5,90.1,C
392,"A single-acting simples pump makes 100 single strokes per minute. The diameter of the water cylinder 6 inches and the stroke is 10 inches. If the efficiency of the pump is 90%, what is the capacity of the pump is gallons per minute?",92,61,55,18,C
393,"A six cylinder, four stroke engine has a stroke of 200 mm and a bore of 120 mm. If the mean effective pressure speed is 15 rev/s. Calculate the brake power.",12.25 kw,1.522 kw,122.5 kw,152.2 kw,C
394,"A six cylinder, two stroke/cycle diesel engine is 83% efficient and has a cylinder constant of 0.998 while operating with a mean effective pressure of 15 kg/cm2 at a speed of 100 RPM.  What is the metric brake horse power developed?","5,559 mbhp","6,698 mbhp","7,455 mbhp","8,982 mbhp",C
395,A spring-loaded relief valve is located on some lube oil filters in full flow systems to __________.,prevent overpressurization of the filter cartridge,prevent overpressurization of the filter casing,bypass the filter should it become clogged,limit the lube oil outlet pressure,C
396,A squealing sound from within an operating reciprocating air compressor is an indication of:,compressor overload,motor overload,tight compressor bearings,badly leaking unloaders,C
397,"A steam propelled tank ship is operating at sea and despite troubleshooting the system by all the vessel's engineers, the transfer of fuel to the settler has not been possible and the settler will be empty in a few minutes.  As the watch engineer, your NE",repeat all the steps that have been taken to determine the cause of the problem,call out other engineers for assistance,line up the diesel cold start system,stop the main engine and secure the generator,C
398,A substantial increase in crankcase pressure could be an indication of __________.,excessive lube oil pressure,the proper seating of new rings,a worn cylinder liner,a malfunctioning cylinder relief valve,C
399,"A sudden flame failure in an operating auxiliary boiler, equipped with an automatic combustion control system and burning light fuel, could be attributed to a __________.",dead or malfunctioning step up transformer,faulty ignition cable connector,loose connection on the photocell,rapid fuel viscosity increase,C
400,A turbocharged and aftercooled diesel engine can overspeed due to __________.,air in the hydraulic governor,high ambient air temperature,oil leaking into the turbocharger compressor end,insufficient piston ring blow-by,C
401,Abnormal crankpin bearing and piston skirt surface wear  indicate _______.,a restricted air intake,a clogged connecting rod oil passage,incorrect connecting rod alignment,high cylinder firing temperatures,C
402,Air in the fuel can cause __________.,high lube oil temperature,blue smoke,the engine to stop,piston seizure,C
403,Air in the fuel lines to the fuel injection nozzles of a diesel engine will result in __________.,lower compression pressures,overheating without smoking,failure to start,a run away without load,C
404,An air starting motor for a diesel engine is protected from overspeeding by __________.,an electric solenoid interlock,a three-way automatic valve,an overrunning clutch,all of the above,C
405,An auxiliary diesel engine may fail to start due to  _________.,low exhaust back pressure,high lube oil temperature,insufficient cranking speed,excessive fuel atomization,C
406,An important design characteristic of an explosion relief valve for a diesel engine is the ability to                    .,open slowly to permit a gradual reduction of crankcase  pressure,open quickly against crankcase pressure to prevent a  possible implosion,close quickly in order to prevent an inrush of air,close slowly to permit proper seating of the valve disc and neoprene sealing surfaces,C
407,An increase in the air inlet manifold pressure of a diesel engine will result in a/an                          .,decrease in maximum cylinder pressure,increase in ignition lag,decrease in fuel consumption per horsepower-hour,decrease in exhaust manifold pressure,C
408,"As soon as a diesel engine has started, which of the listed engine operating parameters should be checked FIRST?",Exhaust temperatures,Raw water pressure,Lube oil pressure,Air box pressure,C
409,"Before any work is to be carried out on a burner in an automatically fired auxiliary boiler, you should always
                              .",block all control system relays closed,allow the boiler to cool completely,close all manually operated fuel valves,lock all safety interlock switches closed,C
410,Black smoke exhausting from a diesel engine indicates  _________.,proper fuel injection,water in the fuel,incomplete combustion,burning of lube oil,C
411,Cams used to activate mechanically operated air starting valves on four-stroke/cycle diesel engines should have which of the valve lift profiles listed?,"Abrupt lift with a short open period, and abrupt valve  seating.","Gradual lift with a short fully open period, and accelerated valve closing.","Abrupt lift giving full valve opening for a long period, with gradual valve seating.","Gradual lift giving full valve opening for a long period, with gradual valve seating.",C
412,Cold weather starting of a diesel engine is more difficult than warm weather starting due to __________.,use of low viscosity oil in cold weather,increased moisture content of inlet air in cold weather,increased drag of pistons and bearings due to increased oil viscosity,higher compression pressures reached due to smaller   clearances existing in the engine during cold weather,C
413,Condensate accumulation in the steam side of a fuel oil heater could result in __________.,scale accumulation in an operating heater,water contamination of the fuel oil,reduced heating capacity in an operating heater,annealing of the heater tube bundles,C
414,Constant speed governors are normally employed with __________.,cruising turbines,high pressure turbines,turbogenerator units,variable speed turbines,C
415,Cooling water pumps driven by direct-reversing diesel engines are usually __________.,curved impeller vane with tangential outlet,curved impeller vane with concentric outlet,straight impeller vane with concentric housing,straight impeller vane with tangential housing,C
416,"Cylinder linings constructed as an integral part of the  block, are characterized by which of the following   disadvantages?",They conduct heat poorly.,They are expensive.,They cannot be replaced.,They require special tools for removal.,C
417,"Cylinder scavenging in a turbocharged, four-stroke/cycle, single acting, diesel engine is accomplished __________.",without cooling the pistons or cylinders,at a pressure below atmospheric,during the valve overlap period,with only the exhaust valve open,C
418,"Diesel engine ""blow-by"" into the crankcase is caused by excessive ring__________.",back clearance,side clearance,gap clearance,taper clearance,C
419,Diesel engine air start system check valves are opened by  _________.,an air start cam,cylinder compression pressure,starting air pressure,valve springs,C
420,Diesel engine crankshaft deflection readings are generally taken at four crank positions. Good engineering practice requires the deflection gage or indicator to be            __________.,placed as near the crankpin axis as possible,removed each time the crankshaft is repositioned,left in place for all four readings,reset to zero for all four readings,C
421,Diesel engine piston ring blow-by is usually caused by  excessive ring clearance at the ring_________.,back,side,gap,bottom,C
422,Diesel engine waste heat boiler construction is usually of the fire- tube or                           .,cyclone furnace boiler type,dry back boiler type,water-tube type,critical circulation boiler type,C
423,"During normal operation, the steam flow from the auxiliary exhaust line to the DC heater can be closly related to the _______.",spring pressure of the spray valves,water level in the DC heater reservoir,the temperature and quantity of the condensate flow to the DC heater,rate of evaporation in the DC heater,C
424,Excessive accumulation of carbon deposits on a boiler burner throat ring and diffuser could result in __________.,too much excess combustion air,a reduced boiler fuel oil pressure,a decrease in boiler efficiency,increased heat transfer and overheating,C
425,Excessive lost motion in the valve mechanism of a duplex reciprocating pump will cause the __________.,pump to short stroke continuously at both ends of the stroke for both cylinders,pistons to stop in mid-stroke,pump to operate sluggishly,cushioning valves to wear,C
426,Excessive valve clearance will cause a valve to open  _________.,early and close early,early and close late,late and close early,late and close late,C
427,Excessive vibration in an operating diesel generator may be caused by __________.,electrical overload,surging at governed RPM,loose engine mounting bolts,coolant leaking into the cylinder,C
428,"Excessively worn, or polished ends on a diesel engine valve spring, indicate__________.",burned exhaust valves,excessive spring compression,spring surge,worn valve seats,C
429,Exhaust gases in a two-stroke/cycle diesel engine are  discharged through__________.,the air valves,a roots-type blower,exhaust ports or valves,direct to the atmosphere,C
430,Exhaust pipes for separate diesel engines can be combined only when_________.,space limitations prevent separately run pipes,the engines are small auxiliary units,they are arranged to prevent gas backflow to each engine,a waste heat boiler is installed,C
431,Exhaust valve openings in a diesel engine cylinder head are made as large as practical to__________.,increase back pressure during the exhaust process,facilitate periodic replacement of the valves,reduce the pumping loss associated with scavenging,reduce tension on valve springs,C
432,Failure of the feed pump to deliver feedwater to an   auxiliary boiler could be caused by                                .,a low pump suction lift,abnormally low water temperature,grounded probes in the water level control,a high pump suction head,C
433,Flame failure in an automatically fired auxiliary boiler can result from a/an                              .,incorrect electrode setting,incorrect nozzle position,clogged fuel nozzle,broken high tension lead,C
434,"For a diesel engine, individual cylinder performance is  commonly determined by exhaust gas __________.",chemical analysis,back pressure readings,pyrometer readings,infrared analysis,C
435,"For proper operation, auxiliary boiler feedwater must have which of the following characteristics?",High oxygen concentration,Low pH,Proper alkalinity,All of the above,C
436,Fuel combustion in a diesel engine cylinder should begin just before the piston reaches top dead center and should __________.,end when fuel injection has been completed,end at bottom dead center,continue through the after-burning period,be completed exactly at top dead center,C
437,Fuel droplets injected into a diesel engine cylinder must have adequate penetration to                            .,prolong the ignition delay period,ensure the beginning of fuel injection,thoroughly utilize the air charge,allow controlled fuel combustion,C
438,"Fuel injection systems meter fuel, atomize fuel, and
                              .",create turbulence in the combustion chamber,aid in completing cylinder scavenging,inject fuel at the proper time,minimize fuel penetration into the cylinder,C
439,"Fuel oil injected into the cylinder of a diesel engine just after the piston passes top dead center, will __________.",increase engine power,increase engine load,decrease engine power,improve fuel economy,C
440,"Generally, where should you expect to find the greatest  amount of wear on a cylinder liner?",Adjacent to the piston skirt when the crank is on TDC.,Along the lower part of the liner wall opposite the oil  control ring.,Opposite the top ring shortly after piston travel has ended the compression stroke.,Opposite the oil control ring when the crank is on bottom dead center.,C
441,Helical gears are preferred over spur gears for steam turbine reduction gear units due to the fact that they __________.,prevent torsional stress,eliminate pinion deflection,produce less noise and vibration,be easier to lubricate at high speeds,C
442,High stack temperature occurring in an auxiliary boiler  could be a result of                         .,insufficient air for combustion,complete combustion in the furnace,secondary combustion in the uptake,high fuel oil temperature,C
443,How much will the jacket water temperature normally increase between the inlet and outlet of medium or high-speed diesel engines?,1° to 5°F,5° to 10°F,10° to 20°F,25° to 50°F,C
444,"If a crankcase explosion occurs in a diesel engine, which of the listed actions should be taken?",Open the crankcase immediately to check for damage.,Apply fire fighting water through the crankcase breather.,Allow the engine to cool before opening the crankcase.,Assume that there is no damage to the crankshaft.,C
445,"If a crankcase explosion occurs in a diesel engine, you  should stop the engine and __________.",immediately open all crankcase relief ports,increase crankcase exhauster speed to draw cool air into the engine,allow the engine to cool naturally,increase crank case scavenge air to remove unburned gases,C
446,"If a diesel engine continues to run after attempting to  shut it down, the probable cause is __________.",incandescent carbon particles,air remaining in the cylinders,lube oil leakage into the air intake system,a broken turbocharger valve,C
447,"If a diesel engine rotates slowly when cranked, but does not fire, the_________.",fuel control rack had admitted excessive fuel,engine speed does not match the fuel rack setting,engine has failed to reach its firing speed,starter pinion and ring gear contact is not correct,C
448,"If a diesel engine turned over at normal cranking speed but failed to start, the cause could be late fuel injection or __________.",excessive fuel pressure,high lube oil viscosity,inadequate fuel injection,excessive starting air pressure,C
449,"If a diesel engine were running at 20% overload with a  smoky exhaust, you should __________.",stop the engine immediately to prevent damage,increase lube oil pressure,slow the engine allowing it to gradually cool,decrease the cooling water temperature to the water jacket,C
450,"If a tube ruptures in a water-tube auxiliary boiler due to low water, you should                          .",secure the fires and maintain feedwater to boiler to keep up the water level,not secure the fires until water level falls out of sight in the gage glass,secure both the fires and the feed inlet valve,secure the fires when the pressure drops to 50% of the  maximum allowable working pressure,C
451,"If a two-stroke/cycle diesel engine is overspeeding due to leakage of lube oil into the cylinders, what should you do to stop the engine?",Move the fuel control mechanism to the no fuel position.,Block the fuel supply by closing the master fuel valve.,Shut off the fuel supply and block the flow of intake air.,Relieve all pressure in the fuel system.,C
452,"If over a period of weeks the air-box pressure of a   turbocharged, diesel engine, operating at full load, appears to be dropping off, the cause can be                            .",open air-box drains,loss of cooling water to the diffuser,gradual fouling of the air filters,improperly timed exhaust valves,C
453,"If the auxiliary diesel engine will not shut down, the  trouble could be_________.",high lube oil pressure,high firing pressure,lube oil leakage into the blower,high fuel oil pressure,C
454,"If the bowl of a disk type centrifugal purifier when  operated as a separator is not primed, the __________.",oil has a tendency to emulsify in the bowl,purifier will act as a clarifier at the discharge ring,oil will be lost through the water discharge ports,oil solids will be deposited only at the intermediate top disk,C
455,"If the bowl of a disk type centrifugal purifier when operated as a separator is not primed, the __________.",oil has a tendency to emulsify in the bowl,purifier will act as a clarifier at the discharge ring,oil will be lost through the water discharge ports,oil solids will be deposited only at the intermediate top disk,C
456,"If the main lube oil pump fails to build up discharge pressure, the reason could be the __________.",bypass valve is closed,discharge valve is open,shaft packing gland requires adjustment,suction pressure is too high,C
457,"If the oil scraper ring drain hole in a diesel engine  piston becomes plugged, __________.",blow-by will decrease,oil consumption will decrease,oil consumption will increase,the ring will immediately seize and buckle,C
458,"If the piston groove drain holes for the oil control rings become clogged, which of the following is likely to occur?",The oil control rings will seat improperly and wear rapidly.,The piston will overheat due to insufficient lubrication.,Excessive oil will remain on the cylinder wall.,Light brown smoke will emanate from the engine exhaust.,C
459,"If the steam flow input device to a two-element feedwater regulator valve fails, the regulator operates as a __________.",constant pump pressure regulator,remote manual control regulator,single-element feedwater regulator,local manual control,C
460,"If the turbocharger of a four-stroke/cycle diesel engine fails to operate, which of the following statements best describes the probable effect?",Intake manifold pressure will be high.,Intake manifold pressure will be unaffected.,Exhaust temperatures will be high.,Exhaust temperatures will be low.,C
461,"If the valve lash on a diesel engine is set improperly,  which of the following statements represents the most  serious problem that can develop?",Too little lash will cause noisy operation and excessive wear.,Too much lash will cause the valve to open early and close late.,Too little lash may prevent the valves from seating   properly.,Too much lash may prevent combustion through loss of compression.,C
462,"If there is a sudden drop in the outlet temperature of an uncontrolled superheater, you should __________.",increase the firing rate,bypass the air heater,check for high water level in the drum,reduce the forced draft fan speed,C
463,"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 3"" diameter cylinder, a 12"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",48 gpm,193 gpm,97 gpm,24 gpm,C
464,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",308 gpm,491 gpm,617 gpm,1146 gpm,C
465,"If you have a duplex double acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 79% volumetric efficiency, what is the capacity of this pump?",75 gpm,132 gpm,150 gpm,38 gpm,C
466,"If you have a duplex single acting reciprocating pump making 100 strokes/minute, with a 7"" diameter cylinder, a 9"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",67 gpm,223 gpm,135 gpm,270 gpm,C
467,"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 6 diameter cylinder, a 11"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",273 gpm,74 gpm,149 gpm,297 gpm,C
468,"If you have a duplex single acting reciprocating pump making 150 strokes/minute, with a 5"" diameter cylinder, a 11"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",262 gpm,60 gpm,119 gpm,238 gpm,C
469,"If you have a simplex single acting reciprocating pump making 110 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",33 gpm,49 gpm,25 gpm,98 gpm,C
470,"If you have a simplex single acting reciprocating pump making 190 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",170 gpm,85 gpm,42 gpm,119 gpm,C
471,"If you have a simplex single acting reciprocating pump making 270 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 81% volumetric efficiency, what is the capacity of this pump?",167 gpm,83 gpm,42 gpm,146 gpm,C
472,"If you notice smoke coming from the crankcase exhaust  fan outlet of an operating diesel engine, you would suspect__________.",a cracked cylinder liner,clogged intake ports,broken piston rings,a faulty head gasket,C
473,"If you notice smoke coming from the crankcase exhaust fan outlet of an operating diesel engine, you would suspect __________.",a cracked cylinder liner,clogged intake ports,broken piston rings,a faulty head gasket,C
474,"In a diesel engine, when refitting piston rings you should__________.

 I.  check the ring gap at the smallest diameter of the cylinder  
II.  remove carbon from the ring groove",I only,II only,both I and II,neither I nor II,C
475,"In a large, low-speed diesel engine the clearance between the piston crown and cylinder head is found to be excessive. In order to correct for this, you should   __________.",build up the piston crown by metal spraying,build up the cylinder head by metal spraying,insert shims between the crankpin bearing box and the  connecting rod foot,install a thinner head gasket,C
476,"In a medium speed diesel engine, a trunk type piston may be cooled by __________.  I.  oil circulation though passages in the piston crown  II. heat transfer through piston rings and liner wall",I only,II only,either I or II,neither I or II,C
477,"In a single-acting diesel engine, the cylinder liner area that is most difficult to lubricate is the   __________.",major thrust side,minor thrust side,top circumference,bottom circumference,C
478,"In a two-stroke/cycle diesel engine, the camshaft rotates at
                              .",twice the crankshaft speed,half the crankshaft speed,the same speed as the crankshaft,a speed independent of the crankshaft,C
479,"In a two-stroke/cycle diesel engine, the exhaust gases are  expelled from the cylinder by the __________.",exhaust manifold,valve bridge,pressure of the fresh air charge,valve adjusting gear,C
480,"In an opposed piston engine, the term ""crank lead"" refers to  _________.",one crankshaft turning faster than the other,the two crankshafts turning in different directions,the piston in one cylinder reaching inner dead center  several crankshaft degrees before the other piston,the piston in one cylinder reaching dead center when the other reaches outer dead center,C
