FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
243,Which of the following is one of the quality management principles?,Environmental policy,Quality policy,Control measures,Continual improvement,D
244,"Which of the following is the reason why it is necessary to cool the outside bulkheads, decks, and overheads of compartment on fire?",Cool the metal below its ignition temperature,Form a dense coating of smothering steam,Prevent oxygen from reaching the flames,Prevent the fire from spreading by heat conduction,D
245,Which of the following must be carried out in order to manually launch an inflatable life raft not designed for float-free operation?,Cutting the container securing straps.,Attach the weak link to the vessel.,Simply breaking the weak link.,Depress the hydrostatic release button.,D
246,Which of the following statements is true concerning Aqueous Film Forming Foam (AFFF)?,The agent cannot be used in conjunction with dry chemicals.,AFFF can only be produced from fresh water.,"Because AFFF works through surface tension, it cannot be broken up if it is agitated.",AFFF controls the vaporization of flammable liquids by means of a water film.,D
247,Which of the poisonous gases listed is the most likely to be found in a closed compartment involved in a fire?,Nitrogen,Hydrogen,Carbon dioxide,Carbon monoxide,D
248,"Which spaces are required to be segregated from cargo tanks carrying grades A, B, C, or D cargoes?",Pump rooms,Enclosed deck spaces,Cofferdams,Navigation spaces,D
249,Which type of firefighting foam listed is supplied in both  3% and 6% concentrations?,Mechanical foam,Protein foam,Aqueous film forming foam,All of the above,D
250,Which type of respiratory protection is preferable for the  repair/investigation personnel in a hydrogen sulfide (H2S) environment?,U.S. Navy Oxygen Breathing Apparatus (OBA),Emergency Escape Breathing Apparatus (EEBA),Self-Contained Demand-Type Breathing Apparatus (SCDBA),Positive Self-Contained Breathing Apparatus (SCBA),D
251,"While taking on fuel oil, the transfer hose begins leaking, causing a sheen on the water.  You should __________.",apply dispersants to the sheen,repair the leak with duct tape,reduce the rate of transfer,shut down operations,D
252,"While working in the engine room, you hear seven short blasts followed by one long blast on the ship's whistle, supplemented by the same signal on the general alarm bells. You should __________.",start the fire pump to charge the fire main,standby the main console and await orders from the engineer on watch,go to your fire station,go to your lifeboat station,D
253,Who is responsible for lowering the survival craft?,Roustabout,First man aboard,Last man aboard,Helmsman,D
254,Who shall provide evidence of its commitment to the development and implementation of the QMS and continually improving its effectiveness?,Designated Person,Owners,Master of the vessel, Top management,D
255,"Word ""organization"" has two meaning, the first is  a/an _____, the second is __________.","continuous, a process","coaching, a process","coordination, a process","institution, a process",D
256,You are involved in an emergency landing of a helicopter on the water. You should inflate your life jacket:,upon entering the helicopter,prior to reaching the water,"after reaching the water, but prior to exiting the helicopter",after exiting clear of the helicopter,D
257,You are signing on a crew. You can determine the minimum number and qualifications of the crew that you are required to carry by consulting which document:,Articles of Agreement,Collective Bargain Agreement,Certificate of Inspection/Crew Axxomodation Certificate,Minimum Safe Manning,D
258,"You are wearing a canister type OBA. You are experiencing exhalation resistance, and relieve the breathing bag pressure by use of the pressure relief valve, but the resistance is still present. The problem is probably that _______",exhale tube is clogged,relief valve is stuck,breathing bag is punctured ,canister is about expanded,D
259,"You detect an odor of burning electrical insulation and then notice smoke coming from an open laundry room doorway.  After activating the fire alarm, which of the following is the LEAST likely of your next actions?",Close the door to the room.,Locate the nearest CO2 or dry chemical extinguisher.,Secure power to the washers and dryers.,Break out the nearest fire hose.,D
260,You have abandoned ship and are in an inflatable raft that has just inflated. You hear a continuous hissing coming from a fitting in a buoyancy tube. Which of the following buoyancy tube. Which of the following situation?,The saltwater is activating the batteries of the marker lights on the canopy.,The inflation pump is in automatic operation to keep the tubes full inflated.,A deflation plug is partially open allowing the escape of CO2.,Excess inflation pressure is bleeding off and the escape of CO2.,D
261,You have just extinguished an oil fire on the floor plates of the engine room with a 15 pound (6.8 kg) CO2 extinguisher. Which of the dangers listed should be prepared for next?,Complete lack of oxygen in the engine room.,Chemical reaction of the CO2 and oil forming carbonic acid.,Sudden stoppage of the main engine.,Rekindling of the fire.,D
262,You must evacuate a seaman by helicopter lift.  Which statement is TRUE?,The ship should be stopped with the wind off the beam while the helicopter is hovering overhead.,The basket or stretcher must not be allowed to touch the deck.,The tending line of the litter basket should be secured to  the ship beyond the radius of the helicopter blades.,The hoist line should be slack before the basket or stretcher is hooked on.,D
263,"You receive the record of cylinder weights, shown in the illustration, at the annual servicing of your ship's CO2 system.  Which pair of CO2 cylinders requires recharging?",101 and 102,103 and 106,106 and 108,103 and 108,D
264,"Your vessel is damaged and listing to port. The rolling period is long, and the vessel will occasionally assume a starboard list. Which action should you take FIRST?",Fill an empty double bottom tank on the starboard side,Transfer all possible movable weights from port to starboard,Pump out ballast from the port and starboard double bottom tanks,Press up a slack centerline double bottom tank,D
265,Your vessel is equipped with totally enclosed lifeboats. Which of the following statements is correct should the boat be enveloped in flames?,The ventilators will automatically close by the action of fusible links.,The diesel engine will take its air supply from outside the lifeboat to prevent asphyxiation of the crew.,A water spay system to cool the outside of the boat is operated by a high-volume manual pump.,A pressurized air tank will provide approximately ten minutes of air for the survivors and the diesel engine.,D
266,Your vessel is taking on fuel oil when a small leak develops in the hose and you have ordered the pumping stopped. Before resuming pumping you should __________.,notify the terminal superintendent,place a large drip pan under the leak and plug the scuppers,repair the hose with a patch,replace the hose,D
267,Which of the following should be done when you treat minor wounds ?,Cover the wounds with sterile dressing.,Apply antiseptic on wound.,Don’t cover the wounds with sterile gauze.,Use a sterile gauze or clean cloth.,D
268,Which of the following statements is true concerning Aqueous Film Forming Foam (AFFF)?,The agent cannot be used in conjunction with dry chemicals.,AFFF can only be produced from fresh water.,"Because AFFF works through surface tension, it cannot be broken up if it is agitated.",AFFF controls the vaporization of flammable liquids by means of a water film.,D
269,Which of the listed fixed fire extinguishing systems is most effective  for use in the cargo holds?,Sprinkle,Chemical foam,Dry chemical,CO2,D
270,Which operation should be done when launching an inflatable liferaft by hand?,"After inflation, detach operating cord from liferaft.",Turn the valve on the CO2 cylinder to start inflation.,Open the liferaft casing.,Make sure the operating cord is secured to the vessel before throwing it over the side.,D
271,Which statement is TRUE about fire fighting foam? ,Foam can be used to control gases escaping from compressed gas cylinders.,The air bubbles in foam act as an insulator in fighting a class C fire.,The effectiveness of foam in forming a blanket over a burning liquid increases as the temperature of the liquid increases.,Foam sets up a vapor barrier over a flammable liquid preventing flammable gases from rising.,D
272,Which type of firefighting foam listed is supplied in both  3% and 6% concentrations?,Mechanical foam,Protein foam,Aqueous film forming foam,All of the above,D
273,Which type of respiratory protection is preferable for the  repair/investigation personnel in a hydrogen sulfide (H2S) environment?,U.S. Navy Oxygen Breathing Apparatus (OBA),Emergency Escape Breathing Apparatus (EEBA),Self-Contained Demand-Type Breathing Apparatus (SCDBA),Positive Self-Contained Breathing Apparatus (SCBA),D
274,"While reviewing emergency response plans onboard your vessel, you have questions regarding the response for damage control conditions and the ship's construction, related to mitigating risks from structural damage. Which of the following sources of information would contain what you are looking for?",The Safety of Life at Sea Certificate (SOLAS).,The Cargo Ship Safety Certificate.,The Hull and Machinery Certificate.,The Vessel Stability Booklet.,D
275,"While taking on fuel oil, the transfer hose begins leaking, causing a sheen on the water.  You should __________.",apply dispersants to the sheen,repair the leak with duct tape,reduce the rate of transfer,shut down operations,D
276,"While working in the engine room, you hear seven short blasts followed by one long blast on the ship's whistle, supplemented by the same signal on the general alarm bells. You should __________.",start the fire pump to charge the fire main,standby the main console and await orders from the engineer on watch,go to your fire station,go to your lifeboat station,D
277,Who on board is responsible for identifying all new crew members and ensuring that the safety training and shipboard familiarization training program is implemented according to written policy and procedures? ,Chief mate,Designated ship's training officer,Chief engineer,Ship's master,D
278,Who shall provide evidence of its commitment to the development and implementation of the QMS and continually improving its effectiveness?,Designated Person,Owners,Master of the vessel, Top management,D
279,Winch drums for lifeboat falls shall have a diameter at the base of the groove equal to at least __________.,6 times the diameter of the wire rope,8 times the diameter of the wire rope,12 times the diameter of the wire rope,16 times the diameter of the wire rope,D
280,"Within the context of Reg. 10, para. 2.1, SOLAS Chapter II-2, a minimum pressure of 0.40 N/mm2 must be maintained for all hydrants on passenger ships of __________ gross tonnage and upwards.",2000,6000,1000,4000,D
281,"You are attempting to administer CPR to a victim. While blowing into the victim’s mouth, it is apparent that no air is getting to the lungs. Which of the following actions should you take?",Blow harder to force the air past the tongue.,Raise the victim’s head higher than his feet.,Press on the victim’s lungs so that air pressure will blow out any obstruction,Re-tip the head and try again,D
282,You are signing on a crew. You can determine the minimum number and qualifications of the crew that you are required to carry by consulting which document:,Articles of Agreement,Collective Bargain Agreement,Certificate of Inspection/Crew Axxomodation Certificate,Minimum Safe Manning,D
283,You are treating a shipmate with a compound fracture of the lower arm. Which of the listed actions should you take?,Apply a tourniquet to control bleeding then align the bones and splint.,"Apply traction to the hand to keep the bones in line, splint and apply a pressure dressing.","Force the ends of the bones back into line, treat the bleeding, and splint.","Apply a bulky, sterile, pressure dressing to control bleeding, then apply a temporary splint and place the victim in bed.",D
284,You are treating a shipmate with a compound fracture of the lower arm. Which of the listed actions should you take?,Apply a tourniquet to control bleeding then align the bones and splint.,"Apply traction to the hand to keep the bones in line, splint and apply a pressure dressing.","Force the ends of the bones back into line, treat the bleeding, and splint.","Apply a bulky, sterile, pressure dressing to control bleeding, then apply a temporary splint and place the victim in bed.",D
285,"You are wearing a canister type OBA. You are experiencing exhalation resistance, and relieve the breathing bag pressure by use of the pressure relief valve, but the resistance is still present. The problem is probably that _______",exhale tube is clogged,relief valve is stuck,breathing bag is punctured ,canister is about expanded,D
286,"You detect an odor of burning electrical insulation and then notice smoke coming from an open laundry room doorway.  After activating the fire alarm, which of the following is the LEAST likely of your next actions?",Close the door to the room.,Locate the nearest CO2 or dry chemical extinguisher.,Secure power to the washers and dryers.,Break out the nearest fire hose.,D
287,You must evacuate a seaman by helicopter lift.  Which statement is TRUE?,The ship should be stopped with the wind off the beam while the helicopter is hovering overhead.,The basket or stretcher must not be allowed to touch the deck.,The tending line of the litter basket should be secured to  the ship beyond the radius of the helicopter blades.,The hoist line should be slack before the basket or stretcher is hooked on.,D
288,"You receive the record of cylinder weights, shown in the illustration, at the annual servicing of your ship's CO2 system.  Which pair of CO2 cylinders requires recharging?",101 and 102,103 and 106,106 and 108,103 and 108,D
289,Your vessel is equipped with totally enclosed lifeboats. Which of the following statements is correct should the boat be enveloped in flames?,The ventilators will automatically close by the action of fusible links.,The diesel engine will take its air supply from outside the lifeboat to prevent asphyxiation of the crew.,A water spay system to cool the outside of the boat is operated by a high-volume manual pump.,A pressurized air tank will provide approximately ten minutes of air for the survivors and the diesel engine.,D
290,Your vessel is taking on fuel oil when a small leak develops in the hose and you have ordered the pumping stopped. Before resuming pumping you should __________.,notify the terminal superintendent,place a large drip pan under the leak and plug the scuppers,repair the hose with a patch,replace the hose,D
291,"""Dry Powder"" fire extinguishers, which contain a mixture of graphite and sodium chloride as the extinguishing agent, are generally used to fight which type of fire?",Class B,Class C,Class D,all of the above,C
292,"""Line Displacement"" is a procedure that is followed at an oil terminal facility, when there is a change of __________.",cargo lines at the terminal before loading,product before the start of loading,product during the final phase of loading,product after the final discharge,C
293,A B-II fire extinguisher has a minimum capacity of __________.,3 gallons of foam,20 pounds of CO2,10 pounds of dry chemical,All of the above,C
294,A burning AC motor would be considered what class of fire?,"Class ""A""","Class ""B""","Class ""C""","Class ""D""",C
295,"A chemical material, as listed on a Material Safety Data Sheet (MSDS) that supplies oxygen required to start or support fire is called a/an __________.",irritant,polymerization hazard,oxidizer,toxin,C
296,A CO2 extinguisher which has lost 10% of its charge must be:,used at the earliest opportunity,hydro tested,Recharged,weighed again in one month,C
297,"A continuous sounding of the vessel's whistle, supplemented by a continuous ringing of the general alarm bells for a period of not less than 10 seconds, is the signal for __________.",man overboard,boat stations,fire stations,secure from all drills,C
298,A crack in the deck plating of a vessel may be temporarily prevented from increasing in length by _,Welding a doubler over the crack,Cutting a square notch at each end of the crack,drilling a hole at each of the crack,Slot welding the crack,C
299,A Crude Oil Wash (COW) system is considered as __________.,a water operated Butterworth system,a mechanism which filters and purifies crude oil,a Butterworth system using crude oil instead of water as the cleaning medium,a cleanup for pump room bilges,C
300,A definite advantage of using water as a fire extinguishing agent is its characteristic of:,alternate expansion and contraction as water in a liquid state becomes a vapor,absorption of smoke and gases as water is converted from a liquid to a vapor,rapid expansion as water absorbs heat and changes to steam,rapid contraction as water is converted from a liquid to a vapor,C
301,A dislocation:,Occurs only in the joints of the fingers.,Is not usually painful,Occurs when a bone is forced out of or twisted in its joint,Usually involves the spine,C
302,A distress signal __________.,consists of 5 or more short blasts of the fog signal apparatus,consists of the raising and lowering of a large white flag,may be used individually in conjunction with other distress signals,is used to indicate doubt about another vessel's intentions,C
303,A feature of an inflatable raft which helps keep people stationary in rough weather is:,ridges in the floor of the raft,straps from the overhead,lifelines on the inside of the raft,lashings on the floor of the raft for the passenger's feet,C
304,"A fire can spread by ""convection"" as a result of _______.",transmitting the heat of a fire through the ship's metal,burning liquids flowing into another space,hot combustion gases flowing through ventilation systems,the transfer of heat across an unobstructed space,C
305,A fire discovered in an operating laundry room dryer is considered to be which of the listed classes of fire?,Class A,Class B,Class C,Class D,C
306,A fire hose should be stowed in its rack with the ________.,hose section disconnected,foam nozzle attached,all-purpose nozzle attached,hose sections rolled separately,C
307,A fire hose with a nozzle attached must be connected to each hydrant except when exposed to heavy weather or when the:,fire-main system is not charged,vessel is in port,fire hose might be damaged by cargo operations,fire pumps are used for purposes other than supplying water to the fire main,C
308,A fire in a transformer terminal would be classified as class:,A,B,C,D,C
309,A fire in an electrical generator is considered to be __________.,"Class ""A""","Class ""B""","Class ""C""","Class ""D""",C
310,A fire in the radio transmitter would be of what class?,A,B,C,D,C
311,A fire pump may be used for other purposes if:,no relief valves are installed,the other services are run off a reducing station with a pressure gage,one of the required pumps is kept available for use on the fire main system at all times,all of the above conditions are met,C
312,A fire pump used on a VESSEL requires 175 psi discharge pressure to maintain the required 50 psi pitot tube pressure at the two highest hydrants.  The maximum pressure setting  for this installation relief valve is __________.,125 psi,175 psi,200 psi,225 psi,C
313,A fire starts in a switchboard due to a short circuit. This is which class of fire?,A,B,C,D,C
314,"A fireman's outfit carried onboard cargo vessels, must have a __________.",canister-type gas mask,fresh-air breathing apparatus,self-contained breathing apparatus,combustible gas indicator,C
315,A foam-type portable fire extinguisher would be most useful in combating a fire in:,a piece of electrical equipment,solid materials such as wood or bales of fiber,flammable liquids,combustible metallic solids,C
316,A forepeak or collision bulkhead in passenger ships (not Ro-ro) shall be fitted which shall be watertight up to the bulkhead deck. What should be the distance of this bulkhead from the forward perpendicular?,Not less than 11% of ship’s length and not more than 8 meters plus 11% of ship’s length,Not less than 8% of ship’s length and not more than 5 meters plus 8% of ship’s length,Not less than 5% of ship’s length and not more than 3 meters plus 5% of ship’s length,Not less than 11% of ship’s length and not more than 11 meters plus 14% of ship’s length,C
317,"A gurgling noise is heard from within a cargo tank when discharging cargo, this would indicate that the __________.",tank liquid is too viscous,pump discharge pressure is excessive,pump is sucking air,tank foot valve is partially clogged,C
318,"A kind of motivation where some people may enter the world of seafaring to make a lot of money, to have fun and adventures and to escape problems at home:",good motivation,personal motivation,shallow motivation,higher motivation,C
319,A large GM will result in the vessel being:,Subjected to a long roll,Good with transverse stability,Stiff,Tender,C
320,A large oil fire on the weather deck of a ship can be effectively fought using __________.,dry chemical,soda acid,foam,high velocity fog,C
321,A leader having a good Decision Making skill should:,encourage team members or players to do their job effectively.,"always know the vision, mission and goal of the company in mind and how to achieve these",have the capacity to make good judgment on every situation and create superior pronouncements based on your judgment,"have the ability to predict what will work and what will not, will always keep you focused and alert.",C
322,A liferaft which has inflated bottom-up on the water:,will right itself when the canopy tubes inflate,"should be righted by standing on the life line, holding the righting straps, and leaning backwards","should be righted by standing on the carbon dioxide cylinder, holding the righting straps, and leaning backwards",must be cleared of the buoyant equipment before it will right itself,C
323,A low velocity fog applicator is held in an all-purpose nozzle by a bayonet joint.  The applicator is prevented from rotating in the joint by __________.,water pressure,a keeper screw,a spring-loaded catch,a locknut,C
324,"A man has suffered a burn on his arm characterized by reddening of the skin, blistering, and swelling.  This is an example of what kind of burn?",Major burn,Third degree burn,Second degree burn,Blister burn,C
325,"A Master may find it difficult to provide the necessary care for a gravely ill or injured crew on board. These are measures to be taken for the protection of the crew, EXCEPT:  I. Inject adrenaline immediately  II. to request instructions on the proper treatment",I and II are correct,II only                  ,I only                       ,Neither I nor II,C
326,A mechanical davit is designed to automatically:,set the brake on the winch,position the boat at the embarkation station,lift the boat off the inboard chocks,energize the winch for the falls,C
327,A method NOT usually allowed for cleaning up oil spills would be the use of  __________.,skimmers,straw,dispersants,sawdust,C
328,A patient suffering from heat exhaustion should first be:,given mild seawater solution to drink to replace salt and fluids,kept standing and encouraged to walk slowly and continuously,moved to a cool room and told to lie down,given a glass of water and told to return to work after 15 minutes of rest,C
329,A quick and rapid motion of a vessel in a seaway indicates:,a large GZ,a high center of gravity,a low center of gravity,a small GZ,C
330,A rigid lifesaving device designed to support survivors in the water is a:,inflatable liferaft,rigid liferaft,life float,survival capsule,C
331,"A seaman has a small, gaping laceration of the arm that is not bleeding excessively.  What can be done as an alternative to suturing to close the wound?",Wrap a tight bandage around the wound.,Use temporary stitches of sail twine.,"Apply butterfly strips, then a sterile dressing.",Apply a compression bandage.,C
332,A seaman is entitled by law to a release from Foreign Articles when:,injured,deductions are made from wages,the vessel is overloaded,intoxicated,C
333,A seaman you have just discharged has a Continuous Discharge Book.  Which statement is TRUE?,An entry should be made in the book and a Certificate of Discharge issued to the seaman.,"If the vessel was on coastwise articles, the record of discharge will be made in the Official Logbook.",The record of entry in the continuous discharge book shall agree with the entry made in the Ship's Articles.,A Certificate of Discharge form should be attached to the book.,C
334,A shipboard oil pollution emergency plan is required of __________.,"all vessels, regardless of size and commercial application",any barge or other ship which is constructed or operated in such a manner that no oil in any form can be carried aboard,"an oil tanker of 150 gross tons or above, or other ship of  400 gross tons or above","an oil tanker of 400 gross tons and above, or other ships of 150 gross tons and above",C
335,A shipmate suffers a heart attack and stops breathing. You must:,Administer oxygen immediately,Let him lie on his side,Check his pulse and start CPR ,Make the victim as comfortable as he could be,C
336,A shore is a piece of securing dunnage that:,"is also known as a ""distance piece""",is placed on the deck under the cargo to distribute its weight evenly,runs from a low supporting level up to the cargo at an angle,is run horizontally from a support to the cargo,C
337,"A simple precaution to reduce the possibility of accidental fires in the paint locker, is to __________.",label the fixed firefighting system,store paint cans on metal shelves only,not allow oily rags to accumulate in the space,place a portable fire extinguisher immediately outside the  locker,C
338,"A small fire is reported in the forward cargo hold on a vessel equipped with a combination smoke detection/carbon dioxide fixed fire extinguishing system.  After ensuring the space is unoccupied and properly sealed off, you should NEXT __________.",operate the control heads mounted on the main pilot cylinders,close all three-way valve levers that are in the detecting  position with the exception of the valve(s) to the involved space,open the three-way valve whose number (on the handle) corresponds with the line index chart number for the space  on fire,"lock the smoke detector indicator on the monitoring line, which automatically activates the CO2 extinguishing system",C
339,A spark arrestor:,keeps sparks from falling into an open tank,secures covers on ullage openings,prevents sparks from getting out of an engine's exhaust system,grounds static electricity,C
340,"A specific document which identifies a chemical, and lists its physical properties, health hazards, required controls, firefighting procedures, cleanup methods, waste disposal, and the safe handling and storage requirements, is commonly called a __________. ",physical/ Chemical Characteristics Document,hazardous Chemical Information Sheet,material safety Data Sheet,hazardous Chemical Loading Document,C
341,A squeeze-grip type carbon dioxide portable fire extinguisher has been partially discharged. It should be:,replaced in its proper location if weight loss is no more than 25%,replaced in its proper location regardless of weight,labeled empty and recharged as soon as possible,replaced in its proper location if weight loss is no more than 15%,C
342,A stress called compression is being placed on the sheer strakes if the vessel is ___________?,inclined,under shearing force,sagging,hogging,C
343,A sweep oar is an oar that is:,is longer than the others and is used as the stroke oar,generally shorter than the others and is used to steer with,longer than the others used for steering,is raised in the bow of the boat for the steersman to steer by,C
344,A tankship has 40 gallons of 6% foam concentrate aboard. Approximately how much foam solution can be produced from this supply?,200 gallons,420 gallons,667 gallons,986 gallons,C
345,"A tonnage tax is levied according to the:
",deadweight cargo tonnage aboard,gross tonnage,net tonnage of vessel,displacement tonnage of vessel,C
346,A vessel aground may have negative GM since the:,decrease in KM is equal to the lose of draft ,virtual rise of G is directly proportional to the remaining draft,displacement lost acts at the point where the ship is aground,"lost buoyancy method is used to calculate KM, and KB is reduced",C
347,A vessel not having on board a document of authorization issued in accordance with part A3 of the International Grain Code may be permitted to load bulk grain provided that the total weight of the bulk grain shall not exceed:,One-fourth of the deadweight of the ship,One-half of the deadweight of the ship,One-third of the deadweight of the ship,One-fifth of the deadweight of the ship,C
348,A vessel with a large GM will:,have a small amplitude of roll in heavy weather,tend to ship water on deck in heavy weather,be subject to severe racking stresses,be less likely to have cargo shift,C
349,A vessel would most likely develop a list if you were:,burning fuel from a centerline tank,using water from two equally sized tanks on either side of the centerline simultaneously,using fuel from tanks on the port side only,using water from the fore peak tank,C
350,"According to 46 CFRs Part 199, for each passenger vessel normally operating above 32 degrees north latitude, the minimum number of immersion suits to be carried for each lifeboat is at least.",1,2,3,4,C
351,"According to Federal Regulations, a confined or enclosed space on a ship which is being prepared for “HOT WORK”, should be inspected, tested and designated “NOT SAFE FOR HOT WORK” if:",oxygen content is 21%,concentration of flammable vapors in the atmosphere is 5% of the L.E.L.,adjacent spaces have not been inspected for combustible materials and possible spread of fire ,all of the above,C
352,"According to regulations, cargo pump rooms, on the tank vessels handling grades A, B, or C liquid cargo, shall be equipped with power ventilation of the exhaust type having capacity sufficient to effect a complete change of air in not more than:",5 minutes,1 minute,3 minutes,2 minutes,C
353,According to the regulations  the capacity of a liferaft is required to be marked:,on the Muster List (Station Bill),on the Certificate of Inspection,at the liferaft stowage location,in the Operations Manual,C
354,According to the regulations what type of gauging is required for a cargo of butadiene:,None,Closed,Restricted,Open,C
355,Accumulated water used in fire fighting should be pumped out continuously because:,it will add list to the vessel. ,it will cause corrosion in the flooded area,it will have an adverse effect on the vessel’s stability,water damage water tight door,C
356,"After a liferaft is launched, the operating cord:",detaches automatically,is used to rig the boarding ladder,serves as a sea painter,is cut immediately as it is of no further use,C
357,"After abandoning a vessel, water that is consumed within the first 24 hours will:",help to prevent fatigue,help to prevent seasickness,pass through the body with little absorbed by the system,quench thirst for only 2 hours,C
358,Air cylinder bottles in the survival craft should be refilled with;,oxygen,nitrogen,all of these,none of the above,C
359,All of the following are part of the fire triangle EXCEPT,heat ,oxygen,electricity,fuel,C
360,All wire ropes used in shipboard cargo gears must be identified and described in a certificate. The certificate shall certify all of the following except the:,name of the testing agency,date of the test,load at which the test sample broke,number of strands and wires in each strand,C
361,An airplane wants a vessel to change course and proceed towards a vessel in distress.  The actions of the aircraft  to convey this message will NOT include __________.,circling the vessel at least once,heading in the direction of the distress location,flashing the navigation lights on and off,crossing ahead and rocking the wings,C
362,An application for an exemption of any requirements of the regulations for oil transfer operations must be submitted to the __________.,District Commander,Commandant,Captain of the Port,Nearest Coast Guard office,C
363,An authorization issued by MARINA for the operation of inter-island public water transportation facilities is called:,Certificate of Public Transport,Certificate of Disruption,Certificate of Public Convenience,Certificate of Freight,C
364,"An extinguishing agent which effectively cools, dilutes combustible vapors and provides a heat and smoke screen is __________.",Halon 1301,dry chemical,water fog,carbon dioxide,C
365,An immersion suit must be equipped with a(n)___________.,air bottle for breathing,whistle and light,"whistle, light, and reflective tape","whistle, light, and sea dye marker",C
366,An inert gas system on a tanker should be used to __________.,prevent the generation of flammable or combustible gas in tanks,blow out cargo lines to prevent gas concentrations,dilute tank atmospheres to keep gas concentrations  below the lower explosive limit,prevent fires in the pump room by continually displacing flammable vapors,C
367,An inflatable life raft is hand-launched by ______________.,removing the securing straps,kicking the hydrostatic release,throwing the entire container overboard then pulling on the painter,the float-free method only,C
368,"An inflatable liferaft is floating in its container, attached to the ship by its painter, as the ship is sinking rapidly.  Which of the actions listed should be taken with  respect to the liferaft container?",Cut the painter line so it will not pull the liferaft container down.,Swim away from the container so you will not be in danger as it goes down.,Take no action as the pull on the painter will cause the liferaft to inflate and open the container.,Manually open the container and inflate the liferaft with the hand pump.,C
369,An insulating flange should be used in a cargo hose connection instead of a bonding wire __________.,when pumping LNG only,when static electricity may be generated,when the terminal is equipped with a cathodic protection system,during cold weather,C
370,An ocean going ship of 400 gross tons or above must be fitted with a standard oil discharge shore connection with dimensions outlined in Pollution Prevention Regulations (33 CFR) or be substituted with a suitable __________.,portable flange adapter using a four bolt pattern and a bolt circle diameter of 83 mm,portable flange adapter using a five bolt pattern and a bolt circle diameter of 183 mm,portable flange adapter using a six bolt pattern and a bolt circle diameter of 183 mm,portable flange adapter using a eight bolt pattern and a bolt circle diameter of 83 mm,C
371,Any ship of 400 tons gross tonnage and above must be fitted with:,Crude oil washing,Segregated ballast tanks,Oily water separating equipment,Inert gas system,C
372,Any single ship's compartment sustaining partial flooding with free communication to the sea will __________.,increase reserve buoyancy,decrease the free surface effect,seriously reduce stability,result in the ship's sinking,C
373,"As per international convention, what is the maximum duration of medical certificates?",12 months,18 months,24 months,36 months,C
374,"As per SOLAS Regulation, the capacity rate of ships emergency fire pumps shall be:",75 cu.m./hour,50 cu.m./hour,25 cu.m./hour,30 cu.m./hour,C
375,"As per the ISM Code, what is a statement of fact made during a safety management audit and substantiated by objective evidence?                              ",Non-conformance,Near miss,Observation,Incident report,C
376,"As soon as you hear the fire and emergency signal, you should ensure that __________.",the ring buoys are thrown overboard,the engines are stopped,the fire pump is started,everyone is suited in an approved life vest,C
377,"At the end of the watch, the OOW hands over the navigation of the vessel to the relieving officer. Handing/Taking over a navigational watch is of great importance. This is an appropriate time to check, except: ",The position of the vessel to include set due to current and the wind,Weather and visibility as well as the vessel’s course and speed,"Errors on the compasses, status of the officer’s license",The traffic in the area. ,C
378,"At the moment of impact of collision, the following should be noted:",the compass heading and approximate angle between the two ships,the compass heading and speed impact,the speed of impact and approximate angle between the two ships,speed of impact,C
379,"Based on the U.N. Convention of the Law of the Sea, the maximum miles of the contiguous zone of a coastal state measuring outward from its baseline is:",12 miles ,50 miles,24 miles,200 miles,C
380,Basic emergency care for a victim of a serious electrical burn is to __________.,flood the burn area with water for two minutes,brush away the charred skin and wrap the burned area,cover the burned area with a clean cloth and transport the  patient to a medical facility,apply rubbing alcohol to the burned area and wrap with a  clean cloth,C
381,"Before attempting to put out a class ""C"" fire involving an  electric-driven centrifugal pump, you should FIRST __________.",insulate your shoes,ground the fire hose,secure its power supply,start the fire pump,C
382,"Before entering any space that has been sealed, its oxygen level should be tested.  What level of oxygen in the space is equal to fresh air?",10.0%,15.8%,20.8%,25.8%,C
383,"Before you initiate the engine room fixed CO2 system to extinguish a serious fire, you would _____.",start the emergency diesel,stop the main engine,evacuate all engine room personnel,turn off electrical power,C
384,Better treatment of frostbite is to:,rub with ice or snow,wrap tightly in warm cloths,warm exposed parts rapidly,none of the above,C
385,Bilges may be pumped __________.,overboard on the outgoing tide,overboard only after dark,overboard only through an approved oily water separator and oil consent monitor,anytime as long as the oil content is very little,C
386,Bottom mounted crude oil washing machines are primarily used for  _________.,the majority of crude oil tank cleaning,washing the entire bottom of the tank,areas where direct impingement from deck mounted machines cannot be satisfactorily reached,all vertical surfaces,C
387,Burning AC motor would be considered as _ fire.,Class A,Class B,Class C,none of the above,C
388,"By definition, spontaneous combustion is a result of __________.",an outside heat source heating a substance until it ignites,conduction of heat through a wall of material to the substance,chemical reactions within a substance,All of the above.,C
389,Carbon dioxide cylinders must be recharged when the  weight of the charge has diminished to what percent?,80%,85%,90%,95%,C
390,Carbon dioxide cylinders must be recharged when the cylinder charge weight is less than what percent of the stamped full weight charge?,80%,85%,90%,95%,C
391,"Cartridge-operated dry chemical fire extinguishers used on  VESSELs, should have the propellant cartridge weighed every  __________.",three months,six months,12 months,two years,C
