FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
251,Which of the listed items should be secured before   performing any maintenance on a solenoid operated air start valve?,Electric power,Lube oil standby pump,Hydraulic switch,Motor drain,A
252,Which of the listed items should be secured before performing any maintenance on a solenoid operated air start valve?,Electric power and starting air,Lube oil standby pump and control air,Hydraulic switch and engage jacking gear,Motor drain and pneumatic control system power,A
253,Which of the routine maintenance procedures listed is  required for starting air receivers?,Frequent draining of accumulated moisture.,Frequent testing of relief valves.,A close watch on temperature to prevent fluctuations in  pressure.,Frequent cleaning to remove oil and foreign matter.,A
254,Which of the types of motors listed is used in a hydraulic starter?,Piston,Gear,Turbine,Centrifugal,A
255,"Which type of wrist pin uses bearings in the piston bosses, but is fixed to the small end of the connecting rod?",Semi-floating,Full floating,Solid,Fixed,A
256,Why do most temperature control valves in diesel engine closed freshwater cooling systems vary the flow of jacket water through the cooler instead of through the engine?,Changing the rate of flow in the jackets could cause  localized hot spots.,Emergency hand control would not be possible if water flow through the jackets were controlled.,Excessive cooling would take place in the heat exchangers at high loads.,Excessive cavitation erosion would take place in the  coolers.,A
257,"With respect to diesel fuel, the ease with which a cold  engine will start is dependent upon the __________.",ignition quality of the fuel,high heating value of the fuel,amount of carbon residue after combustion,internal flow resistance in the injectors,A
258,Worn cylinder head valve seats in a diesel engine will cause  _________.,less cold valve lash,more cold valve lash,excessive pressure in hydraulic valve lash adjusters,broken valve springs,A
259,Worn main bearings in a diesel engine can result in__________.,decreased compression pressure,increased lube oil pressure,lower lube oil temperature,excessive leakage past the piston rings,A
260,"You are installing new piston rings on a single acting  diesel engine piston. To check the ring gap clearance, the rings should be placed at the __________.",point of minimum cylinder wear,center of the cylinder,point of maximum cylinder wear,point of maximum ring wear,A
261,You are standing watch in the engine room on your vessel.  The usual symptoms of cavitation in a centrifugal pump are __________.,noise and vibration,an increase in discharge pressure,an increase in suction pressure,lifting of the relief valve,A
262,(Piston area) X (Piston stroke) X (numbers of the cylinders) = engine __________.,brake horsepower,displacement,cylinder volume,cylinder clearance,B
263,A boiler accumulation test is used to measure the __________.,lifting pressure of the boiler safety valves,total relieving capacity of the boiler safety valves,steam generating capacity of the boiler,blowdown pressure of the boiler,B
264,"A boiler is to be secured in port.  After the burners have  been secured, the forced draft fan and air registers should be secured __________.",immediately after carrying out the former procedures,after any oil on the furnace floor has been burned off and  cleared of combustion gases,"after 30 minutes has elapsed, after carrying out these procedures","after at least 1 hour has elapsed, after carrying out these securing procedures",B
265,A boiler safety valve must be capable of __________.,remaining open until all pressure in the steam drum is relieved,remaining open until a preset pressure drop occurs,opening gradually above a designated pressure,closing with a chattering motion to free scale deposits from the seats,B
266,A bronzed sleeve is secured to the propeller tail shaft by __________.,keying,shrinking,threading,pressing,B
267,"A burner responsible for producing black smoke in an  automatic auxiliary boiler, would be caused by a                      .",defective solenoid valve,dirty fuel nozzle,grounded high tension lead,faulty ignition cable connector,B
268,"A cause of high superheater outlet temperature is _________,",high feed water temperature,low feed water temperature,excessive fuel oil temperature at the settlers,insufficient excess air,B
269,"A cause of high superheater outlet temperature is _________,",high feedwater temperature,low feedwater temperature,excessive fuel oil temperature at the settlers,insufficient excess air,B
270,A centrifugal bilge pump requires priming __________.,primarily to lubricate the shaft seals,due to the inability of this type of pump to lift water to  cover the suction (eye) of the impeller,to initially unload the pump by having its head pressure equal to discharge pressure,in order to overcome the potential energy of water in the discharge line,B
271,A centrifugal pump may fail to deliver water when first started if the __________.,water seal pipe is plugged,pump is not primed,seal ring is improperly located,impeller is flooded,B
272,A centrifugal pump operating against a closed discharge valve has a/an __________.,capacity of 100%,efficiency of 0%,internal slippage of 0%,shut off horsepower rating of 100%,B
273,A centrifuge will satisfactorily remove which of the  following contaminants from fuel oil?,Gasoline,Water,Lubricating oil,Sulphur compounds,B
274,A change in the degree of fuel atomization in a diesel  engine greatly affects the __________.,air turbulence,fuel penetration,fuel spray tip angle,fuel injection rate,B
275,A combustion control system diaphragm type air flow transmitter receives its high pressure signal from the boiler __________.,fan discharge,windbox,furnace,smoke box,B
276,A common method of preheating main turbine lube oil prior to rolling over the main unit would be to ________.,run both the lube oil pumps simultaneously,operate the lube oil purifier on the main lube oil sump,slightly increase gland sealing steam pressure,bypass the lube oil gravity tank,B
277,A common secondary refrigerant used in air conditioning systems aboard ship is __________.,R-123,water,nitrogen,hydrogen,B
278,A condensate recirculating line is provided to the main condenser in a closed feedwater system to __________.,prevent excessively cooled distillate from entering the DC heater,provide adequate cooling water to the air ejector inter and after condensers,assure a positive flow through the main feed pump,prevent flashing in the main feed pump,B
279,"A condition contributing to diesel engine piston rings sticking in the ring grooves, is insufficient ring clearance at the ring __________.",gap,side,back,radial,B
280,A condition that can increase the foaming tendency of lube  oil is __________.,excessively high oil temperatures,water or moisture contamination,fuel dilution,carbon suspension,B
281,A connecting rod in a four-stroke/cycle diesel engine is subject to  _________.,tension load twice each crankshaft revolution,compression load during power and compression strokes,inertia load once every four crankshaft revolutions,bending loads at bottom and top dead center,B
282,A convergent-divergent nozzle functions to __________.,reverse steam flow direction,control turbulent steam expansion,decrease steam velocity and increase steam pressure,decrease the specific volume of steam,B
283,A corbel in the furnace of a water-tube boiler is a __________.,preformed burner arch section,fillet of plastic refractory,formation of soot on furnace floor,type of refractory anchor bolt,B
284,A cracked cylinder head in an operating engine may be indicated by __________.,a steady flow of water from the expansion tank vent,combustion gases venting at the expansion tank,lower temperature at the cylinder head water discharge,water draining from the fuel leakoff lines,B
285,A crankshaft whose center of gravity coincides with its center line is said to be __________.,dynamically balanced,statically balanced,counter balanced,resonantly balanced,B
286,A decision has been made to change out the lube oil in a vessel's main propulsion unit ahead of the scheduled maintenance period.  Which of  the following statements is true concerning the reason for this decision?,The amount of detergent additives has decreased.,The viscosity of the oil has increased in addition to a decided rise in the neutralization number.,The alkalinity of the oil has decreased.,The neutralization number has decreased below minimum levels.,B
287,A device used to hold open the refrigeration compressor suction valve during starting is called a __________.,discharge line bypass,cylinder unloader,suction line bypass,relief valve,B
288,A device which functions to bring a diesel engine to a full stop to protect it from damage is known as a/an __________.,torque limiter,overspeed trip,overspeed governor,load limit governor,B
289,A diesel engine crankcase ventilation system                              .,prevents spark generation,removes combustible gases,determines the level of combustible gases,provides inert gas generation in crankcase,B
290,A diesel engine electric starting motor is operated under a no-load condition.  Continuing to operate the motor unloaded will __________.,disengage the throw out bearing,overspeed and cause serious damage,fail to develop normal speed,cause the pinion to fail,B
291,"A diesel engine fails to start because of water in the fuel. In order to start the engine, you should __________.",turn engine with jacking gear,drain filters and strainers and bleed off water at each injection pump,use ether to start the engine with blowdown valves open,blow through the cylinders and fuel lines with a drying agent,B
292,A diesel engine is operating at 1800 RPM and driving a propeller at 600 RPM.  What is the speed reduction ratio?,0.30 to 1,3.00 to 1,3.33 to 1,33.0 to 1,B
293,A diesel engine is operating under a normal load with low firing pressures and high exhaust temperatures.  The most probable cause of this condition is __________.,a missing air intake filter,a restricted exhaust manifold,the fuel rack being too far in,the fuel rack being too far out,B
294,A diesel engine is supercharged in order to __________.,lower the no-load RPMs,provide more air for combining with the fuel,increase the no-load RPMs,provide more fuel for combining with the air,B
295,"A diesel engine may fail to start when being cranked, due to __________.",high cetane number,insufficient compression,low lube oil viscosity,high lube oil pressure,B
296,A diesel engine piston ring face is in direct contact with  the __________.,top of the ring groove,cylinder liner oil film,bottom of the ring groove,back of the ring groove,B
297,"A diesel engine which is rated for normal operation at a crankshaft speed of 800 RPM, is commonly classed as a __________.",slow-speed diesel,medium-speed diesel,high-speed diesel,constant-speed diesel,B
298,A diesel engine with a full speed of 1000 RPM drives a propeller at 300 RPM.  What is the speed reduction ratio?,0.3 to 1,3.33 to 1,33 to 1,300 to 1,B
299,A dirty diesel engine oil filter element can best be detected by __________.,visual inspection of the elements,the pressure drop across the filter,high lube oil sump temperature,decrease in oil viscosity from the filter,B
300,A dirty intercooler on the ship service air compressor will result in __________.,decreased compression ratio,higher than normal power consumption,unloader malfunction,water in the lubricating oil,B
301,A distorted furnace in a fire-tube auxiliary boiler may be  the result of __________.,firing for extended periods in the low fire mode,"overheating, due to waterside deposits",varying the water level above the crown sheet,carrying excessive alkalinity in the boiler water,B
302,"A dry-type exhaust silencer clogged with soot, will cause  __________.",low exhaust temperature,loss of engine power,burned intake valves,engine racing,B
303,A dry-type spark arrestor removes sparks from a diesel  engine exhaust by __________.,increasing the linear velocity of the exhaust gases,changing directions of exhaust gas flow,decreasing the temperature of the exhaust gases,accelerating the exhaust gas through a reduced size orifice,B
304,A failure of any component of a flame safeguard control for an auxiliary boiler will result in                          .,a furnace explosion,automatic burner shutdown,uncontrolled firing,automatic restart,B
305,A feed pump for an auxiliary boiler might lose suction if the __________.,boiler water level is low,feed water is too hot,boiler steam demand is low,feed water is too cold,B
306,A filter used in a multi-operation hydraulic system would most likely be located,at the pump suction,between the pump and the directional control valves,between the control valves and the actuators,in the actuator return lines,B
307,A fuel injection valve opening at a pressure lower than normal will result in __________.,late fuel injection,early fuel injection,high exhaust temperature from that cylinder,decreased effective stroke from that injector,B
308,A grease lubricated ball bearing or roller bearing will run cooler if the grease __________.,fills only 10% of all void spaces within the bearing,has a high grease penetration number (is hard),is thinned with a suitable lubricating oil,is heated prior to packing the bearing,B
309,A high suction pressure and a cold crankcase indicates:,air in the system,leaky suction valve,leaky discharge valve,expansion valve open too little,B
310,A high water level in a deaerating feed heater will cause the automatic dump valve to drain condensate to the __________.,atmospheric drain tank,reserve feed tank,auxiliary condenser,main condenser,B
311,A knocking sound from one cylinder of an operating air compressor indicates __________.,a defective or broken high pressure unloader,a loose valve plate,excessive overload,no compression,B
312,"A large change in ambient temperature, or using an oil of a viscosity different than the one recommended by the manufacturer in a mechanical hydraulic governor, will result in the need to adjust the __________.",pilot valve opening,compensating needle valve,compensating spring tension,accumulator spring tension,B
313,A large evaporator coil has been determined to have a pressure drop of 5 psig and can be compensated for by __________.    I. adjusting the TXV spring compression and raising  the super heat value   II. installing an externally equalized TXV,I only,II only,Both I and II,Neither I nor II,B
314,A large two-stroke/cycle direct reversing diesel engine is  to be reversed. Prior to the admission of starting air you must  _________.,line up the engine for restarting with light diesel oil,reposition the fuel injection cam,change the intake and exhaust valve cam positions,place the starting cam in the intermediate position,B
315,"A large, low-speed, crosshead, main propulsion diesel engine using residual fuel oils must have a cylinder oil having a  __________.",low TBN value,high alkaline reserve,low flash point,high pour point,B
316,"A large, low-speed, main propulsion diesel engine is  operating at rated load and speed while the vessel is in calm seas. As the intensity of the seas increase, the  engine speed governor maintains the same RPM, although the load indicator indicates an increase in load beyond its  allowable limits. Which of the  following actions should be taken?",Increase the load limit setting.,Decrease the load limit setting.,Increase engine RPM.,Ignore this situation as the engine can handle the load  increase.,B
317,"A large, low-speed, main propulsion diesel engine is operating at 80% load and normal speed while the vessel is in calm seas.  As the intensity of the seas increase, the engine speed governor maintains the same RPM, although the  load indicator indicates ",Increase the load limit setting.,Decrease the load limit setting.,Increase engine RPM.,Ignore this situation as the engine can handle the load increase.,B
318,A leak in the heating coils of a fuel oil heater will first show up as __________.,water in the fuel oil supply,oil in the drain inspection tank,sputtering and hissing furnace fires,an intense white furnace flame,B
319,"A leaking suction valve in the second stage of a two stage, high pressure, air compressor can cause excessively high __________.",second stage discharge pressure,first stage discharge pressure,pressure in the aftercooler,compressor final discharge temperature,B
320,A leaky fuel oil heater relief valve could be indicated by  an increase in the __________.,sludge tank level,discharge piping temperature,contaminated drain tank level,fuel oil service pump pressure,B
321,A light brown haze issuing from the boiler smoke stack generally indicates __________.,dirty fuel atomizers,good fuel combustion,too much fuel pressure,a high firing rate,B
322,A liquid line solenoid valve controls refrigerant flow to the evaporator by __________.,throttling the refrigerant,fully opening or closing,sensing the superheat in the tail coil,sensing the temperature in the liquid line,B
323,A main condenser utilizing a scoop for the circulation of seawater must be constructed as a __________.,two-pass heat exchanger,single-pass heat exchanger,counter flow heat exchanger,parallel flow heat exchanger,B
324,A piston in a four-stroke/cycle diesel engine makes four strokes during each __________.,crankshaft revolution,mechanical cycle of operation,period of two combustion cycles,cycle of two events,B
325,A poorly cleaned lube oil purifier bowl may result in __________.,insufficient oil supply to the gravity tank,improper separation,excessive lube oil consumption,excessive water discharge rate,B
326,A power failure in the hydraulic system of a compact type steering gear would cause the rudder to __________.,swing 35░ right or left,remain locked in its last position,move to the midship position automatically,jam against the rudder emergency stops,B
327,A properly adjusted safety valve for an auxiliary boiler will __________.,attain maximum lift when it pops below its set pressure,"open with a sharp, clear pop at its set pressure",close sharply when the pressure drops to its set pressure,operate most effectively when it has zero blowdown,B
328,A properly honed diesel engine cylinder liner will __________.,prevent piston ring wear,shorten the ring break-in period,prevent cylinder liner glazing,appear slick and glazed,B
329,A pump is defined as a device that __________.,produces pressure,"imparts energy to a fluid to move it from point ""A"" to point  ""B""",creates a vacuum to move a liquid in all installations,is to develop a pressure differential,B
330,A pump shaft that is bent or distorted should normally be:,straightened by applying heat and torsion,replaced with a new pump shaft,repaired by a suitable welding process,recondition by metalizing & machining,B
331,"A reddish, smoky flame indicates:",Low F.O temperature,Insufficient air,High F.O temperature,Low F. O pressure,B
332,A refrigerant gives up heat when it,evaporates,condenses,vaporizes,boils,B
333,A restricted diesel engine exhaust manifold operating under a normal load is indicated by__________.,low firing pressures and low exhaust temperatures,low firing pressures and high exhaust temperatures,high firing pressures and low exhaust temperatures,high firing pressures and high exhaust temperatures,B
334,A salinity indicator cell is located in the __________.,seawater side of the main condenser,main condenser hotwell,evaporator brine suction line,low pressure turbine casing drain,B
335,"A sample of boiler water can be chemically tested for alkalinity by initially adding a few drops of a specific color indicator, then slowly titrating the water sample until the __________.",burette reading is zero and the sample color changes,sample undergoes a definite color change,desired pH has been attained in the sample,desired amount of standard solution has been added,B
336,A secondary function of atomization steam in a fuel oil burner is to __________.,maintain a constantly high fuel pressure,prevent overheating of the atomizer when not firing during maneuvering,maintain a constantly high fuel temperature,vary the viscosity of the fuel oil,B
337,A secondary function of the refractory installed in a marine boiler is to,support the boiler casing,direct the flow of combustion gases,maintain air flow through the burner diffuser,support the burner distance piece,B
338,A secondary refrigerant commonly used in shipboard air conditioning systems is __________.,methyl chloride,water,carbon dioxide,trichloroethylene,B
339,A ship travels is 5472 miles in 26 days 12 hours and 24 minutes. Find the average speed for the engine voyage.,8.74 knots,8.60 knots,8.63 knots,8.68 knots,B
340,A shortage of refrigerant in the refrigeration system is indicated by____________.,the compressor short cycling,high head pressure,high suction pressure,bubbles in the sight glass,B
341,A sight glass is installed in the liquid line to indicate the condition of the refrigerant charge and may also indicate the __________.,condition of the expansion valve,moisture in the system,condition of the compressor suction valves,condenser temperature,B
342,A single element boiler feed water regulating system used aboard ship utilizes __________.,two position differential gap action,proportional action,proportional plus reset action,proportional plus reset plus rate action,B
343,A single pass condenser is a ,vertical condenser,scoop condenser,double pass condenser,counter-flow condenser,B
344,A smoking burner in an automatic auxiliary boiler would be caused by a______________.,defective solenoid valve,dirty fuel nozzle,grounded high tension lead,faulty ignition cable connector,B
345,A sprayer plate used in a return flow fuel oil atomizer is  correctly installed if the oil __________.,passes through the whirling chamber before passing through  the tangential slots,passes through the tangential slots before passing through  the whirling chamber,leaves the burner as a straight stream until mixed with the primary flow of combustion air,leaves the burner as a straight stream until mixed with the swirling atomizing steam,B
346,A squealing sound generated by a reciprocating air compressor upon starting may indicate __________.,badly leaking valves,defective unloader,compressor interstage leakage,abnormally tight drive belts,B
347,"A steam vessel is operating at sea and despite troubleshooting the system by all the vessel's engineers, the transfer of fuel to the settler has not been possible and the settler will be empty in a few minutes.  As the watch engineer, your NEXT step shoul","activate the ""engineer needs assistance"" alarm",line up the diesel cold start system,warm up the emergency generator,repeat all the steps that have been taken to determine the cause of the problem,B
348,"A substance found in residual fuels which tends to cause exhaust valve corrosion and grooving, is __________.",carbon,vanadium,calcium,hydrogen,B
349,A sudden increase in lube oil pressure to the main turbine  would indicate __________.,a leak in the gravity tank,debris clogging the system,a leaking lube oil cooler,excessively cool lube oil,B
350,"A three-way thermostatic control valve regulates the diesel engine cooling water temperature by passing a portion of the water
                              .",around the engine,around the cooler,to the expansion tank,overboard,B
351,After changing out the fuel filters the diesel engine fails to restart. The most probable cause for this condition is a/an___________.,low compression,air-bound fuel system,improper spark,change in viscosity,B
352,"After starting a diesel engine, which of the listed   operating conditions should be checked FIRST?",Air box pressure,Lube oil pressure,Exhaust temperatures,Raw water pressure,B
353,Air may be bled from the fuel system by __________.,blowing down the air tanks,loosening the compression nuts at the injectors,changing fuel filters,pumping down the day tanks,B
354,"An automatically fired auxiliary boiler with carbon deposits formed on its burner electrodes, will experience                    .",flame failure,ignition failure,panting of the furnace,sputtering of the burner flame,B
355,An increase in crankcase pressure generally indicates  _________.,worn connecting rod bearings,worn engine cylinder liners,high cylinder firing pressure,stuck spring-loaded manhole covers,B
356,"An indication of a diesel engine air intake being partially clogged, is                         .",low firing pressure and low exhaust temperatures,low firing pressure and normal exhaust temperatures,high firing pressure and low exhaust temperatures,high firing pressure and high exhaust temperatures,B
357,An indication of an overloaded main propulsion diesel engine is  _________.,white smoke in the exhaust,high exhaust gas pyrometer readings,sparks in the exhaust,blue smoke in the exhaust,B
358,"At rated engine load and RPM, the diesel engine turbocharger is powered by __________.",belt drive,exhaust gases,electric motor,friction clutch,B
359,"Before starting a diesel engine, you should always
_________.",check the pyrometer readings,check the crankcase oil level,change the fuel oil strainers,clean the air filter,B
360,Bouncing of the valve gear in a diesel engine can be caused by ____________.,prolonged high speed operation,spring surge,worn valve seats,excessively tightened spring retainers,B
361,Camshafts are usually driven by timing gears or                        .,push rods,chain drives,rocker arms,flywheels,B
362,Circulation in a water-tube boiler is caused by the difference in the __________.,area and length of the water-tubes,densities of the circulating water,heights of the boiler drum,angle of inclination of the tubes,B
363,Combustion gases formed in the cylinder of a diesel engine  are prevented from blowing past the piston by __________.,cylinder valves,compression rings,piston skirts,oil rings,B
364,"Compared to four-stroke/cycle engines, two-stroke/cycle  diesel engines have the disadvantage of __________.",less even torque,higher cylinder head temperatures,fewer power strokes per revolution,greater weight/size requirements,B
365,"Concerning diesel propelled vessels, the astern power is to provide for continuous operation astern                        .",equal to that available for ahead operation,at 70 percent of the ahead rpm at rated speed,while underway and under all normal conditions,at 70 percent of the ahead rpm of average continous sea  speed,B
366,Consider as the backbones of a reciprocating engine:,cylinder line,crankshaft,engine foundation,piston,B
367,"Constant capacity pressure atomizing fuel oil burners  installed on automatically fired auxiliary boilers, respond to variations in load demand by                          .",automatically increasing the fuel/air ratio,automatically cycling the burner on and off,responding to the boiler high and low water level limit  switches,regulating the fuel oil service pump discharge pressure,B
368,Control of the fuel oil metering valve in an automatically fired auxiliary boiler is accomplished by a                        .,pressure magnifying device in the steam coil outlet,steam pressure sensing device with linkage to the damper air vanes,metering device in the air supply line,signal from the feedwater electrode,B
369,Cylinder lubrication oil for low speed main propulsion  diesel engines is admitted to each cylinder during                              .,the power stroke,the compression stroke,low load operation only,periods of standby,B
370,Decreasing the exhaust valve clearance of a diesel engine will cause the exhaust valve to open   __________.,earlier and have less lift,earlier and remain open longer,later and have greater lift,later and have less duration,B
371,"Dichlorodifluoromethane when vaporized in the presence of an open flame, will form __________.",carbon dioxide gas,phosgene gas,trichlorodifluoromethane,sulphur dioxide,B
372,Diesel engine blow-by is the leakage of combustion gases past the_________.,oil rings only,compression and scraper rings,cylinder liner sealings,cylinder liner ring grooves,B
373,Diesel engine fuel oil contamination often results in ___________.,governor malfunctions,fuel injection system malfunctions,high cylinder lube oil temperatures,low intake temperatures,B
374,"Diesel engine main and connecting rod precision bearings are made in halves. Each half exceeds one-half the   bearing circumference by a small amount. The small   amount is termed
                              .",clearance,crush,pitch,thrust,B
375,"Directional intake ports in diesel engines are used to
                              .",reduce air charge turbulence,induce air swirl,deflect hot combustion gas away from the valves,oppose the effects of piston induced squish,B
376,"During diesel engine warm-up, which type of valve lash  adjuster listed allows for the change in length of the  exhaust valves?",Mechanical,Hydraulic,Pneumatic,Electrical,B
377,"During maneuvering operations for a direct reversing large, low- speed, main propulsion diesel engine, which of the  following actions is used to stop the shaft from turning prior to reversing the engine rotation?",Flywheel inertia,Admission of starting air,The way of the vessel,Securing of fuel to the cylinders,B
378,During the normal operation of a large marine diesel engine a turbo-charger begins to surge. What are the contributory factors of surging?,seized piston rings ,"contamination of exhaust and scavenging, ducting, ports and filters",incomplete combusting process,overload of main engine,B
379,Electric starting motors for diesel engines require high current for operation and __________.,require a generator as a source of power,will carry a 100% overload for a brief period,require a current/voltage regulator for proper operation,will overheat if operated continuously over 10 seconds,B
380,Engine displacement is equal to piston __________.,area times the piston stroke,area times the piston stroke times the number of cylinders,volume times the piston stoke,volume times the piston stroke times the number of cylinders,B
381,Engine operating conditions may be indicated by the color of the exhaust smoke. Black smoke could indicate__________.,an insufficient speed droop setting,an overloaded engine,clogged drain holes in the oil control rings,complete combustion,B
382,"Excessive return oil pressure from a variable capacity  return flow fuel oil burner system on an automatic auxiliary boiler, will cause
                           .",flame failure,burner smoking,ignition failure,burner failure,B
383,Excessive vibration of an automatically fired auxiliary  boiler can be caused by                            .,air or water in the furnace,combustion pulses,fuel oil pump failure,flame failure,B
384,Excessive wear on a centrifugal pump shaft sleeve will __________.,cause severe vibration when the pump is operating,cause excessive leakage past the packing gland,cause damage in the stuffing box,allow interstage leakage in the pump casing glands,B
385,Explosion relief valves on diesel engine crankcases should relieve the pressure at not more than                    .,0.1 bar,0.2 bar,1.0 bar,2.0 bar,B
386,Faulty operation of diesel engine fuel injection nozzles can be a direct cause of__________.,excessive fuel nozzle holder cooling,sediment in the fuel supply,distortion of the fuel spray pattern,improper atomization of the fuel,B
387,'Flooding back' is a condition where the liquid refrigerant __________.,vaporizes in the condenser,reaches the compressor through the suction line,flashes in the liquid line,condenses in the receiver,B
388,Fluid type starting motors used for starting auxiliary  diesel engines may either be of the piston type or the  __________.,gear type,vane type,impeller type,accumulator type,B
389,"For any piston ring to operate smoothly without scuffing, the ring must be                           .",of a material harder than the cylinder liner,properly lubricated,prevented from compressing,prevented from rotating during engine operation,B
390,Fuel oil may be discovered in the contaminated drain inspection tank when the __________.,steam atomizer leaks,fuel oil heater leaks,DC heater leaks,steam operated fuel oil pump leaks,B
391,Heat for igniting the fuel oil in the cylinder of a diesel engine is generated by the __________.,electronic ignition system,compression of air by the piston,friction in the fuel injector,fuel oil heating system,B
392,Heavy fuel oils generally have an upper average ash content of 0.1% by weight. Which of the following conditions could be expected if the ash content increases above this amount?,Glazing of the cylinder liners,Increased valve wear,Excessive oil pumping,Increased fuel consumption,B
393,"High-speed, multi-cylinder, diesel engines commonly use counterweights placed opposite to the crankpins to__________.",prevent bearing loads,provide dynamic balance by equalizing centrifugal force,counteract inertia forces,provide a balance of rocking couples around the crankshaft,B
394,How are the pressure and temperature affected in a diesel  engine cylinder during compression?,Pressure and temperature decrease,Pressure and temperature increase,Pressure decreases and temperature increases,Pressure increases and temperature decreases,B
395,How does water enter the crankcase of a diesel engine?,Through the crankcase exhauster.,As water vapor contained in blow-by.,Demulsifying lube oil passing through the main bearings.,Condensation from vapor formed in the expansion tank.,B
396,"If a boiler is smoking black and increasing the boiler front air box pressure does not reduce the smoke, the cause can be __________.",forced draft fan failure,dirty atomizers,heavy soot on tubes,high ambient air temperature,B
397,"If a diesel engine driving a generator turns over freely but fails to fire properly, the cause could be_________.",excessive compression pressure,air in the fuel lines,high fuel pressure,excessive load,B
398,"If a four-stroke/cycle diesel engine is running at 1550 RPM, the speed of the camshaft will be                            .",525 RPM,775 RPM,1550 RPM,1800 RPM,B
399,"If a single cylinder relief valve on a main propulsion  diesel engine begins to lift, but it is not possible to  secure the engine, which of the following actions should be taken?",Increase the cooling water flow to the engine.,Secure or reduce fuel to that cylinder.,Screw down on the pressure adjusting spring to decrease  popping pressure.,Readjust the injection timing.,B
400,"If all of the air charge has been lost from a ship service  air receiver, the compressor mechanical unloading system will __________.","fail to work, and the drive motor will trip the circuit breaker as the compressor will be overloaded","fail to function as designed, but the compressor having no load will start  with little or no difficulty",still function normally at start-up,"Still function normally, but the safety interlock will stop the drive motor",B
401,"If all other conditions such as bore, stroke, speed, and mean effective pressures are equal, a two-stroke/cycle  diesel engine will develop approximately __________.",the same indicated horsepower as a four- stroke/cycle engine,twice the indicated horsepower as a four- stroke/cycle engine,one half the indicated horsepower as a four- stroke/cycle engine,one power stroke for every two crankshaft revolutions,B
402,"If an auxiliary diesel engine frequently stalls, the trouble may be caused by __________.",low exhaust back pressure,air in the fuel system,gasket blow-by or leakage,incorrect assembly of idler springs,B
403,"If carbon accumulates on a pyrometer thermocouple, it will cause _________.
",the pyrometer to overheat and burn,the pyrometer to read low,the exhaust passage to become clogged,failure of the hot junction,B
404,"If cooling water flow through the aftercooler is   interrupted, the power output of a turbocharged diesel  engine will drop because the  __________.",turbocharger will stall,density of the air charge will decrease,scavenge effect will increase,exhaust pressure will increase,B
405,"If fuel injection occurs too early, a diesel engine will lose power because the __________.",fuel will not be properly atomized in the cylinder,ignition will be delayed due to low compression pressure,maximum fuel expansion will occur on the compression stroke,fuel will ignite after top dead center,B
406,"If fuel oil were being discharged from the waste water  outlet of a fuel oil disk type centrifuge, operated as a separator, you should  _________.",remove the discharge ring,reprime the purifier,slow the centrifuge to its proper speed,install an additional discharge ring,B
407,"If the back clearance of a piston ring is excessive, ___________.",compression pressure in the cylinder will be higher,carbon will accumulate behind the ring,combustion gases will penetrate beneath the ring land,piston side thrust will be increased,B
408,"If the bowl of a centrifugal purifier is improperly reassembled with O-ring seals that have become hard and flat, the centrifuge __________.",bearings will be permanently damaged,will begin to lose its water seal,will discharge oil to the main sump as dirty as the input,bowl will rotate at a lower speed,B
409,If the compensating needle valve of a hydraulic governor is opened more than necessary the governor will __________.,have a larger than normal dead band,produce excessive speed response to a load change,respond slowly to any change in engine load,stabilize engine speed at the new governor setting,B
410,"If the compression rings on a diesel engine piston become stuck in the ring groove, the cause may be due to__________.",excessive ring action,excessive ring temperature,improper ring rotation,excessive ring face wear,B
411,"If the condensate level in the loop seal of the intercondenser is lost, __________.",no condensate will flow through the system,some air will be drawn into the main condenser,the air ejector will not operate,the air ejector will become overheated,B
412,"If the feed pump for an auxiliary boiler fails to deliver the feed water to the boiler, the cause may be                          .",high steam pressure in the boiler,abnormally high feedwater temperature,abnormally high boiler water temperature,steam demand exceeding feed pump capacity,B
413,"If the fire goes out in an automatically fired auxiliary boiler and the burner continues to supply fuel, there is a potential danger of
                                .",overpressure and dry firing,a severe furnace explosion,spalling damage to the brickwork,heat damage to the atomizer,B
414,"If the flame of an automatically fired auxiliary   boiler tends to move away from the burner tip when the  firing rate is changed from low to high, you should                            .",decrease the fuel pressure,adjust damper linkage to slow the opening rate of the  dampers,adjust damper linkage to lengthen the purge period,adjust the photocell to observe the new flame position,B
415,"If the jacket water temperature rises rapidly above normal  in a diesel engine, you should FIRST __________.",call the chief engineer,reduce engine load,check thermostatic valve,clean sea water strainer,B
416,"If the speed of a turbocharged diesel engine is maintained constant as the load on the engine is increased, the speed of the turbocharger will __________.",decrease until the engine speed increases,increase,decrease,remain unchanged,B
417,"If there is a ""clicking"" sound in the valve compartment of a diesel engine, the cause may be __________.",a worn wrist pin,excessive valve lash,worn connecting rod bearings,all of the above,B
418,"If while attempting to start a diesel engine, the cranking  speed is too low, __________.",the fuel timing will be too late,the heat of compression will be insufficient to ignite the  fuel,the lube oil viscosity will be too low,the spark will be too early for the fuel,B
