FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
265,"Which statement is true concerning a three-way solenoid, trip valve on a flash-type evaporator?",The valve must be reset manually,The valve will trip if the feed temperature drops below 175oF,"To prevent tripping from mechanical vibration, the valve is interlocked to only trip on de-energization of the solenoid",All of the above,A
266,"While inspecting the steering gear at sea, you should check for _______.",any leaks in the system,accuracy of the ruddler angle indicator,movement of the trick wheel,position of the six-way valve,A
267,"While operating a two-stage flash-type evaporator, designed to operate in sea water of 70°F, the current seawater temperature is 50°F, while the salt water feed temperature  is maintained at 170°F. The three-way solenoid valve trips, directing the distill",Excessive and violent flashing in each stage.,Insufficient vacuum developed as a result of the sea temperature.,Excessive amount of feedwater being supplied to the first stage.,Insufficient brine density being maintained in the second stage.,A
268,White stack smoke could indicate _____.,excessive leakage of the inner casting,low atomizer fuel temperature,insufficient air for combustion,excessive furnace combustion temperature,A
269,Why should be done prior entering dry dock for the regular drydocking and maintenance of the vessel?,submit marine protest,prepare job orders,prepare survey items due for inspection,prepare job ordered when inside drydock,A
270,Why will a two stage flash type distilling plant tend to operate more efficiently when operating in cold seawater?,The colder seawater passing through the condenser tube bundles of the various stages increases evaporator vacuum.,The amount of heated feedwater discharged from the feedwater heater aftercondenser is increased.,Fewer noncondensable gases are created by the flow of colder seawater.,More seawater is allowed to pass through the first stage overflow weir.,A
271,"With reference to care of piping and fittings what means is needed to ensure good condition of joints, valve and cocks of the various lines of piping?",Cleaned with water or steam to remove remaining flux,Blanked off ends of piping and pressure test to check for leaks,Blow thorough with air or steam prior to pipe installation,Use joint packing that is suitable for the piping,A
272,"With respect to centrifugal pump design, which of the following descriptions best represents a pump utilizing two impellers?",Multistage,Axial flow,Dual coupled,Parallel flow,A
273,"You are transferring fuel from a supply vessel to your VESSEL. If you close off one tank in the line of tanks being filled, the flow rate to the other open tanks on the same line will __________.",increase,decrease,stop,stabilize,A
274,"You suspect a problem with the centrifugal fire pump on your ship, and begin to slowly close the discharge valve.  Your  suspicion is confirmed when the __________.",discharge valve is closed off and there is no change in the discharge pressure,discharge valve is 80% closed and the relief valve lifts,"suction valve is closed off, and the discharge pressure begins to decrease","suction valve is closed off, yet the relief valve does not  lift",A
275,"Your ship has steamed 1945 miles at 21 knots using 635 tons of fuel oil.  The distance remaining to your next  port is  1750 miles.  If you decrease speed to 16 knots, how much fuel will be used to reach that port?",332 tons,435 tons,522 tons,1216 tons,A
276,"Which of the following is true when comparing the different ""class of fit"" for machine threads on bolts and nuts?",A class 2 fit is looser than a class 4 fit.,A class 1 fit is tighter than a class 2 fit.,A class 4 fit always has more threads per inch.,A class 1 fit always has fewer threads per inch.,A
277,"A ""barrel"" is defined as a unit of liquid, measured at 60°F, and is equivalent to __________.",31.5 U.S. gallons,42.0 U.S. gallons,55.0 U.S. gallons,60.0 U.S. gallons,B
278,"A ""twenty pound"" steel plate would be __________.","3/8"" thick","1/2"" thick","3/4"" thick","1"" thick",B
279,"A bent axis, variable stroke, axial piston pump produces a  greater capacity than a comparable tilting box-type axial piston pump, because the __________.",piston diameters are smaller,length of stroke is greater,RPM is doubled,discharge/return line diameter are arranged differently,B
280,A centrifugal pump may fail to deliver water when first started if the __________.,water seal pipe is plugged,pump is not primed,seal ring is improperly located,impeller is flooded,B
281,A centrifugal pump operating against a closed discharge valve has a/an __________.,capacity of 100%,efficiency of 0%,internal slippage of 0%,shut off horsepower rating of 100%,B
282,A chisel with a mushroom head should not be used because __________.,the chisel cannot be struck squarely,pieces may fly off the chisel and injure your eyes,the hammer head may be chipped,it must be held firmly by the head to strike it,B
283,A 'close nipple' is a piece of pipe that is __________.,less than 1/2 inch long,threaded along the entire length,shorter than the nipple outside diameter,thread only on one end,B
284,A compound Bourdon tube gage is capable of measuring pressure and __________.,humidity,vacuum,temperature,density,B
285,"A continual change in the list, or trim of any floating VESSEL indicates __________.",negative 'GM',progressive flooding,structural failure,an immediate need to counterflood,B
286,A coolant is usually used when cutting metal in a power hacksaw to prevent the __________.,heat of friction,blade from overheating,blade from bending,cut from clogging,B
287,A decision has been made to change out the lube oil in a vessel's main propulsion unit ahead of the scheduled maintenance period.  Which of  the following statements is true concerning the reason for this decision?,The amount of detergent additives has decreased.,The viscosity of the oil has increased in addition to a decided rise in the neutralization number.,The alkalinity of the oil has decreased.,The neutralization number has decreased below minimum levels.,B
288,A dirty intercooler on an air compressor will cause _______________.,damage to the unloader ,increased motor current,high pressure in the receiver,excessive oil consumption,B
289,A drift with a small diameter end used for driving pins out of shafts:,drill drift,pin drift,chisel drift,bull puller,B
290,A flue gas analysis is performed to determine the __________.,percentage of nitrogen by volume,correct fuel/air ratio for efficient combustion,carbon content of the fuel being burned,specific heat of combustion products,B
291,A follower rest should be used with a lathe to machine __________.,large diameter stock between centers,threads on long slender shafts,work mounted on the lathe carriage,round stock to a finished dimension,B
292,A fuel oil tank pneumercator will give an inaccurate reading if the __________.,pneumercator is recharged with the air supply open,pneumercator balance chamber bleed orifice is blocked by the oil being measured,pressure in the system is allowed to equalize,operating cock is placed in the 'vent' position when the system is not in use,B
293,"A graphite additive type grease is best suited for __________.

I.  low temperature applications
II. high temperature applications",I only,II only,Both I and II,Neither I nor II,B
294,A grease lubricated ball bearing or roll bearing will run cooler if the grease:,fills only 10 percent of all void spaces within the bearing,has a low grease penetration number (is hard),is thinned with a suitable lubricating oil,is heated prior to packing the bearing,B
295,A hacksaw blade is normally placed in the saw frame with the __________.,maximum possible tension on the blade,teeth pointing away from the handle,blade tooth set adjusted for maximum cutting width,teeth angled toward the saw handle,B
296,A high suction pressure and a cold crankcase indicates:,air in the system,leaky suction valve,leaky discharge valve,expansion valve open too little,B
297,A lube oil filter can be used to remove most contaminants from lube oil.  A contaminant which will remain in the lube oil after filtering is __________.,acid,diesel oil,sediment,water,B
298,A machinery vibration monitoring program can be used to identify bearing defects by _______.,measuring output torque,frequency spectrum analysis,thermal radiography,pressure differential analysis,B
299,A measure of the rate of motion or speed of a body at any instant is called :,kinetic energy,velocity,inertia,energy,B
300,A metal file has become clogged with filings and should be  cleaned with a file __________.,scraper,card,oilstone,dressing tool,B
301,A pump is defined as a device that __________.,produces pressure,"imparts energy to a fluid to move it from point ""A"" to point  ""B""",creates a vacuum to move a liquid in all installations,is to develop a pressure differential,B
302,A quick closing valve would be located as close as possible to:,fuel oil pump suction,boiler from header,fuel oil settlers,fuel oil service tanks,B
303,A salinity indicating system functions on the basic principle of measuring the __________.,electrical inductance of water,electrical conductivity of water,specific gravity of water,hydrogen ion concentration of water,B
304,A saw blade produced of bonded tungsten-carbide particles and mounted in a hacksaw frame is known as a __________.,wave set blade,rod saw blade,hardened blade,flexible blade,B
305,"A set point adjustment to a bourdon tube pressure gage is accomplished by __________.

I. adjusting the effective moment arm length between   the end of the bourdon tube and the quadrant gear fulcrum
II. adjusting the pointer position relative to the pini",I only,II only,Both I and II,Neither I nor II,B
306,A ship travels is 5472 miles in 26 days 12 hours and 24 minutes. Find the average speed for the entire voyage.,8.74 knots,8.60 knots,8.63 knots,8.68 knots,B
307,A sight glass is installed in the liquid line to indicate the condition of the refrigerant charge and may also indicate the __________.,condition of the expansion valve,moisture in the system,condition of the compressor suction valves,condenser temperature,B
308,A test which measures the amount of bending back and forth that is necessary to bring a piece of metal to the breaking point without actually breaking point without actually breaking it is called the _______.,Tensile ,Fatigue,Stress,Compression,B
309,A thermostatic expansion valve is properly controlling evaporator superheat.  Adjusting this valve to lower the superheat will result in a/an __________.,evaporator pressure decrease,evaporator coil over-feed,evaporator capacity increase,expansion valve diaphragm rupture,B
310,A value or figure in a`formula or equation which does not change is ,significant number,constant number,exponential number,coefficient number,B
311,A virtual rise in the center of gravity of a VESSEL may be caused by __________.,filling a partially filled tank,using fuel from a pressed fuel tank,emptying a partially filled tank,transferring pipe from the setback area to the pipe rack,B
312,"According to Coast Guard regulation (46 CFR), a ""C"" class division, bulkhead or deck shall be constructed __________.",with approved incombustible materials and made intact from  deck to deck and to shell or other boundaries,"of approved incombustible materials, but need meet no requirements relative to the passage of flame","that if subjected to the standard fire test, they would be  capable of preventing the passage of flame for one half hour","that if subjected to the standards fire test, they would be capable of preventing the passage of flame or smoke for one hour",B
313,"According to Coast Guard regulations (46 CFR) lamp, paint and oil lockers, and similar compartments shall __________.",suitably insulated from any woodwork or other combustible matter,be constructed of steel or shall be wholly lined with metal,not be located at the end of a corridor in excess of forty  feet in length,be so arranged to prevent excessive movement of its contents during periods of foul weather,B
314,"According to regulations (46 CFR), who may grant an extension of the tailshaft examination interval?","Officer in Charge, Marine Inspection office",Commandant (G-MOC),Authorized Representative of the American Bureau of Shipping,Official Representative of the Naval Pollution Control Office,B
315,"After conducting a boat drill, the master or person in charge of VESSEL shall log __________.",the names of crew members who participated in the drill,the length of time that each motor propelled lifeboat was operated in the drill,the length of time the lifeboat was in the water,the time it took to lower the boat,B
316,"After packing is added to the stern tube stuffing box, which of the following procedures should be observed to insure even tightening of the gland?","Listen for a smooth, regular sound.",Measure the distance between the gland and the stuffing box with a rule.,Judge by feeling the gland for an increase in heat as it is being tightened up.,Open the drain connection to allow seawater to flow in and make the distance even.,B
317,"Air entrained in the hydraulic fluid, or trapped in an actuator will cause the actuators to move with a jerky motion.  This action is a result of __________.","the trapped air being compressed to a pressure above the maximum pump discharge pressure, then re-expanding and lowering in pressure after the actuator moves","the trapped air being compressed to operating system pressure, then dropping in pressure as the actuator moves,  allowing the air to re-expand, then repeating the process",air being capable of moving loads more effectively than a liquid,"air providing better lubrication of internal components, found in Hydraulic Systems, than hydraulic fluids",B
318,"Although lube oils used in the main lubricating service systems should have a relatively high flash point to avoid  ignition, they can create smoke and fire hazards when they  __________.",are exposed to a vacuum,come in contact with extremely hot surfaces,are reduced in temperature to just above the pour point,become extremely agitated or aerated,B
319,An electric power failure occurring in a electro-hydraulic steering gear would cause the rudder to __________.,automatically swing 35° right or left,remain locked in its last position,automatically shift to the midship position,jam against the rudder emergency stops,B
320,An inadequate reciprocating bilge pump discharge is most often caused by __________.,defective intake valves,clogged suction strainers,scarred cylinder walls,clogged drain valves,B
321,An obstructed expansion valve may be indicated by an incompletely cooled evaporator and __________.,a higher than normal discharge pressure,frosting at the evaporator inlet,a decrease in the amount of frosting across the drier,frosting at the suction side of the compressor,B
322,An oil fog lubrication system is recommended for __________.,gear shaft bearings,high speed ball bearings,low and moderate speed ball bearings,heavily loaded pinion gear bearings,B
323,An S-type trap and drain is used __________.,"for all lavatory sink installations, as no other drain type is useable",whenever the 'gray' water drain system connection is located in the deck,whenever the 'gray' water drain system connection is located in a bulkhead,as a condensate drain for superheaters,B
324,As lube oil absorbs moisture its dielectric strength can be expected to __________.,remain the same,decrease,increase with an increase in viscosity,increase with a decrease in viscosity,B
325,"As soon as all of the pulverized material has been  discharged from a P-tank, the tank should be __________.",vented and depressurized,repressurized and blown out with the discharge hoses disconnected,repressurize and blown out with the discharge hoses connected,"allowed to stand empty, but pressurized until refilled",B
326,"Assume identical impeller diameter, width and speed.  Which of the following impellers will produce the greatest liquid velocity?",A single stage straight vane impeller,A single stage curved vane impeller,A dual integeral impeller unit operating at 10% lower speed,A dual impeller with multiple stepped curved vanes,B
327,"At the required fire drill conducted aboard a VESSEL, all persons must report to their stations and demonstrate their ability to perform the duties assigned to them __________.",by the toolpusher,"in the Muster List (""Station Bill"")",by the person conducting the drill,at the previous safety meeting,B
328,At which of the following locations would a duplex pressure gage most likely be located?,Fuel oil service pump discharge flange,Fuel oil strainer,Fuel oil heater,Fuel oil flow meter,B
329,Ball peen hammers are sized according to their __________.,overall length,head weight,face diameter,peen head size,B
330,"Before doing any work on a hydraulic system equipped with accumulators, you should __________.",drain the accumulators and purge with oxygen,bleed off all stored energy from the accumulators,completely charge the accumulators to prevent system energy loss,pump the hydraulic fluid into the accumulators to prevent fluid loss,B
331,Boiler horsepower is equivalent to,"33,000 ft. lb.","33,475 BTUper hour","30,000 BTU per hour","30,000 ft. lbs. per minute",B
332,Control of flooding on a VESSEL should be addressed __________.,first,following control of a fire,following restoration of vital services,only if a threat exists,B
333,Copper is sometimes used for fluid power lines because it  __________.,has good resistance to high temperatures,has high resistance to corrosion,withstands heavy vibration under heavy system loads,resists hardening under stress,B
334,Devices which utilize the rapid flow of a fluid to entrain  another fluid and thereby move it from one place to another are called __________.,mixed flow pumps,jet pumps,volute pumps,centrifugal pumps,B
335,Diesel engine blow-by is the leakage of combustion gases past the __________.,oil rings only,compression and scraper rings,cylinder liner sealings,cylinder liner ring grooves,B
336,Dual electro-hydraulic steering units usually operate __________.,with both pumps on line at the same time,with one pump on standby,with the follow-up gear disconnected,only when the rudder is moved amidships,B
337,"During operating temperature changes, the ability of a lubricating oil to resist viscosity changes is indicated by a/an __________.",API number,viscosity index number,seconds Saybolt Furol number,seconds Saybolt Universal number,B
338,During the normal operation of a large marine diesel engine a turbo-charger begins to surge. What are the contributory factors of surging?,seized piston rings,"contamination of exhaust and scavenging, ducting, ports and filters",incomplete combustion process,overload of main engine,B
339,"During the operation of a R-22 refrigerating system onboard, it was observed that the suction pipe and the compressor itself are freezing. What is the probable cause of this problem?",Over changing the refrigerant in system,Too low temperature condenser cooling ,Excessive opening of expansion valve ,Too low temperature refrigerated rooms,B
340,"During the routine inspection of an operation centrifugal lube oil purifier, you notice oil discharging through the water diacharge port, which of the following actions should be taken?",Do nothing as this is format,Add water to seal the bowl,Increase the bowl speed to balance the water and coil discharges,Decrease the temperature of the entering oil to lower the specific gravity,B
341,Each ventilation system for an enclosed classified location on a VESSEL must provide a complete change of air every __________.,three minutes,five minutes,seven minutes,ten minutes,B
342,Expansion of the tube bundle in a shell-and-tube type cooler may be provided for by the __________.,packing and lantern rings,floating end tube sheet,shell foundation bolts,directional transverse baffles,B
343,Find the cicumference of a circle whose diameter is 19 inches?,43.23 inches,59.69 inches,63.95 inches,75.69 inches,B
344,"Fire extinguishers used on VESSELs are indicated by size using the designators ""I"" through ""V"", with ""I"" being __________.",used for electrical fires only,the smallest size,the most accessible size,the most effective size,B
345,Flash gas formed in the liquid line of a refrigeration system may cause __________.,pressure at expansion valve inlet to increase,expansion valve pins and seats to erode,expansion valve capacity to increase,pressure difference across the expansion valve to increase,B
346,"For a VESSEL with a list, an increase in 'GMT' will cause the inclination to __________.",stabilize at an angel of loll,decrease,increase,remain constant,B
347,"For efficient and proper operation, the brine density in a  submerged tube evaporator should be maintained at __________.",3.5 pounds of salt per 32 pounds of water,1.5 pounds of salt per 32 pounds of water,1 pound of salt per 32 pounds of water  to prevent excessive heat loss,1 pound of salt per 32 pounds of water to minimize excessive scale formation,B
348,"For proper support when turning a long thin piece of work between lathe centers, you should use a __________.",faceplate,steady rest,draw-in collet chuck,compound rest,B
349,"From the operational stand point, which characteristics of lube oil are the most important to the chief engineer?","Ash content, carbon residue, gravity","Viscosity, acidity, demulsibility","Pour point, flash point, precipitation number","Auto-ignition point, viscosity index, film strength",B
350,Good maintenance is decisive and best be achieved in the engine room if there is:,all engine personnel are present,high degree of safety,natural routine work,maintenance work,B
351,Heat exchanger used to heat the boiler feed water by means of waste gas as it passes from the boiler furnace to the stack.,close condenser,economizer,oil heaters,fresh water heat,B
352,Heavy fuel oils generally have an upper average ash content of 0.1% by weight.  Which of the following conditions could be expected if the ash content increases above this amount?,Glazing of the cylinder liners,Increased exhaust valve wear,Excessive bearing wear,Increased MEP,B
353,How many pieces of brooms is the minimum to kept onboard in order to full comply with SOPEP requirements?,2,4,6,8,B
354,"Hydraulic system reservoirs are often fitted with a combined filler/breather cap.  If the breather element becomes fouled, the __________.",reservoir will become pressurized,reservoir will be subjected to a partial vacuum,flow through the return lines will be stopped,actuator response time will be halved,B
355,"If a refrigeration system extracted 48,000 BTU per hour, the equivalent tonnage of the unit would be __________.",2 tons,4 tons,6 tons,8 tons,B
356,"If a stateroom has a 6"" by 12"" opening through which air travels at 100 feet per minute, what is the volume of air being supplied to the stateroom?",36 cu ft/min,50 cu ft/min,72 cu ft/min,100 cu ft/min,B
357,If an expansion valve is adjusted for too low a superheat value __________.,the efficiency of the unit will be increased,too much liquid will be passed back to the compressor,the box temperature will increase causing an expansion of the volume of air,the refrigeration effect will increase contributing to uncontrolled box temperatures,B
358,"If contaminated lube oil were allowed to settle undisturbed in a tank, into which layers would the contaminants separate?","Sediment on the bottom, oil in the middle, and water on top.","Sediment on the bottom, water in the middle, and oil on top.","Water on the bottom, oil in the middle, and sediment on top.","Water on the bottom, sediment in the middle, and oil on top.",B
359,"If high relative humidity is maintained in a cargo hold, there is a significant possibility that __________.    I. there will be an accumulation of static electricity   II. mold will grow and contaminate the cargo",I only,II only,Both I and II,Neither I nor II,B
360,"If one drive belt on air compressor is found to be worn , you should ________.",replace that belt only,replace all the belts,dress the worn belt,adjust belt tension,B
361,"If the discharge valve is closed before the drive motor is  stopped, which of the following types of pumps will most likely be damaged?",Centrifugal,Gear,Propeller,Turbine,B
362,"If the distillate salinity from a flash evaporator is 0.21 gpg and the discharge from the feedwater heater is 175oF, the automatic, three-way, solenoid valve will _____________.",direct distillate to the bilge,direct distillate to the ship's freshwater system,recirculate distillate to the sea feed heater,dump the distillate overboard,B
363,"If the drill point lips are ground at different angles, the drill will __________.",overheat rapidly from rubbing,cut an oversized hole,cut a continuous chip,jam in the hole and break,B
364,"If the drive belts on an air compressor were squealing, you should fix them by _________ belts.",spraying oil on the,tightening the,loosening the,installing wider,B
365,If the electric motor onan electric driven compressor fails to start the cause may be a ____.,leaking unloader,tripped circuit braker,control leak,defective pop valve,B
366,"If the propeller is turned in astern direction, it has a bad effect on the main engine. This bad effect can be controlled by the ______.", Main bearing,Thrust bearing,intermediate bearing,Crank bearing,B
367,"If the viscosity of the liquid being transferred remains constant as the discharge pressure increases, the rotary pump __________.",capacity will increase,capacity will decrease,suction pressure will increase,suction pressure will decrease,B
368,"If you are cutting external threads by hand and you start the die at an angle, the threads will __________.",be out of round on the work,be cut crooked on the work,"be rough, weak, and easily broken",straighten out after the third revolution,B
369,"If you have a duplex double acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 10"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",98 gpm,196 gpm,272 gpm,49 gpm,B
370,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 6"" diameter cylinder, a 7"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",95 gpm,189 gpm,110 gpm,47 gpm,B
371,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",45 gpm,89 gpm,78 gpm,22 gpm,B
372,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 5"" diameter cylinder, a 8"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",82 gpm,164 gpm,132 gpm,41 gpm,B
373,"If you have a duplex double acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",23 gpm,91 gpm,45 gpm,79 gpm,B
374,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 7"" diameter cylinder, a 12"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",142 gpm,570 gpm,285 gpm,488 gpm,B
375,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",69 gpm,139 gpm,83 gpm,35 gpm,B
376,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 3"" diameter cylinder, a 10"" stroke and operating with 77% volumetric efficiency, what is the capacity of this pump?",40 gpm,80 gpm,134 gpm,20 gpm,B
377,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 5"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",47 gpm,94 gpm,59 gpm,24 gpm,B
378,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 98% volumetric efficiency, what is the capacity of this pump?",105 gpm,210 gpm,147 gpm,52 gpm,B
379,"If you have a duplex double acting reciprocating pump making 190 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",85 gpm,170 gpm,119 gpm,42 gpm,B
380,"If you have a duplex single acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 13"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",72 gpm,143 gpm,286 gpm,672 gpm,B
381,"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 5"" diameter cylinder, a 13"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",347 gpm,134 gpm,67 gpm,267 gpm,B
382,"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",32 gpm,64 gpm,77 gpm,129 gpm,B
383,"If you have a duplex single acting reciprocating pump making 150 strokes/minute, with a 6 inch diameter cylinder, a 4 inch stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",140 gpm,70 gpm,35 gpm,20 gpm,B
384,"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",12 gpm,24 gpm,40 gpm,48 gpm,B
385,"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",104 gpm,60 gpm,30 gpm,119 gpm,B
386,"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",608 gpm,260 gpm,130 gpm,521 gpm,B
387,"If you have a duplex single acting reciprocating pump making 270 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",99 gpm,66 gpm,33 gpm,132 gpm,B
388,"If you have a simplex double acting reciprocating pump making 140 strokes/minute, with a 6"" diameter cylinder, a 10"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",81 gpm,161 gpm,268 gpm,322 gpm,B
389,"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 4 diameter cylinder, a 12"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",144 gpm,36 gpm,72 gpm,216 gpm,B
390,"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 4 diameter cylinder, a 12"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",158 gpm,39 gpm,79 gpm,237 gpm,B
391,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 6"" diameter cylinder, a 13"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",107.7 gpm,113.4 gpm,215.4 gpm,226.8 gpm,B
392,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",146 gpm,154 gpm,162 gpm,170 gpm,B
393,"If you have a simplex single acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 5"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",83 gpm,21 gpm,41 gpm,52 gpm,B
394,"If you have a simplex single acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",526 gpm,132 gpm,263 gpm,614 gpm,B
395,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",519 gpm,130 gpm,259 gpm,605 gpm,B
396,"If you have a simplex single acting reciprocating pump making 180 strokes/minute, with a 3"" diameter cylinder, a 4"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",43 gpm,11 gpm,21 gpm,28 gpm,B
397,"If you have a simplex single acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",119 gpm,30 gpm,60 gpm,104 gpm,B
398,"If you were uncertain as to what type of gasket material to install in a pipeline, you should __________.",turn the old gasket over and install it again,check the ship's plans or manufacturer's instructions,leave the old gasket in and cover it with Permatex,make up the joint without a gasket until you can check with the chief,B
399,"If your vessel burns 8 tons of fuel per hour at 15 knots, how many tons per hour will it burn at 18 knots?",9.6 tons,13.8 tons,9.5 tons,11.5 tons,B
400,In a diesel engine lube oil system the lube oil cooler is usually located after the filter to:,allow for a greater pressure drop across the filter,prevent water from entering the filter,allow the filtering of less viscous oil,allow for greater control of lube oil pressure,B
401,"In a double-effect submerged tube evaporator, the brine density should be prevented from falling below 1.5/32 nds to minimize _______________",scale formation in the tube nests,loss in capacity and economy,corrosion in the evaporator,carryover in the evaporator,B
402,"In a reciprocating pump, the position of the pilot valve is controlled by the position of the __________.",main steam piston valve,piston in the steam cylinder,cushioning valve,governor valve spindle,B
403,"In a refrigeration system, the condenser cooling water regulating valve is directly controlled by the __________.",temperature of the cooling water,compressor discharge pressure,amount of refrigerant in the system,temperature of the refrigerant after expansion,B
404,"In a refrigeration system, what is meant by the term 'high  efficiency purge unit?'",Those purge units which discharge the highest percentage of  refrigerant with the air being removed.,Those purge units which discharge very little refrigerant with the air being removed.,Those purge units which draw very little electrical power.,Those purge units which need the least amount of on-going maintenance.,B
405,"In a single effect thermal circulation flash-type distillation plant, final brine droplets are removed.",by the brine runners,by the mesh separators ,in the condensate chamber,in the diffusers,B
406,"In case of emergency, the electro-hydraulic steering system  can be directly controlled by means of the ",follow up gear ,trick wheel ,reciever unit,Rapson slide ,B
407,"In closed feed and water cycle, which of the following could prevent the vacuum from reaching the desired level?  I. steam leaking from the turbine glands  II. Marine growth on the cooling waterside of the main condenser.",I only,II only,both I and II,neither I nor II,B
408,"In most pumps and pump motors, overpacking the ball bearings full of grease will result in __________.",moisture emulsification of the bearing grease,insufficient circulation and overheating of the bearing,proper grease circulation to cool the bearing,sliding friction between balls and races,B
409,"In order to recognize the amount of anchor chain paid out,  specific portions of the chain are color coded and wrapped  with wire.  The third shot of chain should have __________.",three turns of wire wrapped around the detachable link,three turns of wire wrapped around the stud of the third link on each side of the detachable link,three turns of wire wrapped around the stud of the link on  each side of the detachabale link,one turn of wire wrapped around the stud of the third link  on each side of the detachable link,B
410,"In rotary pump, an increase in rotor clearance will _____________.",increase discharge pressure,decrease pump capacity,decrease pump cavitation,decrease reaction ring clearance,B
411,Injection nozzles are directly cooled by:,oil flowing through passages in the nozzle holder,water flowing through passages in the nozzle holder,direct contact with the cylinder head,heat conduction through the water jacket,B
412,It is defined as a product of the force and the distance traveled by the force measured along the line of action of the force.,energy,work transfer,acceleration,heat transfer,B
413,It is the kind of document or certificate where the ship management company have based in establishing the safe working practices and procedures including to follow during emergency situations to be implied onboard.,SMC,DOC,ISM,SMS,B
414,"It is the portions of a vessel extending beyond the main hull outline, including such items as rudder, shafting, structs, bissings and bigle keels:",ballast,appendages,baseline,amplitude,B
415,"It is the ration of shear stress, to the strain rate:",notation,viscosity,overdamping,magnification,B
416,It is the temperature at which flammable liquid will give off sufficient vapor to support a  flash flame but will not support continuous combustion:,glass,flash point,pour point,critical point,B
417,"It is what can be found effective by using the instrument called ''Dial Gauge"" during crankcase inspection in port of a large crosshead type main propulsion diesel engine onboard.",Heavy worn bearing,Misaligned piston rod,Crank deflection,Crankshaft dent,B
