FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
272,"In order to have an effective security plan or measures to take in the event of pirate attacks, which of the following persons or groups should be informed?",Ship’s crew,Competent person in the Company,Ship’s in the vicinity,Ship’s agent in the area,A
273,"In order to prevent galvanic corrosion, an aluminum boat must be insulated from the davits and gripes. Which of the following is acceptable as an insulator?",Hard rubber,Canvas,Leather,Sponge rubber,A
274,"In putting out a fire in a paint locker, what is the most effective fire extinguishing agent to be used?",Carbon dioxide,Chemical foam,Dry chemical,Light water,A
275,"In reference to MARPOL 73/78 Annex V, the prohibition of the discharge of ground paper products, rags, glass, metal, bottles, and crockery applies to a vessel operating within how many nautical miles of the nearest land? ",3 nautical miles,12 nautical miles,25 nautical miles,200 nautical miles,A
276,"In risk assessment, what do you call this type of risks that risk based decisions are normally taken by the Company and are usually dynamic in nature?",Speculative Risk,Pure Risk,Major Risk,Limited Risk,A
277,"In ship construction, the frames spacing will be:",reduced at the bow and stern,increase in length at the beams,increase girder bottom plate,to have enough strength at frames,A
278,"In ship construction, the hull frame members that run athwartship are called __________.",transverse,deck ,stringer,longitudinal,A
279,"In the absence of external forces, the center of buoyancy of an inclined vessel is vertically aligned directly below the:",center of gravity,center of the waterplane area,center of floatation,amidship station,A
280,"In the revised ISM Code, an identifiable deviation that poses a serious threat to the safety of personnel or the ship or a serious risk to the environment that requires immediate corrective action or the lack of effective and systematic implementation of a requirement of this Code is a:",major non-conformity,major non-compliance,minor non-conformity,minor non-compliance,A
281,"In the ship's superstructure, the vertical divisions arrange  are known as:",bulkheads,decks,floors,peaks,A
282,"In the task of organizing a training program, basically there are three stages, which of the  following stages is NOT involved?
",Monitoring stage                                       ,Disposal stage                                             ,Discharging stage,Segregation stage,A
283,"In weighing CO2 cylinders, they must be recharged if weight loss exceeds:",10% of weight of charge ,10% of weight of full bottle   ,15% of weight of full bottle,20% of weight of charge,A
284,"Inflatable life rafts shall be serviced at an approved servicing facility every 12 months or not later than the next vessel inspection for certification. However, the total elapsed time between servicing cannot exceed:",16 months,15 months ,14 months,13 months,A
285,Initial stability refers to stability:,at small angles of inclination,when loaded with minimum deck load,when at transit draft,when GZ is zero,A
286,It is a certain percentage of commission due to charters on the amount of freight on signing Bills of Lading.,Address commission,Charterer's commission,Freight commission,Advance freight commission ,A
287,It is a document containing the list of cargoes laden on board the ship.,A cargo manifest,The certificate number,The certificate of inspection,The log book,A
288,It is a kind of teaching - learning principle where the trainee must proceed step by step and each step must be in some way more difficult than the previous step.,Graduated sequence,Perceived purpose,Affective Objective  ,Cognitive Objective ,A
289,It is an expression that covers all damages which may be sustained by ship and/or cargo during a voyage as well as extraordinary expenses which may be incurred in a maritime adventure.,Average,General average,Overall average,Percent average,A
290,It is stipulated in the STCW Code that the bridge team members must take mandatory rest period of at least _______ hours in 7 days.,70,80,90,60,A
291,It is the ability to get things done right.,Efficiency    ,Skill     ,Competency,Effective resource,A
292,It is the measure of the internal capacity of the ship.,Gross tonnage,Net tonnage,Tonnage measurement,Compensated tonnage,A
293,Kind of tank that is usually constructed onboard cargo vessels used as bulkhead enclosing the stern tube and rudder trunk in a watertight compartment is:,aft peak,topside tank,forepeak,collision bulkhead,A
294,Lifeboat winches on mobile offshore drilling units are required to be inspected and an entry made in the logbook. How often should this entry be made?,Every 3 months,Every 6 months,Every year,Only after conducting a boat drill,A
295,"Liferaft shall be so constructed that when it is dropped into the water from a height of _______, the liferaft and its equipment will operate satisfactorily.",18 meters,20 meters,22 meters,24 meters,A
296,Lighter longitudinal stiffening frame on the vessels side plating are called _______.,stringers,side frames,side stiffeners,intercostals,A
297,"MARINA Circular No 131,Prescribe the guidelines to ensure     compliance with Regulation I/14 by all shipping companies operating Philippine-registered ships plying in _____________ waters.
",International ,Domestic,Rural,Special areas,A
298,Oleophillic skimmers work by:,attracting oils,sucking up oil,dissolve oil,dispersant,A
299,"On a cargo vessel, fire and boat drills must be held within 24 hours of leaving port if the percentage of the crew replaced is more than:",0.25,0.15,0.35,0.45,A
300,"On a tank vessel, which of the following substances would be burning in a class ""B"" fire?",Oil,Wood,Rags,Electrical wiring,A
301,"On an oceangoing vessel, for each person a lifeboat (without desalting kits) is certified to carry, the boat must be supplied with __________.",3 liters of water,2 pounds of condensed milk,a life preserver,a signaling whistle,A
302,Onboard training in the use of lifesaving appliances shall be given not later than:,2 weeks after embarkation,1 week after embarkation,3 weeks after embarkation,4 weeks after embarkation,A
303,One of the most prevalent sickness of a seaman is sexually transmitted diseases. The most common medicine in the vessel’s medicine chest for this is:,penicillin,epsom salt,condom,stud Aid,A
304,One ton per cubic meter refers to:,mass density,specific volume,weight,specific gravity,A
305,"Persons who have swallowed a non- petroleum based poison are given large quantities of warm, soapy water or warm salt water to:",induce vomiting,absorb the poison from the blood,neutralize the poison in the blood,increase the digestive process and eliminate the poison,A
306,Placing the patient in a tub of cold water is one of the treatment of:,heat exhaustion,hypothermia,asphyxia,frostbite,A
307,"Prior to engaging the turning gear, precaution should be taken to ______________.", shut off the starting air supply and open the indicator cocks,transfer M/E control to emergency control console of the engine ,close the inlet and outlet valves for cooling water,starting the system with open valves and empty pipes,A
308,"Prior to entering a davit-launched liferaft, which of the following checks should make first?",The liferaft is well ventilated of excess carbon dioxide,All personnel have removed their life preservers to facilitate boarding,The door flap has been cut away and stowed inside the raft,all of the choices,A
309,Protective equipment to be used while carrying out oxy-acetylene welding should always include __________. ,goggles,ear plugs,steel toe safety shoes,non-sparking tools,A
310,Providing a new employee with the information needed in order to function comfortably in the organization is called:,familiarization        ,orientation            ,inauguration,acquaintance,A
311,"Regulations for the prevention of pollution by oil, are stipulated in MARPOL 73/78:",Annex I,Annex II,Annex III,Annex IV,A
312,Repairing damage to the hull at or above the waterline reduces the threat of:,continued progressive flooding,free surface effects,wind overturning moments,capsizing the vessel,A
313,"Rocket Parachute flares, complying with the requirement of SOLAS convention, shall be carried and be stowed on or near the navigating bridge.  At least how many rockets are required?",12,10,6,4,A
314,"Ship routeing system contribute to safety of life at sea, efficiency of navigation and protection to marine environment. What part of SOLAS Regulations it belongs?",Chapter V Regulation 8,Chapter V Regulation 6,Chapter V Regulation 7,Chapter V Regulation 9,A
315,"Ship's hold compartment portioned off special to carry water, liquid cargo, or for trim and stability:",double bottom tanks,ship peak tanks,vessel quantity tanks,vessel reactive tanks,A
316,Ships' routeing systems are ___________ under the amended SOLAS Regulations.,Recommendatory for use,Mandatory requirements,Required by ocean routes,Compulsory as per charter party agreement,A
317,Ships' routeing systems contribute to ___________.,safety of life at sea,safe voyages,short routes,safety and reliable routes,A
318,Slop tank is specially designated for the collection of:,All of the choices,tank draining,cow excess,tank excess,A
319,Small hull leaks can be temporarily repaired by:,caulking,seizing,parceling,parbuckling,A
320,SOLAS requires a logbook entry for the operation of watertight door drills. Which of the following lists the frequency that these drills are required to be conducted for passenger vessels? ,Weekly,Monthly,Bi-weekly,Quarterly,A
321,SOLAS stipulates that an international shore connection shall have a flange of at least __________ thick.,14.5mm,15.5mm,17.8 mm,17.6 mm,A
322,"Soles Chapter V, the Contracting Governments undertake to continue ice patrol service and observation of ice conditions in____________.",North Atlantic,Pacific,South Atlantic,Arctic Region,A
323,Specific acts of an individual or organization that either directly or indirectly cause an incident is called:,human error,human factor,human misinterpretation,human planning,A
324,Spills of persistent oils with greater than 1.0 specific gravity:,do not readily evaporate and are difficult to recover,should be easily dispersed with dispersants,easy to recover,should be easily absorbed,A
325,The ABC-rules are an important part of the First Aiders know how. What does the First Aid ABC-rules stands for?                 ,Airway  Breathing Circulation ,Anything But Continuation,Air Breathing Condition,Air Breaking Circulation,A
326,"The ability to use and exert power over followers, leader role models actions and behaviors he/she wants followers to emulate.",Influence,Persuasion,Motivate,Encouragement,A
327,The administering of artificial respiration may commence when the victim is:,bluish in color and lacks breathing,irregular breathing,unconscious,any of the choices,A
328,The air spaces in the floor of an inflatable liferaft will provide protection against __________.,cold water temperatures,loss of air in the sides of the raft,asphyxiation from CO2,rough seas,A
329,The annual survey for endorsement of a Load Line Certificate must be held within:,3 months either way of the certificate anniversary date,the three months period immediately following certificate anniversary date,12 months either way of the certificate anniversary date,the twelve months period immediately following certificate anniversary date,A
330,The appointment of a person to a higher rank gives:,potential authority only,maximum authority that nobody can question him,that person the rights to claim more demands,that person the rights to promote others whenever he likes,A
331,The assessment of a trainee's practical demonstration of skills should be conducted __________.,within the normal routine of vessel's operation,"at any time of the day, particularly outside normal operations",within the last six hours that the trainee will be onboard the vessel,"only when the trainee first arrives onboard, and preferably within the first few days",A
332,The burning period of a rocket parachute flare shall be at least:,40 seconds      ,35 seconds           ,25 seconds,20 seconds,A
333,The capacity required of a portable fluid extinguishers shall not be more than:,13.5 liters,13.0 liters,13.2 liters,13.6 liters,A
334,The characteristic of a good first aider which makes good use of things at hand is:,resourceful,tactful,responsible,accountable,A
335,The correct procedure in handling plastic garbage is to:                                                                                                                                              I. Segregate all plastic                                                                                                                                                                            II. Burn the plastic using incinerator                                                                                        III. Discharge all plastic garbage in port reception facility                                                                                                                                IV. Plastic can be discharged more than 25 nautical miles from the nearest land,I and II only,II and IV only,II only,III only,A
336,The davit launched liferaft can be boarded __________.,at the deck,through the escape tube,from the water only,by jumping down onto it,A
337,The distance between B and M.,Metacentric Radius,Metacentric height,Metacenter,Righting Arm,A
338,The Domestic equivalent of the STCW being implemented by MARINA is called:,Qualification Documentation Certificate ,National Safety Certificate ,Certificate of Inspection,Certificate of Documentation,A
339,"The draft is called ___________ when the vessel is complete with water in boilers but without crew, bunkers, fresh water, stores and other load.",Light draft,Initial draft,Minimum draft,Maximum draft,A
340,The electric winch drive motor on one of your ship's lifeboat davits needs to be replaced. What minimum short-time rating should the replacement motor have in hours?,1/12,1/2,1/4,1,A
341,The empty weight of a 100 lb cylinder is fixed CO2 fire extinguishing system is 130 lbs. What is the minimum acceptable weight of the cylinder before recharging would be required?,220 lbs,240 lbs,230 lbs,210 lbs,A
342,The end joint formed plates in a hull plating strakes is properly identified as a:,butt,bracket,search,seam,A
343,The FIRST concern in treating a person for an extensive burn is to prevent or reduce:,pain,infection ,spread,relieve the duties of the doctor,A
344,The function of the bypass valve on the self-contained breathing apparatus is to:,allow the wearer to manually give himself oxygen,release excess heat which would otherwise cause the bottle to explode,allow the wearer to expel carbon dioxide,release carbon monoxide while breathing,A
345,The inside light in an inflatable liferaft is turned on __________.,automatically as the liferaft inflates,with a switch near the boarding handle,at night because the light has a photosensitive switch,by screwing the bulb in after the raft inflates,A
346,The international shore connection required on a vessel is designed to __________.,allow hook up of fire fighting water from a dock or another vessel,allow emergency use of the fire main for deballasting,permits discharge of waste oil to shore facilities,satisfy pollution prevention requirements,A
347,The joint formed when two steel plates are placed end-to-end is called a:,butt,bevel,seam,bond,A
348,The largest crew a cargo vessel may carry without having a hospital space is ______________.,6,11,12,16,A
349,"The location for a liquid cargo fire to occur on tanker vessels, mostly be ____________.",in the pump room,at the main deck manifold,at the vent header,fire dampers only,A
350,The luminous intensity of lifejacket lights shall have a duration of at least:,8 hours,10 hours,12 hours,14 hours,A
351,The manner of establishing objectives and processes necessary to deliver results in accordance with  customer requirements and the organization's policies.,Planning     ,Instructing,Checking,Acting                            ,A
352,"The MARINA is governed by a Board known as the Maritime Industry Board, which is the policy making body of the Agency. It is chaired by:",Department of Transportation and Communications Secretary,MARINA Administrator,Philippine Coast Guard,STCW Director,A
353,The Master of a small passenger vessel must conduct sufficient drills and give sufficient instruction as necessary:,to ensure that all crew members are familiar with their duties during emergencies,at each crew change,every week,every month,A
354,The oil transfer procedures aboard a tanker transferring oil are NOT required to contain __________.,the name of each person designated as the person in charge of transfer,special procedures for topping off tanks,a line diagram of the vessel's oil transfer piping,a description of the deck discharge containment system,A
355,The operating cord on an inflatable liferaft should be renewed by __________.,an approved servicing facility ashore,leaving the original line and tying another one to it so the two lines will take the strain,cutting the line where it enters the case and replacing that portion,"removing the top half of the shell, cutting the line at its source, and renewing completely",A
356,The part of the vessel that maintain watertight integrity by covering  the whole vessel structure together is the ___________ plates.,Shell                                                    ,Main deck  ,Hull ,Bilge keel,A
357,The period required for a watchkeeper in the consumption of alcohol before going on watch is__________.,4 hours,8 hours,6 hours,5 hours,A
358,The person assigned to command a lifeboat or inflatable liferaft on a MODU shall have a list of the persons assigned to the lifeboat or liferaft. The list shall include each person's __________.,duties,home address,home phone number,nearest relative's address,A
359,The preferred method of controlling external bleeding is by:,applying direct pressure on the wound,elevating the wounded area,applying pressure on a pressure point,applying a tourniquet above the wound,A
360,The ratio between the under water volume of a ship and that of a “box shape” barge having the same length and breadth is called:,block coefficient,fresh water allowance,sea water allowance,buoyant effect,A
361,"The restriction of overtime work is that the person shall not be required, under normal circumstances, to work more than _________.",14 hours per day,24 hours per day,10 hours per day,12 hours per day,A
362,The result of large GM is the vessel being:,stiff,tender,subjected to a long roll,good with transverse stability,A
363,The steps of an embarkation ladder shall not be less than _________ long and __________ wide.,480 mm and 115 mm,460 mm and 105 mm,470 mm and 110 mm,455 mm and 100 mm,A
364,The strictest load line regulations apply to _____________.,passenger ships,freighters (break-bulk),tankers,gas carriers,A
365,"The technique which teaches people how to stand, hold themselves and move differently in order to eliminate unnecessary tension in their bodies.",Alexander technique ,Posturing technique,Yoga technique,Ergonomics,A
366,The use of sinking and dispersing agents for removal of surface oil is:,generally harmful to sea life,too expensive for common use,generally harmful to environment,limited only to use,A
367,The values of the height of the metacenter (KM) at any draft may be taken from the:,Hydrostatic Properties Table,Building plans of the ships,Trim Tables,Stability letter,A
368,"The word “organization” has two meaning; the first implies a/an _________, the second refers to:",institution; a process,coaching; a process,group: a process,community: a process,A
369,"Thermal protective aids"" are required for what percentage of the persons survival craft is equipped to carry?",10%,50%,75%,100%,A
370,"To determine the number of portable fire extinguishers required on an inspected vessel, you should check the __________. ",Certificate of Inspection,Safety of Life at Sea Certificate,Muster List ,Hot work permit,A
371,"To determine whether or not an adult victim has a pulse, the rescuer should check for the pulse at the:",carotid artery in the neck,femoral artery in the groin,brachial artery in the arm,radial artery in the wrist,A
372,"To obtain the lifeboat capacity, the average weight of a person is the calculation shall be _________ per person.",75 kgs.,70 kgs.,80 kgs.,85 kgs.,A
373,"To release the davit cable of a davit launched liferaft, you must __________.",pull the release lanyard,pull on the ratchet handle,push the release button,pull the hydraulic release,A
374,To sink due to loss of reserve buoyancy.,Founder,Beaching,Overloading,Unseaworthy,A
375,"To turn over an inflatable liferaft that is upside down, you should pull on the __________.",righting strap,sea painter,canopy,manropes,A
376,Treatment of frostbite includes:,warming exposed parts rapidly,rubbing affected area with ice or snow,slowly cooling in a warm sea water,sipping warm water,A
377,Treatment of heat exhaustion should consist of the listed?,Moving to a shaded area and laying down,Bathing with rubbing alcohol,Placing patient in a tub of cold water,all of the choices,A
378,Treatment of sunstroke consists principally of which of the following?,"Cooling, removing to shaded area and having the victim lay down",Bathing with rubbing alcohol,Drinking ice water,all of the choices,A
379,Unaided hearing capacity for experienced seafarers should be at least ___________in the other ear other than the better ear.,40 dB,35 dB,26 dB,31 dB,A
380,"Under Annex I of Marpol 73/78, what is the allowed effluent that can be discharged overboard at sea via oily water separator?",15ppm,100ppm,10 ppm,1 ppm,A
381,"Under Annex IV of MARPOL 73/78, the discharge of sewage into the sea will be prohibited, except when the ship has in operation an approved sewage treatment plant or is discharging comminuted and disinfected sewage using an approved system at a distance of more than _____________ from the nearest land.",3 nautical miles,24 nautical miles,12 nautical miles,10 nautical miles,A
382,"Under PMMRR '97, a 5,000 GRT vessel shall carry how many fireman's outfit?",3 sets,2 sets ,4 sets ,5 sets,A
383,"Under R.A. 9295 Rule I section 3, what is the license or authority issued by MARINA to a domestic ship operator to engage in domestic shipping?",Certificate of Public Convenience,Certificate to Operate,Certificate of Public Guidance ,Certificate Transport,A
384,Under SOLAS passenger ships and ships other than passenger ships of_____ and upwards constructed on or after 2002 must carry Voyage Data Recorders (VDR) to assist in accident investigation:,"3,000 GRT","4,000 GRT","10,000 GRT","2,000 GRT",A
385,Vessel stability is greatly affected when water or fuel tanks are partially filled as a result of the:,free surface effect,free communication effect,increase of buoyancy,decrease in draft,A
386,"Watchkeepers should have a mandatory rest period of 10 hours in any 24 hour period, if this split into two periods the other must be at least:",6 hours,8 hours,4 hours,12 hours,A
387,What are the 3-6-9 concept with regards to ISPS Code?,"3 Security Levels, 6 Security Measures, 9 Security Threats ","3 Security Levels, 6 Security Threats, 9 Security Measures ","3 Security threats, 6 Security levels, 9 Security measures ","3 Security measures, 6 Security levels, 9 Security threats",A
388,What are the criteria requiring ships that it must be provided with  automatic fire detection onboard with heat/ smoke detectors and audio alarm?,All ships that is covered by the IMO safety conventions,All ships that are built after 1986,All ships with 150 GT,All ships  that travels around the world,A
389,"What behavioral performance or activity should the trainee be doing when the trainee has achieved the goal of a particular educational objective?
",Instructional objective ,Educational Aim,Teamwork,Individual Learning,A
390,What does the quality manual need to have?, The documented procedures established for the QMS,The affectivity of the QMS, The versions of the applicable documents of the QMS,The complexity of the processes,A
391,What information will you find about  the fire control plan on board a vessel?,The location of the fire fighting appliances,How to use the fire fighting appliances correctly,How to respond in case of fire,Reacting chemically with the fire,A
392,"What is a kind of Terminal Performance Objectives which specify what the trainee should  redound to organization when the training is completed?
",Ultimate Values Objectives,Job Behavior Objectives ,Attitude Objective   ,Knowledge Objective ,A
393,What is a particular learning scope for instructional objective which is concerned with how a trainee controls or moves his body?,Psychomotor Objective,Cognitive Objective,Instructional objective ,Affective Objective,A
394,What is the basis of competence of personnel performing work under QMS?,"Education, training, skills and experience","  Experience, conformity, simulation and environment","Mission-orientation, dependability, certification and efficiency","Effectiveness, training, cleanliness and risk management",A
395,What is the best procedure for picking up a lifeboat at sea while utilizing the lifeboat's sea painter?,Place the lifeboat ahead and to leeward of your ship with the wind about broad on the bow of your ship.,Place the lifeboat ahead and to windward of your ship with the wind about broad on the quarter of your ship.,Place the lifeboat ahead and to windward of your vessel with the wind about broad on the bow of your ship.,Place your ship to windward of the lifeboat with the wind on the quarter to allow your ship to drift down to the lifeboat.,A
396,What is the FIRST firefighting attack should be done when a heavy smoke is coming out from a partially open door of the paint locker?,"To secure the door and vents, then manually release the CO2 ",To enter the use a portable extinguisher,Contamination of food with the extinguishing agent,Loss of ship stability,A
397,What is the first step in planning?,Select goals for the ships organization,Set up guidelines for the ships organization,Gather the best personnels for the job,coach the personnel to be involved an follow proper procedures,A
398,What is the importance of having a high “reserve buoyancy” after loading if the ship will be accidentally holed during navigation?,Avoid sinking,Avoid capsizing,Avoid listing,Avoid heeling,A
399,What is the primary purpose of a splint applied in first aid?,Immobilize a fracture,Control bleeding,Good blood circulation,Enough oxygen circulation,A
400,What is the purpose of the limit switch on gravity davits? ,To cut off the power when the davits are about 12 inches or more from the track safety stops,To cut off the power when the davits hit the track safety stops,To stop the davits from going too fast,To control the davit before it hits the track safety stops,A
401,What is the thing to do when a number of survivors is in the water after abandoning a vessel?,They should group to form a small circle of survivors to create a warmer pocket of water in the center of the circle,   They should send the strongest swimming to shore for assistance,     They should form a raft by lashing their lifejackets together,    It is useful in fighting only chemical fires,A
402,What is this process in risk assessment that determines what can go wrong?, Pro-active approach,Reactive approach,  Active approach,Risk-based approach,A
403,"What kind of person approved by the company to assess a seafarer's competence at the appropriate level and for the functions specified?
",In-service assessor,The Master,The Chief Engineer,The Surveyor,A
404,What prevents an inflated liferaft from being pulled under by a vessel which sinks in water over 100 feet in depth?,The weak link in the painter line,Nothing,The hydrostatic release,A Rottmer release,A
405,What should be the deck pressure when testing the emergency fire pump?,Highest deck,Lowest deck,Main deck,Minimum possible area,A
406,What should be used to steer an open lifeboat if the rudder becomes lost or damaged?,Steering oar,Dagger board,Sea anchor,Spare rudder,A
407,What term generally used to designate one of the transverse ribs that make up the skeleton of a ship?,Frame,Keel,Shell plating,Strakes,A
408,What type of burn from sun rays and light reflected from a bright surface  (e.g. sea) that can cause damage to the skin and eyes?,Radiation burns,Electrical burns,Sun burns,Minor burns,A
409,What will be observed of a ship that navigated from open sea with a high water density when it enters a river with a low water density?,Draft will increase,Draft will decrease,Ship will list,Ship will heel,A
410,What will happen to the ballast water when the vessel is in sub-freezing temperature?,Ballast water become frozen,Dishcharge ballast water as soon as possible,The ballast water will not freeze,The 50% ballast water will freeze,A
411,What will NOT be found on the Certificate of Inspection of an ocean going tankship?,Minimum freeboard permitted,Grade(s) of cargoes that the vessel may carry,Waters upon which the vessel may be operated,Manning requirements,A
412,What would you do to save the ship if there is an engine room fire at sea is to _______.,ring the bell continuously & vacate E/R,continuous ringing of E/R bell to vacate & release CO2 system,run fire pump & extinguish fire at the area,run fire pump & use appropriate fire extinguisher,A
413,"When a vessel is floating upright, the distance from the keel to the meta center is the:",KM,height of the baseline,righting arm,GM,A
414,"When administering chest compression during CPR, at what part of the victim’s body should the pressure be applied?",Lower half of the sternum,Right chest over the heart,Top half of the sternum,Left chest over the heart,A
415,"When fighting a fire in a space containing an IMO class 1 hazardous cargo, the most effective fire fighting procedure is to __________. ",use water from fire hoses or a sprinkler system,shut down the ventilation and exclude all air to smother the fire,activate the fixed CO2 firefighting system,use high-expansion foam,A
416,"When giving the first aid, you should understand how to conduct primary and secondary surveys and know:",the limit of your capabilities,how to diagnose an illness from symptoms,the critical time needed for treatment/access to appropriate land-based care,any of the choices,A
417,When is it required for a dry chemical fire extinguisher to be recharged?,After each use,When the air temperature exceeds 90°F,Every six months,Every 12 months,A
418,"When transferring survivors from an enclosed lifeboat to a rescue vessel, personnel on board the boat should __________.",remain seated inside and make the transfer one person at a time,climb on top of the boat while waiting for their turn to transfer to the rescue vessel,remove their life preservers to make it easier to climb on board the rescue vessel,enter the water and swim over to the rescue vessel,A
419,"When water is used to fight a fire on board a ship, the effect of the weight of the water must be taken into account. How much sea water will increase the weight displacement by one ton? ",35 cubic feet ,64 cubic feet ,100 gallons,500 liters,A
420,"When whistle signals are used for launching lifeboats, one short blast means __________.","""lower all boats""","""raise all boats""","""drill is over, secure all boats""","""use the float-free method only""",A
421,"When working on a tow, a good safety precaution is to __________. ",always remove the toothpick after tightening the ratchet,carry loads on your inside shoulder when walking along the outside of a barge,tighten ratchets outboard,walk on the top of covered barges when possible to avoid narrow gunwales,A
422,"When you hear three short blasts on the ship's whistle and the same signal on the general alarm bells, you __________.",are dismissed from drills,should start the fire pump,are required to be at your liferaft,should point to the man overboard,A
423,Which are created as the need for them arises in a matrix structure?,Project terms                                            ,Division organization                                  ,Organizational planning,Goal setting,A
424,Which is a Bill of Lading of goods made deliverable to its holder even without endorsement?,Bearer B/L,Open B/L,Order B/L,Straight B/L,A
425,Which is NOT a safety precaution to be observed during the loading of Liquefied Gas? ,Make sure the rake ends of the barge are completely dry and mopped.,Be on the lookout for work being accomplished ashore in the vicinity of the barges.,Report any leakage of cargo.,Ascertain that the hoses to be used are in good order.,A
426,Which is NOT a symptom of traumatic shock?,"Slow, deep breathing","Pale, cold skin",Nausea or vomiting may occur,Person is exhibiting disorientation or giddiness,A
427,Which is the formula in obtaining the draft due to change of water density from salt to fresh water?,Df = SW density / FW density x SW draft ,Df = FW density / SW density x FW draft ,Df = SW density / FW density x SW draft / 2,Df = SW density / FW density x SW draft x 1.025,A
428,Which is/are the major reason/s in aborting passage planning?,Machinery failure or malfunction,Heavy traffic congestion,Bad weather,Change of voyage instructions,A
429,"Which item may be substituted for, in the fireman's outfit, on a cargo vessel? ",Flame safety lamp,Fire ax,Rigid helmet,Flashlight,A
430,Which muscle is the most persevering one in the body?,The heart,The lever,The skin,The brain,A
431,Which of the circumstances listed is an exception to the garbage discharge requirements in Annex V to MARPOL 73/78? ,"A person falls overboard, and a plastic ice chest is thrown for flotation.",Garbage accumulation onboard has exceeded storage space.,The garbage to be discharged will sink.,The destination port or terminal cannot receive garbage.,A
432,Which of the following equipment has to attain certain prescription of standard by classification societies to any vessels for the 100 A1 rating or class? ,All of the choices,Anchors ,Windlass,Mooring,A
433,Which of the following first aids should you do to treat severe wounds on board?,Prevent infection by applying a dry sterile dressing.,Wash the wounds by cleaning with alcohol.,Give antibiotics to patient.,Control bleeding by applying tourniquet.,A
434,"""Portable"" oil tank cleaning machines are usually provided with a water supply from the __________.",inert gas scrubber,fire main,mucking supply system,potable water supply,B
435,A ballast tank is one-third full when additional ballast is added until it is two-thirds full.  The increased amount of liquid in the tank will have the greatest influence on the  __________.,free surface effect,transverse stability,virtual rise in the center of gravity,value of the moment to trim 1 inch (MT1),B
436,A branch line valve of a fixed fire extinguishing system on a VESSEL must be marked with the __________.,maximum pressure allowed at that branch,name of the space or spaces which it serves,date of the last maintenance inspection,pressure needed to maintain an effective stream at that point,B
437,A carbon dioxide fire extinguisher should be recharged:,at least annually,whenever it is below its required weight,only if the extinguisher has been used,before every safety inspection,B
438,A cargo hose is marked with which of the following? ,Bursting pressure,Maximum working pressure,Safety relief valve setting,Maximum temperature,B
439,A cargo information card does NOT contain:,precautions to be observed in case of a spill or leak,duties of the person in charge during the transfer of cargo,appearance and odor characteristics of the cargo,instructions for the safe handling of the cargo,B
440,A characteristic of most petroleum vapors is that they are:,lighter than air,heavier than air,not explosive at low temperatures,inert in stable air,B
441,A chemical additive to LPG gives it a characteristic:,pressure,odor,density,color,B
442,"A class ""B"" fire would most likely occur in the __________.",main switchboard,engine room bilge,breathing compartment,electric fresh water transfer pump,B
443,"A class ""D"" fire would involve the burning of __________.",diesel oil,magnesium,dunnage,electrical insulation,B
444,A class “B” fire would most likely occur in the:, main switchboard,engine room bilge,breathing compartment, electric fresh water transfer pump,B
445,A combustible gas indicator meter is calibrated to read the percentage of:,vapor to oxygen,the lower explosive limit concentration,the autoignition concentration,the flammable limit concentration,B
446,A crack in the deck plating of a vessel may be temporarily prevented from increasing in length by _,Cutting a square notch at each end of the crack,Drilling a hole at each end of the crack,Slot-welding the crack,Welding a doubler over the crack,B
447,A crew member has suffered a burn on the arm.  There is extensive damage to the skin with charring present.  This is an example of what kind of burn?,Dermal burn,Third degree burn,Second degree burn,Lethal burn,B
448,A crew member reports that the high-pressure alarm light of a low-pressure CO2 fixed fire extinguishing system is illuminated. The most probable cause of this condition would be that:,an air leak has developed in the tank,the tank cooling system has malfunctioned,the pilot cylinder discharge valve is leaking,an excessive amount of insulation has been installed on the tank and piping,B
449,A crew member suffering from generalized hypothermia should be given __________.,a small dose of alcohol,treatment for shock,a large meal,a brisk rub down,B
450,A crew member suffers a heart attack and stops breathing. What must be done?,Administer oxygen,Immediately check his pulse and start CPR,Make the victim comfortable in a bunk,"Immediately give a stimulant, by force if necessary",B
451,A detailed plan designed to implement the ideals and intentions expressed in the safety policy.,Safety policy,Safety program,Fire plan,Safety plan,B
452,A device fitted over the discharge opening on a relief valve consisting of one or two woven wire fabrics is called a flame:,filter,screen,restrictor,stopper,B
453,A DISADVANTAGE of a matrix organization is.,Control over resources,Members require some expertise in interpersonal relations,Facilitates specialization,It reduces efficiency,B
454,A document which means documentation other than a certificate of competency or certificate of proficiency is called:,diploma,documentary evidence,transcript,receipt,B
455,A faint is a brief loss of consciousness of no more than   momentary duration caused by a temporary reduction in the flow of blood to the brain. How to prevent anyone from fainting?,Try to keep the person in an upstanding position.,Tell the person to sit down and lean forward with the head between the knees taking deep breaths.,given something to drink,treated for injuries until conscious,B
456,A fifteen-pound CO2 extinguisher:,weighs 15 pounds when full of CO2,contains 15 pounds of CO2,has 15 pounds of pressure at the nozzle,weighs 15 pounds when empty,B
457,A fire hose is subject to damage if the swivel on the female coupling is lubricated with __________.,Graphite,Grease,Soap,Talc,B
458,A fire in a fuel oil settling tank is a __________.,Class A fire,Class B fire,Class C fire,Class D fire,B
