"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
218,"When using ohms law, V divided by R would solve for _____.", amperage, voltage, resistance, watts,A
219,"Which applying the left-hand rule for the generators, your thumb will point to the _________.", direction of rotation, direction of current flow, direction of magnetic flux, direction of induced voltage,A
220,Which device should always be connected in series with a circuit?,Ammeter,Megohmeter,Wattmeter,Voltmeter,A
221,Which is the smaller diameter wire?,18,10,6,4,A
222,Which motor is fitted with an instantaneous overload relay/,winch ,pump,fan,machine tool,A
223,Which of the conditions listed will indicate the need to clean the insulation on the windings of an electric motor?,Higher than normal operating temperature.,Excessive vibration at normal speed.,Sparking at the brushes.,High megger readings.,A
224,Which of the element that causes short circuit in switchboards test of generators of deck machiniries installed inside masthhouses onboard bulk carries using crane?,Moisture,Water,Dust,Rain,A
225,Which of the element that causes short circuit in switchboards test of generators of deck machiniries installed inside masthhouses onboard bulk carries using crane?,Moisture,Water,Dust,Rain,A
226,Which of the following activities occurs during the charging process of a lead-acid storage battery?,The specific gravity of the acid increases.,Both plates change chemically to lead sulfate.,Oxygen gas is absorbed.,Hydrogen gas is absorbed.,A
227,Which of the following are not in a D.C. commutator and armatures?,interpole,mica,copper bars,vee ring,A
228,Which of the following are not in a D.C. commutator and armatures?,interpole,mica,copper bars,vee ring,A
229,Which of the following conditions will occur if the solenoid coil burns out on a cargo winch with an electrical brake?,coil is open,The motor will overspeed and burn up.,The load suspended from the cargo boom will fall.,Nothing will happen; the winch will continue to operate as usual.,A
230,Which of the following definitions best describes sensitivity as a characteristic of controller action?,checking the specific gravity of each cell,The steady state difference between the control point and the value of the controlled variable corresponding to the set point.,The variation of the manipulated variable produced by the mode of control.,The time difference between the input change and the output change of the controller.,A
231,Which of the following definitions best describes sensitivity as a characteristic of controller action?,checking the specific gravity of each cell,The steady state difference between the control point and the value of the controlled variable corresponding to the set point.,The variation of the manipulated variable produced by the mode of control.,The time difference between the input change and the output change of the controller.,A
232,Which of the following electric meter movements uses a stationary permanent magnet and movable coil?,D'Arsonval,Electrodynamometer,Moving iron-vane,Inclined coil iron-vane,A
233,Which of the following electronic component can store electrical energy?, capacitor, transistor, resistor, diode,A
234,Which of the following electronic component can store electrical energy?, capacitor, transistor, resistor, diode,A
235,Which of the following groups of motors are D.C. motors?,"series, shunt and compound",series and induction,compound and synchronous,induction and synchronous,A
236,Which of the following is not a good conductor of electricity?,mica,copper,silver,aluminum,A
237,Which of the following materials is a good electrical insulator?,wood,silver,copper,gold,A
238,Which of the following operating characteristics for DC motors is considered to give high starting torque?,series,shunt,cumulative-compound,differential-compound,A
239,Which of the following operating characteristics for DC motors is considered to give high starting torque?,series,shunt,cumulative-compound,differential-compound,A
240,Which of the following physical characteristics does a wound-rotor induction motor possess that a squirrel cage motor does not?,Slip rings,End rings,A centrifugal switch,End plates,A
241,Which of the following precautions should you take when securing propulsion generators and motors for an extended period of time?,lift the brushes from commutator collector rings and use the built-in heater to prevent moisture accumulation,disconnect the brush pigtails from their contacts and discharge carbon dioxide into the units to keep them dry,disconnect the brush pigtails from their contacts and circulate air through the units,life the brushes from commutator or collector rings and circulate cool dry air though the units,A
242,Which of the following represents a characteristic of an ungrounded electrical distribution system?,Sparks occurring at the positive terminal.,Double ground faults on different phases will not cause an  outage.,Ground detection systems are unnecessary.,Accidental contact between one line and ground will always  cause an outage.,A
243,Which of the following statements concerning a simple parallel resistance circuit is correct?,The voltage drop across each resistor is the same.,The total current flow equals the reciprocal of the sum of  the individual currents.,The total resistance equals the sum of the individual resistances.,The total voltage equals the sum of the individual voltages across each resistance.,A
244,Which of the following statements concerning analog and digital devices are correct?,"The variables in digital systems are fixed quantities, and the variables in analog systems are continuous quantities.",There are no basic differences between the two systems.,Analog devices are superior in accuracy compared to digital devices.,Operations in a digital device are performed simultaneously.,A
245,Which of the following statements concerning electrical cables is correct?,"Where they pass through watertight bulkheads, they should be fitted with watertight stuffing boxes.",Electric cable coverings should never be grounded.,"Electrical cables must be rigidly held in place by welding  of armored cable, or glued in place where nonmetallic insulation is used.",All of the above.,A
246,Which of the following statements concerning nickel-cadmium batteries is true?,Nickel-cadmium batteries are less susceptible to local action than lead-acid batteries.,Nickel-cadmium batteries should only be discharged 50% before recharging.,The electrolyte of an idle nickel-cadmium battery must be replaced monthly to maintain battery condition.,When mixing electrolyte always add acid to the water.,A
247,Which of the following statements describes the effects of  ambient temperature on local action within lead-acid storage batteries?,Increasing ambient temperature increases local action.,Increasing ambient temperature decreases local action.,Ambient temperature has no effect on local action.,At 90°F all local action virtually ceases.,A
248,Which of the following statements is time if a 100 watt lamp and a 75 watt lamp are connected in parallel across a 100 volt power supply?, the 75 watt lamp will have a higher resistance, the 100 watt lamp will have a greater resistance, the 75 watt lamp will draw as much current as the 10 watt lamp, current flow will be the same across each lamp,A
249,Which of the following statements is time if a 100 watt lamp and a 75 watt lamp are connected in parallel across a 100 volt power supply?, the 75 watt lamp will have a higher resistance, the 100 watt lamp will have a greater resistance, the 75 watt lamp will draw as much current as the 10 watt lamp, current flow will be the same across each lamp,A
250,Which of the following statements is true concerning a large polyphase synchronous main propulsion motor?,The motor is started as an induction motor.,Resistance is gradually added to the rotor circuit.,The starting current is held below the rated current.,The field winding is energized for starting purposes only.,A
251,Which of the following statements is true concerning all three-phase alternators?,Each has three separate but identical armature windings acted on by one system of rotating magnets.,Each has one armature winding acted on by three identical but separate systems of rotating magnets.,All three-phase alternators are designed to operate with a  0.8 leading power factor.,The three phases always provide power to the load through three sets of slip rings and brushes.,A
252,Which of the following statements is true concerning simple parallel resistance circuits?,The total current flow equals the sum of the individual currents.,The total current flow equals the reciprocal of the sum of  the individual currents.,The total resistance equals the sum of the individual resistance.,The total voltage equals the sum of the individual voltages across each resistance.,A
253,Which of the following statements is true concerning simple parallel resistance circuits?,The total current flow equals the sum of the individual currents.,The total current flow equals the reciprocal of the sum of  the individual currents.,The total resistance equals the sum of the individual resistance.,The total voltage equals the sum of the individual voltages across each resistance.,A
254,Which of the following statements is true concerning the operation of two alternators in parallel?,The cycles per second of each alternator are the same.,Both alternator governors must be set with the same amount  of speed droop.,The number of field poles must be the same on each  alternator.,The load must always be divided equally between alternators.,A
255,Which of the following statements is true concerning the operation of two alternators in parallel?,The cycles per second of each alternator are the same.,Both alternator governors must be set with the same amount  of speed droop.,The number of field poles must be the same on each  alternator.,The load must always be divided equally between alternators.,A
256,Which of the following statements regarding the use of a current measuring instrument is correct?,It must be connected in series with the circuit.,You should always start with the lowest range until a suitable reading is obtained.,The indicating needle is deflected from left to right regardless of polarity.,An external shunt is generally utilized where current is less than 10 amperes.,A
257,Which of the following statements represents an application of a silicon controlled rectifier?,Provides DC power for a main propulsion motor.,Used as a voltage reference diode.,Used in photo cell sensor circuits for boiler burners.,Used to eliminate AC power supply hum.,A
258,Which of the following statements represents an application of a silicon controlled rectifier?,Provides DC power for a main propulsion motor.,Used as a voltage reference diode.,Used in photo cell sensor circuits for boiler burners.,Used to eliminate AC power supply hum.,A
259,Which of the following statements represents the FIRST step in seating new brushes on slip rings?,Lay sandpaper between the brush and the slip ring and slide the sandpaper back and forth under the brush.,Press the brushes against the slip ring with a wood block.,Increase brush pressure and run at no load for 3 to 4 hours.,Apply seating compound under the brushes and run at no load for 2 hours.,A
260,Which of the following statements represents the important factor that must be considered when replacing a faulty diode in a generators excitation field rectifier assembly?,Be certain that the replacement diode is installed with the same polarity as the one removed.,Never alter the diode alignment to cause a change in the neutral plane.,Replacement of a diode also requires balancing of the rotor with a one-piece rotor lamination to be shrunk fit and keyed to the shaft.,The replacement diode must be dipped in varnish prior to installation to protect against humidity.,A
261,Which of the following substances should be applied to battery terminals to prevent corrosion?,zinc chromate,naval jelly,lead peroxide,petroleum jelly,A
262,Which of the following transformer uses single windings to produce voltage transformation?, autotransformers ,isolation transformer,step up transformer,step down transformer,A
263,Which of the formulas listed is correct for determining power?,P = (E)(E)/R,P = (I)(R)(R),P = (I)(I)/R,P = E/R,A
264,Which of the formulas listed is correct for determining power?,P = (E)(E)/R,P = (I)(R)(R),P = (I)(I)/R,P = E/R,A
265,Which of the instruments listed should always be connected  in series with a circuit?,Ammeter,Megohmmeter,Wattmeter,Voltmeter,A
266,Which of the listed conditions could cause a recently overhauled DC motor to have excessively hot windings and sparking at the brushes?,the oily water separator is de-energized,High bar-to-bar voltage,Loose brushes,Excessive humidity,A
267,Which of the listed conditions could cause a recently overhauled DC motor to have excessively hot windings and sparking at the brushes?,like poles repel each other,Low series field current,High shunt field current,Excessive humidity,A
268,Which of the listed conditions could cause a recently overhauled DC motor to have excessively hot windings and sparking at the brushes?,the oily water separator is de-energized,High bar-to-bar voltage,Loose brushes,Excessive humidity,A
269,Which of the listed conditions will occur if dirt and grease are allowed to accumulate between the commutator segments of a motor?,A partial short circuit.,A dead short circuit.,Misalignment of the motor shaft.,Over speeding of the motor.,A
270,Which of the listed devices is used to measure pressure and convert it to an electrical signal?,Transducer,Reducer,Transformer,Rectifier,A
271,Which of the listed devices would be installed at a control system air pressure reducing station?,Moisture separator,Vacuum breaker,Lubricator,Nonreturn valve,A
272,Which of the listed governor operating characteristics is considered to be isochronous?,Zero speed droop,Positive speed droop,Negative speed droop,Varying speed droop,A
273,"Which of the listed motors will operate at the highest RPM, assuming that each operates at the same frequency?",A four-pole synchronous motor under normal load.,A four-pole induction motor under no load.,A six-pole synchronous motor under normal load.,A six-pole induction motor under full load.,A
274,Which of the listed pairs of materials make the best insulators?, Glass and mica,Doped silicon and germanium, Dry and a vacuum, Copper and aluminum,A
275,Which of the listed procedures is the best way to tell if a motor has become overloaded?,Measure the current flow and compare it with the motor full load current flow as shown on the nameplate.,Feel the motor and judge by the temperature.,Watch for telltale signs of smoke coming from the motor.,Periodic opening of the O/L relay coil,A
276,Which of the problems listed will occur if a lead-acid battery is allowed to remain in a discharged condition for a long period of time?,The battery may be unable to accept a full charge.,The electrolyte will change to lead sulfate.,The concentrated sulfuric acid will attack the lead peroxide plates.,The separators will harden.,A
277,Which of the problems listed will occur if a lead-acid battery is allowed to remain in a discharged condition for a long period of time?,The battery may be unable to accept a full charge.,The electrolyte will change to lead sulfate.,The concentrated sulfuric acid will attack the lead peroxide plates.,The separators will harden.,A
278,Which of the spaces listed is defined as a 'location requiring an exceptional degree of protection' when considering the installation of shipboard electrical equipment?,Machinery space,Chart room,Console room,Accommodation space,A
279,Which of the spaces listed is defined as a 'location requiring an exceptional degree of protection' when considering the installation of shipboard electrical equipment?,Machinery space,Chart room,Console room,Accommodation space,A
280,Which of the valves listed is NOT considered to be a hydraulic system directional control valve?,Sequencing valve,Two-position valve,Three-position valve,Spring-centered valve,A
281,Which statement is true concerning maritime safety regulation for cable splicing?, Cables may be spliced to extend circuits in vessels being altered, Cables in one sub-assembly may not be spliced to cables in another sub-assembly, Cables of large size or exceptional length may never be spliced, All of the given answers,A
282,Which type of AC single phase motor will also operate on direct current?,split phase,series,shaded pole,repulsion-start,A
283,Which type of generator will most likely lose its voltage over a range of 60% to 125% of full load?,Under compounded,Flat-compounded,over compounded,combination compounded,A
284,"While starting a hydraulic anchor windlass, you observe that hydraulic pressure does not develop in spite of the proper  operation of the electric drive motor.  Which of the following actions should you take FIRST to restore pressure?",VESSELlator,Inspect the disc brake on the electric motor for proper operation.,Check the electric motor for an open overload relay contact.,Check for full voltage supply to the electric motor.,A
285,"While underway onboard a DC diesel-electric drive ship, you notice excessive sparking of the brushes on the main propulsion motor.  You should first __________.",notify the bridge that you will need to slow down,decrease the speed of the main generator,decrease the main generator voltage,decrease the motor field current,A
286,"While you are  starting a main populsion synchronous motor as an inductor motor , the ampere meter pegs out  a maximum and then returns to the proper value synchronization,this means the:",motor has started properly,field winding are grounded,slip rings are dirty,power transmission cables grounded,A
287,"While you are starting a main propulsion synchronous motor as an induction motor, the ampere meter pegs out at maximum and then returns to the proper value after synchronization. This means the:",motor has started properly,field windings are grounded,slip rings are dirty,power transmission cables are grounded,A
288,Why is it desirable to operate paralleled AC generators at the same power factor?,circulating currents are kept to a minimum,field excitation losses are kept to a minimum, generators governors are less likely to hunt, all of these choices,A
289,"With an increase in load on a flat-compounded D.C. generator, the voltage will:",remain the same,decrease,increase,reduce to half,A
290,"With both ends of a three conductor cable disconnected and  arranged without the conductors touching each other, an ohmmeter reading of 'zero' ohms between the ends of one conductor would indicate __________.",continuity,a partial ground,the resistance is infinite,a short circuit,A
291,"You are attempting to parallel two AC generators, and the synchroscope pointer is revolving in the fast direction. This indicates that the frequency of the incoming machine is __________.",higher than the bus frequency,lower than the bus frequency,the same as the bus frequency but out of phase with it,the same as the bus frequency and the circuit breaker may be closed at any pointer position,A
292,"You are calibrating a multimeter using internal batteries to supply power for resistance measurements. However, you are  unable to adjust the pointer to 'zero' using the adjustment knob.  Therefore, you should __________.",replace the batteries in the instrument,measure resistance by dividing the voltmeter indication by  the ammeter indication,set the pointer using a bridge,change scales to the R X 100 scale and adjust using the 'zero ohms' adjusting knob,A
293,"You are calibrating a multimeter using internal batteries to supply the power for resistance measurements. However, you are unable to adjust the pointer to ""zero"" using the adjustment knob. Therefore, you should _______.", Replace the batteries in the instruments, Measure resistance by dividing the voltmeter indication by the ammeter indication, Set the pointer using a bridge," Change scales to the R x 100 scale and adjust the ""zero ohms"" adjusting knob",A
294,You are in the process of paralleling two AC generators and the synchroscope pointer has stopped at a position other than 0°.    This indicates that  __________.,the frequency of the incoming machine is the same as the bus frequency,"the incoming machine is in phase with the bus, but the frequency is not the same",the circuit breaker needs to be reset,there is an existing cross current between generators,A
295,"You are testing the insulation in an AC generator with a megohmeter.  The resistance value of a dry, clean winding will __________.","continue to rise as the test potential is maintained, becoming fairly steady as the leakage current stabilizes",remain constant as the temperature of the windings increases,"continue to drop as the potential is maintained, becoming fairly steady after 5 to 7 minutes",stabilize after approximately 2 to 4 minutes of fluctuation,A
296,"You are testing the insulation in an AC generator with a megohmeter.  The resistance value of a dry, clean winding will __________.","continue to rise as the test potential is maintained, becoming fairly steady as the leakage current stabilizes",remain constant as the temperature of the windings increases,"continue to drop as the potential is maintained, becoming fairly steady after 5 to 7 minutes",stabilize after approximately 2 to 4 minutes of fluctuation,A
297,You can determine if a circuit breaker is tripped by __________.,examining the position of the handle,checking for the warm breaker,looking for a burned-out link,looking for the tripped breaker light,A
298,A  microprocessor is:,another name for a computer,a CPU integrated circuit,a name for a calculator,a small scale intergrated circuit,B
299,A 4160 Volt AC generator is loaded to 2850 kW with a 0.85 power factor.  What is the approximate kVAR load on the generator?,503 kVAR,1766 kVAR,2850 kVAR,3353 kVAR,B
300,A 9 ampere current is flowing in a resistor of 20 ohms. If another 40 ohms resistor will be connected in parallel how many amperes will be flowing on it?,9,3,12,6,B
301,A bus disconnect link is used to isolate __________.,one bus bar from the ground detection system,the generator circuit breaker from the bus,different bus phases from the equalizer connection,positive and negative buses from the neutral,B
302,A capacitor discolored due to excessive heat should be __________.,calibrated,replaced,cooled,soldered,B
303,"A capacitor is to be tested with a megohmmeter. If the meter is connected to a shorted capacitor, the meter pointer should __________.",immediately swing to the maximum resistance value,deflect to zero and remain at that position,swing to a high reading and gradually decrease,swing to zero then gradually increase with slight pointer movements down scale,B
304,A characteristic of an induction motor with a low resistance rotor winding is __________.,high starting voltage,high starting current,high slippage,low starting voltage,B
305,A characteristic of DC power system and controls is____________.,low weight,high motor starting torque ,low maintenance,simplified design,B
306,A circuit breaker and a fuse have a basic similarity in that they both __________.,can be reset to energize the circuit,should open the circuit when overloaded,will burn out when an over current flow develops,all of the above,B
307,A circuit in which a fuse has blown would be considered as a__________________.,short circuit,open circuit,boarded circuit,grounded circuit,B
308,A common type of protective covering used on electrical conductors_____________.,plain ground,fibrous braid,silver sheathing,babbit sheathing,B
309,A current-carrying conductor making electrical contact with a wiring conduit will be indicated by a __________.,high switchboard wattmeter reading,totally dark switchboard ground detecting light,low switchboard wattmeter reading,all of the above,B
310,"A dashpot mechanism in a magnetic-type, time-delay overload relay, functions to _______.", contain the arc-quenching insulating oil around the relay contacts,prevent the relay from operating when normally large setting currents are encountered,prevent mechanical damage to relay by dampening the abrupt movement of the relay contacts," delay, contact separation by speeding current flow through the magnetic coil",B
311,"A device used in an electrical circuit to change alternating current to direct current, is known as a __________.",current transformer,rectifier,condenser,shunt,B
312,A direct current passing through a wire coiled around a soft iron core is the description of a simple __________.,magnetic shield,electromagnet,piezoelectric device,electromagnetic domain,B
313,"A full-wave rectifier has one diode burned out in an open condition, what will be the output characteristic of the device?",Zero,Half-wave rectified,Full-wave rectified,Equal to the AC input,B
314,A generator is prevented from becoming motorized by the use of a/an __________.,overspeed trip,reverse power relay,back pressure trip,governor controls,B
315,"A load with an impedance of 440 ohms is connected across the secondary of a step-up transformer.  If the input voltage is 110 VAC and the step-up ratio is 10, what will be the primary current?",2.5 amps,25 amps,250 amps,current cannot be determined with information given,B
316,A numbering system containing numbers and letters ________., digital, alphanumeric, analog, logic,B
317,A pneumercator tank gage utilizes __________.,a Bourdon tube indicator,a balance chamber,an electronic sensing line,all of the above,B
318,A salinity indicating system functions by measuring the___________.,electrical inductance of water,electrical conductivity of water,specific gravity of a water,hydrogen concentration,B
319,A saturable-core reactor operates on the principle of controlling a load winding's inductance by varying the core's __________.,dielectric,permeability,reactance,inductance,B
320,A semi-conductor is a material with a____________.,conductivity higher than a normal conductor,conductivity higher than a normal isolator,conductivity lower than a normal insulator ,high conductivity at low temperatures,B
321,"A single-phase induction motor starts, comes up to about 75% rated speed, slows down to a lower speed, and accelerates again.  The problem is most likely in the __________.",starting winding,running winding,starting capacitor,running centrifugal switch,B
322,a soft iron core with wire coiled amount it and a direct current passing through the wire is the description of a sample:,magnetic shield,electromagnet,piezo electrical device,electromagnetic domain,B
323,A suspected 'open' in a motor field winding can be tested by using  a/an __________.,potentiometer,ohmmeter,wattmeter,ammeter,B
324,"A three-phase, induction-type motor experiences an open in  one phase.  Which of the listed automatic protective devices will prevent the machine from being damaged?",Overspeed trip,Thermal overload relay,Three-pole safety switch,Magnetic blowout coil,B
325,"A variable shunt, connected across the series field coils of a DC compound wound generator, to permit adjustment of the  degree of compounding, is called a __________.",divider,diverter,converter,rheostat,B
326,A voltage regulator for a DC generator has the function of_____________.,varying the resistance of the series field,varying the resistance of the shunt field,varying the resistance of the armature circuit,adjustment the governor mechanism,B
327,A waveform is used to display the level of direction of current and voltage. The waveform for the circuit displays the level and direction of the current and voltage for every instant of time for one full revolution of the armature is called __________., dual current, alternating current, direct current, linear current,B
328,"According to 46 CFR Part 58,  if a steering motor becomes overloaded, the __________.",overload condition of 5% will trip the motor off the line  immediately,overload condition will be indicated audibly and visually at the main machinery-control station.,motor running indicator will begin to flash 'on' and 'off' in response to the sustained overload condition,standby steering pump will start automatically and come on the line,B
329,Ambient temperature is the __________.,amount of temperature rise of an electric motor with no load,temperature of the compartment where the motor is located,"normal electric motor operating temperature, less the room temperature",actual temperature developed by an operating motor,B
330,Amortisseur windings are installed in a synchronous motor to ________.,eliminate arcing between the stator and the rotor,provide a means for starting,produce a higher power rating,reduce eddy current losses,B
331,An AC diesel generator incapable of being paralleled with  the main bus normally employs an isochronous governor in order to __________.,increase speed droop in proportion to load,maintain a frequency of 60 cycles per second,increase or decrease engine speed upon load demand,prevent attempts to parallel,B
332,An AC diesel-electric propulsion system requires less maintenance than a DC diesel-electric system for which one of the following components?,Diesel engine,Propulsion motor,AC generator,Propulsion transformers,B
333,"An AC generator power panel is fitted with two synchronizing lamps and a synchroscope.  When paralleling, if the synchroscope pointer is at the noon position and one synchronizing light is bright while the other remains dark, this indicates that _________", neutral,the generators are out of phase and one lamp is burned out,the generators are in phase but one lamp is burned out,the generator breaker may be closed,B
334,"An AC generator produces 60 Hz at 1800 RPM.  If the generator speed is increased to 1830 RPM, the cycles will __________.", acid,increase to 61 Hz,decrease to 59 Hz,increase to 63 Hz,B
335,"An accidental path of low resistance, allowing passage of abnormal amount of current is known as a/an __________.",open circuit,short circuit,polarized ground,ground reference point,B
336,"An adjustable resistor, whose resistance can be changed without opening the circuit in which it is connected, is called a __________.",bleeder resistor,rheostat,bridge,variable shunt strip,B
337,An arrangement of elements interconnected and interacting in such a way as to maintain or effect in a prescribe manner some condition of a body process or machine which flow of the system., Loop, Control system, Monitoring system, Detecting system,B
338,"An autotransformer is equipped with a 50 % tap, a 65 % tap and an 80 % tap. What statement is true concerning a load connected to the 50 % tap?", the load is receiving maximum voltage and minimum current, the load is receiving minimum voltage and maximum current, the load is receiving minimum voltage and minimum current, the load is receiving maximum voltage and maximum current,B
339,An electric bonding cable is used on tankers to prevent an explosion due to inflammable vapors. When is the proper time to connect this bonding cable?,Before hose connection for loading,During oil cargo loading,Before opening cargo cleaning,After cargo hold cleaning,B
340,An electrical component is connected across a 120 volt 60 hertz AC supply.  What is the current drawn by the component if the impedance is 200 ohms?,0.01 amperes,0.60 amperes,1.67 amperes,100 amperes,B
341,An electrical component is connected across a 120 volt 60 hertz AC supply.  What is the current drawn by the component if the impedance is 200 ohms?,0.01 amperes,0.60 amperes,1.67 amperes,100 amperes,B
342,An electrical connection between the wiring of an electric  motor and its metal frame is known as a/an __________.,eddy current,ground,impedance,flux leakage,B
343,An electrical device which employs a stationary armature and a rotating electromagnetic field is commonly used aboard ship as a __________.,magnetic amplifier,ship's service alternator,three-wire DC generator,saturable core reactor,B
344,An instrument being used to determine that the electrolyte of a wet battery is changed or not. ,Salinometer, hydrometer,Ammeter,Voltmeter,B
345,An instrument used in determining the insulation efficiency of the electric devices and wiring?,Megger,Voltmeter,Ammeter,potentiometer,B
346,An open armature connection in a DC propulsion motor could be caused by __________.,low-load operation,clogged ventilation ducts,sparking at the brushes,a grounded shunt field coil,B
347,An overload in which of the listed motors will result in the illumination of an indicating light at the propulsion  control station alarm panel?,Fuel pump motor,Steering motor,Condensate pump motor,Forced draft blower motor,B
348,"As a general rule, the first troubleshooting action to be taken in checking faulty electric control devices is to __________.",draw a one line diagram of the circuitry,test all fuses and measure the line voltage,take megger readings,insulate the apparatus from ground,B
349,"As part of the electrical instrument maintenance on board, what should be adjusted?","Volume, mass and density",To adjust the zero range & linearity,"Pressure, temperature",Oil level easy assembly,B
350,Autotransformer starters or compensators are sometimes used with polyphase induction motors to ________.,"allow the voltage to be either stepped up or down, depending on the application to ensure full torque",reduce the voltage applied to the motor during the starting period,Provide a back-up means of voltage regulation for emergency starting," increase the voltage for ""across the line"" starting",B
351,Bar to bar test on an armature will not locate______________.,an open circuit,a reverse coil,a short circuit,a ground,B
352,"Before measuring an unknown resistance with an ohmmeter, you should __________.",adjust the meter's pointer to mid-scale,short the test leads and calibrate the meter reading to 'zero',change the meter's batteries,center the meter's pointer at infinity,B
353,Both ends of a three conductor cable disconnected and arranged without the conductors touching each to an ohmmeter reading of zero ohms between the ends of the conductor would indicate.,No voltage on the output of the secondary coil., continuity, the resistance is infinite, a short circuit,B
354,Capacitors can be used in electric distribution systems to improve power factor.  This is accomplished by seesawing energy between the capacitor and the __________.,generator,inductive loads,resistive loads,all of the above,B
355,Caution must be exercised during the charging of lead-acid storage batteries because ,the acid becomes weaker,hydrogen gas is being liberated, both plates are charging chemically to lead sulfate,lead peroxide in the negative pallet is poisonous,B
356,Decreasing the frequency in a capacitative circuit while hoplding circuit voltage constant will result in a/an_____________.,increase in apparent  power,decrease in circuit current,decrease in capacitative reactance,decrease in total impedance,B
357,Decreasing the frequency in a capacitative circuit while maintaining a constant circuit voltage will result in a _____________.,increase in apparent  power,decrease in circuit current,decrease in capacitative reactance,decrease in total impedance,B
358,Direction of rotation of an induction motor is________________.,opposite the rotating field direction,the same as the rotating field direction,determined by the number of the poles,determined by the staggering of the brushes,B
359,"Electric current is the flow of electrons through a conductor, the rate of flow is measured in_________.",volts ,amperes,coulombs,ohms,B
360,Electric instrument in trouble shooting to allow current measurement disconnecting the circuit?,Multi tester,Clampmeter, Handy meter,Wattmeter,B
361,"Electrical current is the flow of elecrons through a conductor, the rate of flow is measured in____________.",Make certain that the hydraulic reservoir is filled to the  proper level.,amperes,coulombs,ohms,B
362,Electrolyte in a nickel-cadmium battery ,brass, potassium hydroxide,nickel phosphate,cadmium hydroxide,B
363,"For an AC circuit, the power factor is given by the equation __________.",R/X,R/Z,X/P,Z/P,B
364,"From the standpoint of safety, you should never allow salt  water to enter a lead-acid storage battery or come in contact with sulfuric acid because __________.",the resulting gas is extremely flammable,the resulting gas is a respiratory irritant that can be fatal,"the primary constituent, sodium, reacts lethally with lead  peroxide",combining salt water with lead-acid creates an invisible gas resulting in severe corrosion,B
365,Hand-portable phase sequence indicators should be used when __________.,installing a new synchroscope,preparing to make the shore power connection,replacing a defective solenoid,all of the above,B
366,Heating of conductors as a result of resistance in a distributing circuit causes a power loss expressed as_________________.,line drop,line loss,IR drop,hysteresis,B
367,How many volts are necessary to provide a current of 10 amperes to a motor with an in-line resistance of 11 ohms?,arcing at the brushes,110 volts,220 volts,240 volts,B
368,How should a shunt used in an ammeter should be connected?, parallel with the load and in series with the meter movement, series with the load and in parallel with the meter movement,parallel with the load and in parallel with meter movement,series with the load and in series with the meter movement,B
369,"If a circuit has resistances of 5, 10, and 20 ohms connected in parallel, what is the combined resistance of the circuit?",1.5 ohms,2.9 ohms,17.5 ohms,35.0 ohms,B
370,"If only one brush on a commutator is sparking  excessively, you should look for____________.",a high commutator bar,copper imbedded in the brush,a loose commutator bar,flux in the commutating zone,B
371,"If some turns of an alternating current coil for a contractor becomes short circuited, the coil____________.",temperature will drop,will probably burn out,continue to operate,operate on reduced current,B
372,If the bearings of an electrical generator are failing more frequently than expected and the lubricating oil is sludging then you should __________.,check the connections to the output leads,check the bearing insulating block on one end of the unit,replace the bearing with a sealed roller type,replace the thrust bearing of the prime mover,B
373,"If the excitation of an alternator operating in parallel is decreased blow normal, its__________.",power factor will change in the lagging direction,power factor will chnge in the leading direction,ampere load will be greatly decreased,kilowatt load will be greatly decreased,B
374,"If the field current of a paralleled AC generator is increased above normal, what will be the net result to the VAR's and power factor?",VAR's will increase and the power factor will be more leading,VAR's will increase and the power factor will be more lagging,VAR's will decrease and the power factor will be more lagging,VAR's will decrease and the power factor will be more leading,B
375,"If the pointer of the synchroscope is rotating in the slow  direction (counterclockwise) as you are preparing to parallel two alternators, the __________.",incoming machine is turning faster than the load alternator,loaded alternator is turning faster than the incoming machine,load on the loaded alternator is ready to split,incoming machine is beginning to pick up some of the load,B
376,If the voltage generators in one has winding of a delta connected alternator is 120 volts what is the value line voltage?,60 volts,120 volts,80 volts,240 volts,B
377,"In a pneumatic automation system, a unit producing a signal to govern the position of the controller of the measured variable, relative to the value of the measured variable, is said to have __________.",reset action,proportional action,two position action,rate action,B
378,In a shunt-wound generators the rheostat is connected______________.,in parallel with the field,in series with the field,across the line,B or C,B
379,"In a three-phase, squirrel-cage type, induction motor, the primary rotating magnetic field is established by the __________.",current induced in the rotor windings,application of a three-phase voltage supply to the stator windings,laminated steel core and aluminum conductors in the rotor,interaction of the magnetic field caused by the induced current in the squirrel-cage bars with the magnetic field of the stator,B
380,"In an AC generator connected to the bus, as the load and power factor of the load changes, these changes are reflected by changes in the armature reaction of the generator. These changes in armature reaction are compensated by the",governor speed droop setting,voltage regulator,balance coil,phase-balance relay,B
381,"In D.C. motor construction, commutating windings are wound on __________.",opposite main poles,interpoles,adjacent main poles,the rotor core,B
382,"In order to safely carry out repairs to a generator circuit breaker, it must be isolated from the bus.  This is accomplished by opening the __________.",reverse power relay,bus disconnect link,generator bus fuse connections,power directional relay,B
383,"In the assembly of transformers, what is the material being used as core?",Steel,Iron,Copper,Brass,B
