FUNCTION 3: CONTROLLING OF OPERATION OF THE SHIP ANDCARE FOR PERSONS ON BOARD AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
455,A type of management where shipping business concept having many ships moving at sea and port of the world mainly to avoid losses and maximize earning profits.,Liability Management,Personnel Management,Asset Management,Self Management,C
456,A vertical pole in the center line of the ship.,mast house,catwalk,mast,jackstaff,C
457,"A vessel displacing 5,800 tons has a GM of (-) 0.14 m and BM = 4.7 m, Calculate the angle of loll.",12.7 degrees,14.7 degrees,13.7 degrees,11.7 degrees,C
458,"A vessel has a displacement of 9,000 tons has two slack deep tanks of palm oil (S.G.0.86). Each tank is 40 feet long and 30 feet wide. What is the reduction in metacentric height due to free surface with the vessel in sea water?",0.57 ft,0.24 ft,0.48 ft,0.74 ft,C
459,A vessel not having on board a document of authorization issued in accordance with part A3 of the International Grain Code may be permitted to load bulk grain provided that the total weight of the bulk grain shall not exceed:,One-fourth of the deadweight of the ship,One-half of the deadweight of the ship,One-third of the deadweight of the ship,One-fifth of the deadweight of the ship,C
460,"A vessel with corrected drafts of 10.9987 m fwd, 10.4478 m aft and 10.700 m midships, find the deflection.",0.0233m sagging,0.2330m hogging,0.0233m hogging,0.2330m sagging,C
461,A vessel would most likely develop a list if you were:,burning fuel from a centerline tank,using water from two equally sized tanks on either side of the centerline simultaneously,using fuel from tanks on the port side only,using water from the fore peak tank,C
462,A liferaft which has inflated bottom-up on the water __________.,must be cleared of the buoyant equipment before it will right itself,"should be righted by standing on the life line, holding the righting straps, and leaning backwards","should be righted by standing on the carbon dioxide cylinder, holding the righting straps, and leaning backwards",will right itself when the canopy tubes inflate,C
463,A liferaft with a capacity of 8 people used in ocean service is required by regulations to carry __________.,8 liters of fresh water,12 units of provisions,12 liters of fresh water,24 units of provisions,C
464,Abdominal Thrusts is a procedure done to choking patients in order to dislodge the obstructing article from the airway but should not be performed to patients below one year of age. This procedure is otherwise known as:,silvester's Method,robertson's Technique,Heimlich Maneuver,Henry's Procedure,C
465,"According to MARPOL 73/78, the definition of medical waste does NOT include which of the following?",Dialysis wastes,Pathological wastes,Expired pharmaceuticals,Sharps,C
466,"According to regulations, cargo pump rooms, on the tank vessels handling grades A, B, or C liquid cargo, shall be equipped with power ventilation of the exhaust type having capacity sufficient to effect a complete change of air in not more than:",5 minutes,1 minute,3 minutes,2 minutes,C
467,"According to the ISM Code, it means a structured and documented system enabling Company personnel to implement effectively the Company safety and environmental protection policy.",QMS,ISO,SMS,FMEA,C
468,According to the regulations the capacity of a liferaft is required to be marked:,on the Muster List (Station Bill),on the Certificate of Inspection,at the liferaft stowage location,in the Operations Manual,C
469,According to the regulations what type of gauging is required for a cargo of butadiene:,None,Closed,Restricted,Open,C
470,"According to the regulations, the capacity of a liferaft is required to be marked __________.",on the Certificate of Inspection,in the Operations Manual,at the liferaft stowage location,"on the Muster List ("Station Bill")",C
471,Accumulated water used in fire fighting should be pumped out continuously because:,it will add list to the vessel. ,it will cause corrosion in the flooded area,it will have an adverse effect on the vessels stability,water damage water tight door,C
472,Actuating the CO2 fixed system causes the shutdown of the:,fuel supply,exhaust ventilation,supply and exhaust ventilation,mechanical and natural ventilation,C
473,"After a liferaft is launched, the operating cord:",detaches automatically,is used to rig the boarding ladder,serves as a sea painter,is cut immediately as it is of no further use,C
474,"After a person has been revived by artificial respiration, they should be:",walked around until he is back to normal,given several shots of whiskey,kept lying down and warm,allowed to do as he wishes,C
475,"After abandoning a vessel, water that is consumed within the first 24 hours will:",help to prevent fatigue,help to prevent seasickness,pass through the body with little absorbed by the system,quench thirst for only 2 hours,C
476,After abandoning ship which action should be taken IMMEDIATELY upon entering a liferaft?,Open equipment pack.,Issue anti-seasickness medicine.,Get clear of the ship.,Dry the liferaft floor and inflate.,C
477,"After an accident, the victim may go into shock and die. Which of the following actions should be taken to help prevent shock?",Slightly elevate the head and feet.,Keep the person awake.,Keep the person lying down and at a comfortable temperature.,Give the person a stimulant to increase blood flow.,C
478,"After having thrown the liferaft and stowage container into the water, the liferaft is inflated by __________.",using the hand pump provided,hitting the hydrostatic release,pulling on the painter line,forcing open the container which operates the CO2,C
479,"After loading operation, what do you call the distance of the ships water line and the free- board deck? ",Center of gravity,Center of floatation,Reserve buoyancy,Buoyant effect,C
480,After smoking cigarettes they should be disposed of as follows:,collect ashtray and put in plastic garbage bag,dropped over the side only if you are certain they are extinguished,disposed of in an ashtray and ensuring that it is extinguished.,throw ashtrays into the sea,C
481,All inflatable liferafts have __________. ,releasing hooks at each end,safety straps from the overhead,water stabilizing pockets,built in seats,C
482,All wire ropes used in shipboard cargo gears must be identified and described in a certificate. The certificate shall certify all of the following except the:,name of the testing agency,date of the test,load at which the test sample broke,number of strands and wires in each strand,C
483,"An act committed by the Master or mariners of a vessel, for some unlawful or fraudulent purpose, contrary to their duty to the owners, whereby the latter sustain injury. It may include negligence, if so gross as to evidence fraud.",Felony,Mutiny,Barratry,Larceny,C
484,An authorization issued by MARINA for the operation of inter-island public water transportation facilities is called:,Certificate of Public Transport,Certificate of Disruption,Certificate of Public Convenience,Certificate of Freight,C
485,An unconscious person should NOT be:,placed in a position with the head lower than the body,given an inhalation stimulant,given something to drink,treated for injuries,C
486,Application for Safe Manning Certificate should be made by the shipowner to:,maritime office in a country where vessel is being built,ships classification society,ships administration where vessel is to be registered,any of these choices,C
487,"As a safety precaution, to rescue an unconscious victim from an enclosed space, you should:",not move the victim until extent of injuries is determined,put a cartridge type OBA (oxygen breathing apparatus) on victim,remove victim as quickly as possible,test tank atmosphere with explosimeter,C
488,"As per international convention, what is the maximum duration of medical certificates?",12 months,18 months,24 months,36 months,C
489,"As per Marpol Annex V, every ship of _____ meters or more in length overall shall display placards which notify the ships personnel of the disposal requirements.",22,24,12,14,C
490,"As per SOLAS Regulation, the capacity rate of ships emergency fire pumps shall be:",75 cu.m./hour,50 cu.m./hour,25 cu.m./hour,30 cu.m./hour,C
491,"As per the ISM Code, what is a statement of fact made during a safety management audit and substantiated by objective evidence? ",Non-conformance,Near miss,Observation,Incident report,C
492,As the curves of GZ plotted in a base of displacement for constant angles of heel:,sets of curves,curves of statistical Stability,cross curves of stability,heel correction curves,C
493,"As the Officer in charge of cargo operation of your vessel, you will only shut down operation.",if a give way vessel does not follow the rules required of him,if the terminal has topped off one of their tanks and the loading master decided to transfer to another tank,if a situation presents a safety and pollution hazard during the said operation,if a supply boat suddenly arrives bringing food provisions,C
494,"At sea vessel whose width is 20 meters and full period of roll is 18 seconds, what is her estimated, metacentric height?",0.92 m,0.45 m,0.51 m,0.78 m,C
495,"At the end of the watch, the OOW hands over the navigation of the vessel to the relieving officer. Handing/Taking over a navigational watch is of great importance. This is an appropriate time to check, except: ",the position of the vessel to include set due to current and the wind,weather and visibility as well as the vessels course and speed,"errors on the compasses, status of the officers license",the traffic in the area. ,C
496,"Based on the U.N. Convention of the Law of the Sea, the maximum miles of the contiguous zone of a coastal state measuring outward from its baseline is:",12 miles ,50 miles,24 miles,200 miles,C
497,Basic emergency care for a victim of a serious electrical burn is to:,flood the burn area with water for two minutes,brush away the charred skin and wrap the burned area,cover the burned area with a clean cloth and transport the patient to a medical facility,apply rubbing alcohol to the burned area and wrap with a clean cloth,C
498,Basic emergency care for third degree electrical burn is to:,flood the burned area with warm water for two minutes,brush away the charred skin and wrap the burned area,cover the burned area with a clean cloth and transport the patient to a medical facility,apply ointment or spray to the burned area and wrap with a clean cloth,C
499,"Before a voyage commences care should be taken to ensure that sizable pieces of equipment have been properly stowed and lashed so as to minimize the possibility of both longitudinal and lateral shifting while at voyage, under the effect of acceleration caused by:",surging and heaving,swaying and pitching,rolling and pitching,yawing and pounding,C
500,"Before inserting a low velocity fog applicator into an all-purpose combination nozzle, you must ________.",tighten the high velocity fog tip,put the control handle in the solid steam position,remove the high velocity fog tip then pull the handle to the middle position,put the control handle in the fog position,C
501,"Before you initiate the engine room fixed CO2 system to extinguish a serious fire, you would _____.",start the emergency diesel,stop the main engine,evacuate all engine room personnel,turn off electrical power,C
502,Blood flowing from a cut artery would appear:,dark red with a steady flow,bright red with a steady flow,bright red and in spurts,dark red and in spurts,C
503,Burning AC motor would be considered as _________ fire.,Class 'A',Class 'B',Class 'C',Class 'D',C
504,"By definition a "spar deck" is the ___________.",lower most continuous deck not broken by water tight bulkheads,after most weather deck above the main strength deck,upper or weather deck above the main strength deck,deck of light construction below the main or strength deck,C
505,Cadets are not included in the manning nor regard them as forming part of the manning EXCEPT:,during drills,in departure/arrival maneuvering,emergency situations of limited duration,during rest period,C
506,"Cold Work" is defined as:",Work done with winter outfit for frost bite tendency,When the temperature drops below freezing,Work that can cause sparks when using a hammer/scrapper or other such tools,Works on a very cold temperature and cold weather,C
507,Combustible gas indicators are used to detect flammable gases or vapors present in a tank. This is accomplished by an intricate instrument incorporating a/an:,inflatable bag,sensitive liquid chemical,heated filament,vapor detecting carbon compound,C
508,Compliance with the stability criteria does not ensure immunity against capsizing regardless of the circumstances or absolve the master from his responsibilities. The master should therefore exercise prudence and good seamanship having regard to:I. good and up-to date periodical maintenance of navigational equipmentII. the season of the yearIII. weather forecasts and the navigational zoneIV. speed and course depending on the prevailing circumstances,"I, II, III and IV are correct","I, II and III are correct","II, III and IV are correct","I, III and IV are correct",C
509,Coordination is the process ______ the objectives and activities of the separate units of an organization in order to achieve organizational goals efficiently.,Meeting,Continuing,Integrating ,Separating,C
510,Developing plans for damage control following a shipboard emergency include which statement below?,Possible damage scenarios are identified and methods of damage control are copied by the vessel's management team from other vessel,"Plans of action for dealing with shipboard damage, particularly that involving the integrity of the vessel's hull, are developed by the vessel's management team in accordance with UNCLOS",Planned damage control procedures for dealing with damage to the vessel and its hull are documented as per company and regulatory requirements,Appropriate resources are organized in readiness for possible employment should there be a shortage of manpower of the vessel during an emergency,C
511,"During cargo operations, the reasons why the “center of buoyancy” of the vessel frequently change are:I. hogging happens II. heeling occursIII. change of draft",I only,II only,II and III,"I, II and III",C
512,"During counterflooding to correct a severe list aggravated by an off-center load, your vessel suddenly takes a list or trim to the opposite side. You should:",continue counterflooding in the same direction,"continue counterflooding, but in the opposite direction",immediately stop counterflooding,deballast from the low side,C
513,"During transfer operations, a quantity of propylamine spills on deck. According to the Chemical Data Guide, the correct procedure would be to:",immediately flush the spill with large quantities of fresh water,cover the contaminated surface with soda-ash-soaked lime solution,add sodium bisulfate on the contaminated surface and spray it down with water,move to a position upwind of the spill and allow the product to boil off,C
514,Each crew on the ship has a designated area to proceed to in the event of a fire. This duty is shown clearly on the ship's:,shipping articles,certificate of inspection,station bill,vessel's logbook,C
515,Each EPIRB and SART for lifeboats shall be tested __________.,weekly,every 2 weeks,monthly,every 3 months,C
516,Electrical fires are____________________.,"considered to constitute a fire class on their own, as electricity is a source of ignition that will feed the fire until removed","not considered to constitute a fire class on their own, as electricity is a source of fuel that will feed the fire until removed.","When the electrical supply has been isolated, the fire can be treated (generally) as ‘Class A for extinguishing purposes",Always use extinguishers containing an electrical conducting extinguishing agent specifically designed for use on electrical equipment such as Carbon Dioxide (CO2) or Dry Powder.,C
517,Ergonomics focus is on the design of work activity that suits the person in that it takes account of their capabilities and:,emotion ,incapacity,limitation,skill,C
518,Every company which complies with the requirements of the International Management Code will be issued which of the following documents?,Document of Accreditation,Interim Safety Management Certificate,Document of Compliance,Interim Document of Compliance,C
519,Excessive heat can affect the human body by which of the following conditions?,Heat stroke,Heat exhaustion,Heat stroke and heat exhaustion,Hyperthermia,C
520,"Find the angle of loll of a vessel with a GM = (-) 0.13 m and BM = 4.6 m. Displacement is 5,300 tons.",12.37 degrees,11.37 degrees,13.37 degrees,13.04 degrees,C
521,First aid means:,medical treatment of accident,setting of broken bones,emergency treatment at the scene of the injury,dosage of medications,C
522,"First, second, and third degree burns are classified according to which of the following?",Area of the body burned,Source of heat causing the burn,Layers of skin affected,Size of the burned area,C
523,"For a victim who is coughing and gagging, as a result of a partial obstruction of the airway by a foreign body, a rescuer should:",immediately give the victim four abdominal thrusts and four back blows,wait for the victim to become unconscious then give them four back blows,"not interfere, but should encourage the victim to cough till the restriction is cleared",bend the victim over and give them four back blows,C
524,"For maintaining a safe watch, you must keep in mind the three letters “ASK”, which stands for:","Ask, Self-Confidence and Knowledge","Accountability, Skill and Knowhow","Attitude, Skill and Knowledge","Accessibility, Self-Confidence and Knowledge",C
525,"From the time of arrival, how many hours maximum should a Note of Protest is filed to proper authorities to make it binding and legal?",12,36,24,72,C
526,From where on board can you find the different types of protection equipment regarding where it is placed and how much?,Fire fighting plan,Stated in your cabin,The ships safety plan,Ships Emergency plan,C
527,Heat is spread through a solid material by:,radiation,convection,conduction,combustion,C
528,Heave is the motion of a vessel along the: ,longitudinal axis,transverse axis,vertical axis,centerline axis,C
529,"Holes in the bulwark, which allow deck water to drain into the sea are:",doggers,fidleys,freeing ports,swash ports,C
530,"Hot Work" means:",Work done on a very hot temperature and hot weather,When a tank temperature goes above 45 degrees C or 113 degrees F,Welding or cutting with a torch,Works done even without any outfit required,C
531,How are lifelines attached to a life float?,By serving,By splicing one end of the line around the apparatus,Securely attached around the outside in bights no longer than three feet,With an approved safety hook or shackle,C
532,"How do we manage risks, currently and predominantly on board ships?",Through the documented Quality Management System,Through the documented standard operating procedures,Through the documented Safety Management System,Through instructions manual,C
533,How do you find out your duties from the alarm instruction?,Informed by the MASTER,Informed by the chief officer,By entering the alarm instruction with your cabin number,Informed by the duty officer,C
534,How long shall the operator of a vessel employed in the transferring of oil to other vessels keep the Declaration of Inspection of those transfers?,1 week from date of signature,2 weeks from date of signature,1 month from date of signature,6 months from date of signature,C
535,How many approved B-II fire extinguishers must be carried in the machinery space of a 3000 HP vessel?,1,2,3,7,C
536,How many miles maximum from the baseline outward can a coastal state construct and operate artificial islands?,100 miles ,150 miles ,200 miles ,50 miles ,C
537,How much space must you leave in a topped off tank for liquid expansion?,No space is permitted: the tank must be pressed up to reduce free surface effect,Generally 6% to 3% of the tank volume,Generally 1% to 3% of the tank volume,Generally 10% to 30% of the tank volume,C
538,How often must CO2 systems be inspected to confirm cylinders are within 10% of the stamped full weight of the charge?,Quarterly,Semiannually,Annually,Biannually,C
539,How would you ensure that your crew is prepared to combat a ship board fire using ship's equipment?,Have them read a fire fighting text book.,"Check training records, to see if crew members have attended a fire fighting training course.","Conduct required drills, simulating fire conditions and training with ship's equipment.",Show crew generic fire training videos.,C
540,"If a cargo of kerosene were considered too lean to explode, then it must be:",None of the options,above the explosive range,below the explosive range,within the explosive range,C
541,"If a CO2 fire extinguisher is discharged in the engine room, which of the following would be the dangerto engine personnel?",Frostbite,Electric shock,Suffocation,Burst eardrums ,C
542,"If a crew member faints, you should:",lay him down with his head slightly raised,administer a liquid stimulant,lay him down with his head lower than his feet,attempt to stand him upright to restore consciousness,C
543,"If a fire occurs in the boiler room because of a leaking fuel line to a burner, you should shut off the fuel using the _________.", burner valve, root valve, quick closing valve,oil return valve,C
544,"If a person is unconscious as a result of an electric shock, you should first remove the victim from the electrical source and then:",administer ammonia smelling salts,check for serious burns on the body,determine if he/she is breathing,massage vigorously to restore circulation,C
545,"If and when pirates succeeded in boarding the vessel, which of the following actions is NOT recommended?",Gather the crew if possible at the mess hall and remain vigilant.,Keep normal operation of ships power.,Resistance and confrontation.,Any of the choices.,C
546,"If compared to a high- expansion foam, a low- expansion foam will ________.",be dryer,be lighter,be more heat resistant,direct radiation,C
547,"If fire occurs in a ruptured oil cargo tank, caused by an explosion or collision, the best firefighting agent to use is:",water,cO2,foam,gas,C
548,"If more than one liferaft is manned after the vessel has sunk, you should:",the possibility of a search aircraft finding you is increased by spreading out,reduce the number of liferafts by getting as many people as possible into as few rafts as possible,tie each of the rafts together and try to stay in a single group,each raft should go in a different direction in search of land,C
549,"If the cause of a sudden severe list is due to negative initial stability, counter-flooding into empty ballast tanks may:",cause an increase in the righting arm,bring the unit to an upright equilibrium position,cause the unit to flop to a greater angle,increase the righting moment,C
550,"If the cause of severe list or trim is off-center ballast, counter flooding into empty tanks will:", increase the righting arm,increase list or trim, decrease list or trim,increase the righting moment,C
551,"If you have a fire in the engine room, your FIRST act should be to __________.",maneuver your vessel into the wind,have all of your crew get into the liferaft,secure the fuel supply and ventilation to the engine room,discharge the fixed CO2 system into the engine room,C
552,"If you have to carry out hot work close to a smoke detector in the engine room, what precautions should be taken?",Inform the duty engineer and have a fire extinguisher available on side of hot work area,No special precautions except for having a watch man and a fire extinguisher available.,"Notify Master, Deck officer and engineer in charge. The loop for this special sensor to be switched off and take normal precautions for hot work.",No precautions needed except you have fire extinguisher and fire pump is running with standby fire hose and assistant,C
553,"If your vessel is equipped with inflatable liferafts, how should they be maintained?",They do not need any maintenance.,Have them serviced by the shipyard annually.,Have them sent ashore to an approved maintenance facility annually.,Have your crew check them annually.,C
554,"Immediately a quantity of liquid is withdrawn from the tank the situation changes completely and the stability of the ship is adversely affected by what is known as the "free surface effects". This adverse effect on the stability is also referred to as:",Reduction in KG,Reduction of reserve buoyancy,Loss in GM,Loss of GZ,C
555,"In a ship, fire and boat drills must be held within 24 hours of leaving port if the percentage of the crew replaced is more than:",5%,10%,25%,30%,C
556,"In a smoke filled alleyway were will the cleanest air be found, and how should you proceed out?","Near to the bulkhead, run out keeping your face as near to the bulkhead as possible.","It will be the same in all parts, therefore I would just leave as quickly as possible.","Near to the deck, crawl out keeping your face as near to the deck as possible.",Do anything just to leave the danger area for fire,C
557,"In accordance with MARPOL 73/78 Annex VI, what is the minimum allowable flue gas outlet temperature for a continuous-fed shipboard incinerator while in operation? ",450° C,650° F,850° F,1050° F,C
558,In accordance with SOLAS the Master of a vessel is required to have specific stability information at their disposal. Which of the following is part of the requirement? ,Procedures outlining the preparation for the original inclining test,Stability information for dry-docking the vessel,Information to maintain the required intact stability after damage,Curves indicating speed of advance for varying loads and sea conditions,C
559,"In administering only mouth-to-mouth resuscitation, you should continue the victims ventilation rate at how many inflations per minute?",4,8,12,20,C
560,"In an emergency situation, what is the prime consideration that the master or the officer in command must bear in mind?",Safety of the ships machinery.,Safety of the oil cargo,Safety of personnel,Safety of the vessel,C
561,"In case a vessel seeks medical advice including the onward transmission of medical messages by radio or satellite communication between a ship and those ashore giving advice, how does the payment for such medical advice being made?",Per minute basis.,According to the seriousness of the case.,Shall be available free of charge to all ships.,Depends on the gravity of ailment.,C
562,"In case of pirate attack where they have gained access to accommodations, what particular area/areas is/are often the first targets?",Engine room,Crew cabins,Masters cabin and radio room,Ships provision rooms,C
563,"In cleaning up an oil spill, straw is an example of a:",chemical agent,blocker,sorbent,absorbent,C
564,"In high latitudes while at sea in an inflatable liferaft, the greatest danger is:",collapse of the raft due to cold temperatures,asphyxiation due to keeping the canopy closed,hypothermia caused by cold temperature,starvation,C
565,"In launching a covered lifeboat, what would safely lower the lifeboat from inside the lifeboat cabin?",Tricing line,Frapping line,Winch remote control wire,Rottmer release,C
566,"In launching a lifeboat, when should the tricing pendants be released?",After the limit switch is activated,Before the boat is lowered from the stowage position,After all people have been embarked,As soon as the boat-fall blocks clear the davit head,C
567,"In order to discourage unauthorized person to go on board the ship when operating in areas of increased risk, it is important to: I. control access to the shipII. screen visitors before they are allowed on boardIII. require permit to board from shipowner",I only,II only,I and II,"I, II and III",C
568,In order to initiate CPR on a drowning victim:,start chest compressions before the victim is removed from the water,drain water from the lungs before ventilating,begin mouth-to-mouth ventilations,do not tilt the head back since it may cause vomiting,C
569,"In order to maintain safe working conditions on board the vessel, every crewmember should do the following, EXCEPT:",always keep in mind the safety of yourself,familiarize himself with the emergency plan,be attentive to all what is happening in the surroundings,familiarize the vessel emergency escape and equipments onboard,C
570,"In reference to MARPOL 73/78 Annex VI regulations, the sulphur content of any fuel oil used on board ships shall not exceed what percentage by weight? ",1.50%,3.00%,4.50%,6.00%,C
571,"In ship construction, the shell plating is arranged in strakes and assigned letter designations. If the strakes were lettered "A" strake will be:",the drop strake,the sheer strake,the strake after the keel,at the turn of the bilge,C
572,"In ship construction, the vessels bilge keels are designed primarily to:",improve vessel steering response,reinforce the bilge knuckle in way of double bottom tanks,reduce vessel rolling,provide strengthening of the bilge plating through the mid body,C
573,"In ship construction, what does the "shell plating" refer to?",The galvanizing on steel,A hatch cover,The outer plating of a vessel,Synonymous with decking,C
574,"In the event of a vessel fire in port, shore side firefighters can find details on vessel's fire control plans in which of the following locations?",A watertight enclosure located on the bridge wing.,A watertight enclosure located at the lifeboats.,A watertight enclosure located outside the accommodations.,With the vessel agent.,C
575,"In treating a person for first degree thermal burns, it is important to prevent or reduce: ",disfigurement,infection,pain,asphyxia,C
576,"In which of the following cases is an IOPP Certificate not invalidated, except? I. The required oily-water separator malfunctions II. The ship is transferred to Liberian Registry III. The annual survey is conducted fifteen months after the date of certificate issuance IV. A 15 ppm oily water separator is replaced by 100 ppm oily water separator",I only,"I, II, III and IV","II, III, and IV","I, III and IV",C
577,Inert gas should be supplied with an oxygen content of less than:,21%,2%,5%,11%,C
578,Inflatable liferafts on vessels on an international voyage must be able to carry at least __________.,2 persons,4 persons,6 persons,8 persons,C
579,"Inflatable liferafts shall be serviced at an approved servicing facility every 12 months or not later than the next vessel inspection for certification. However, the total elapsed time between servicing cannot exceed __________.",12 months,15 months,17 months,18 months,C
580,Instructions to the crew in the use of all the ship s lifesaving equipment shall be completed:,in one month and repeated quarterly,within one week of sailing,within any two month period,before sailing,C
581,International Maritime Dangerous Goods Code - There are how many classes:,8,10,9,7,C
582,Is the perpendicular distance from the center of gravity to the line of force of buoyancy. The distance is formed when the vessel is inclined or heeled and the Buoyancy shifts position.,Righting moment,Metacentric height,Righting lever,GB or Trimming Arm,C
583,"It is a tear or separation of human tissue where the immediate medical first aid is to clean the wound with clean water or sterile saline solution, including small flaps of skin when present. Attempt to place the skin back into place, apply sterile gauze and bandage the wound. ",Puncture wounds,Abrasion wounds,Avulsion wounds,Laceration wounds,C
584,It is a type of plan is used to outline the vessel's fire fighting arrangement within the fire control plan.,Inboard profile,Subdivision and stability,General arrangement,Partial,C
585,"It is important that a bandage is applied correctly. After completed compress bandage, which signs will show that the bandage is tight?",Blood clotting in the upper section,Heartbeat increase and a dizzy feeling,Swelling below the bandage and heavy pain,Heavy pin in the bandage part,C
586,It is necessary to secure the forced ventilation to a compartment where there is a fire to __________.,allow the exhaust fans to remove smoke,extinguish the fire by carbon monoxide smothering,prevent additional oxygen from reaching the fire,protect fire fighting personnel from smoke,C
587,"It is the ability to use and exert power over followers, leader role models actions and behaviours he/she wants followers to emulate.",Persuasion,Teamwork,Influence,Rapport,C
588,It is the weight of cargo loaded to a ship that tends to sink it deeper at exactly 10 millimeters during loading:,buoyant effect,dock water allowance,tons per centimeters immersion,fresh water allowance,C
589,Jettisoning weight from topside:,returns the vessel to an even keel,reduces free surface effect,lowers the center of gravity,raises the center of buoyancy,C
590,"Leadership style sometimes must change with the situation faced by the manager. Which of the following situations would be best suited for adopting a structured, autocratic leadership style?",The supervision of daily operations.,The supervision of a training session.,The supervision of an emergency procedure.,The supervision of routine maintenance.,C
591,Lifeboat food rations shall have a minimum energy component of:,"8,000 kJ","6,000 kJ","10,000 kJ","4,000 kJ",C
592,"Life-saving appliances on all ships have to be fitted with retro-reflective material where it will assist in detection and in accordance with the recommendations of the Organization in A.658(16); Unless expressly provided otherwise in the opinion of the Administration, all LSA prescribed in this part shall: ",be constructed with proper workmanship and recycled materials;,"be damaged in stowage throughout the air temperature range -30°C to +65°C; if they are likely to be immersed in seawater during their use, operate throughout the seawater temperature range –1°C to +30°C; ","where applicable, be rot-proof, corrosion-resistant, and not be unduly affected by seawater, oil or fungal attack;","where exposed to sunlight, be resistant to deterioration for 15 days ",C
593,"Method whereby managers and employees define goals for every department, project and person and use them to monitor performance.",Management system,Functions of management,Management by objective,Maslows Hierarchy of Needs,C
594,Most enclosed lifeboats will right themselves after capsizing if the __________.,sea anchor is deployed to windward,lower ballast tanks are filled with water,passengers are strapped to their seats,fuel tanks are not less than half full,C
595,Mousing a cargo hook with marline or small line:,increases the lifting capacity of the hook,protects the hook from the sling ring,prevents the sling ring from coming out of the hook,all of the choices,C
596,Muster Lists and emergency instructions are required for all soles vessels. The muster list shall show the duties assigned to different members of the crew including which of the following? ,The person responsible for bringing water to the survival craft,The person responsible for the instruction on the donning of lifejackets,The person responsible for the muster of passengers,The person responsible for emergency repairs to life saving equipment,C
597,On a rigid liferaft (SOLAS B pack) which is equipped with all of the required equipment you may NOT find a __________. ,bailer,whistle,fishing kit,sponge,C
598,On cargo and miscellaneous vessels what is NOT a required part of the fireman's outfit? ,Self-contained breathing apparatus with a lifeline attached,"Rigid helmet, boots, and gloves",Combustible gas indicator,Flame safety lamp,C
599,"On each side of the ship is indicated the position of the freeboard deck, marked amidships with the following dimensions:",200 mms. x 25 mms.,300 mms. x 20 mms.,300 mms. x 25 mms,200 mms. x 20 mms.,C
600,On which vessels is GMDSS required? ,Vessels operating outside of the range of VHF coastal radio stations,Coastal vessels of less than 300 gross tons,SOLAS Convention ships of 300 gross tonnage or more,All vessels capable of international voyages,C
601,One approach to achieve effective coordination is using basic management techniques. Which of the following is an example of that approach?,Make standards of punishments,Set an example ,Using rules and procedures ,Any of the choices.,C
602,One of the control procedures under Regulation I/4 of the STCW Convention is to verify the number of certificates of the seafarers on board a vessel in conformity with the:,safety regulations,flag state requirements,safe manning requirements,port control requirements,C
603,Panting plate frames are located in the _____________.,after double bottoms,centerline tanks on tankships,fore and after peaks,forward double bottoms,C
604,Periodic surveys to renew the load line assignment must be made at intervals NOT exceeding:,18 months,three years,five years,two years,C
605,Physical exertion on the part of a person who has fallen into cold water can:,be the best thing to try if there were no rescue in sight,increase survival time in the water,increase the rate of heat loss from the body,not affect the heat loss from the body,C
606,Placing the patient in a tub of cold water is one of the treatment of:,sexually transmitted disease,hypothermia,heat exhaustion,aids,C
607,Plates that cover the top of hawse pipe and chain pipes:,shaded plates,transverse plates,buckler plates,reserve plates,C
608,Preventer bars are fitted on lifeboat releasing gear to prevent __________.,the falls from unhooking if the releasing gear is operated accidentally,the falls from rehooking after they have been released,accidental unhooking when the falls become slack,operation of the release lever until the boat is waterborne,C
609,Protective clothing must be worn while sampling hazardous cargo on a tankship. This clothing includes which of the following at a minimum:,boots,a hood or hard hat,a face mask or goggles,chemical resistant gloves,C
610,Seasickness is caused by rolling or rocking motions which affect fluids in the:,stomach,lower intestines,inner ear,bladder,C
611,"Seeing that all hands are familiar with their duties, as specified in the muster list, is the responsibility of the __________. ",department heads,safety officer,master,chief Mate,C
612,Self-igniting lights shall: ,be such that they cannot be extinguished by water when used inside a cargo tank when cleaning,be of white color and capable of burning intermittently with a luminous intensity of 2 candelas,be provided with a source of energy for a period of at least 2 hours,be capable of withstanding the drop test into the water from the height of 50 m without impairing either its operating capability or that of its attached components. ,C
613,"Sixty (60) tons of cargo are raised with heavy lift boom 45 feet from centerline. The vessel's displacement including the weight lifted is 18,400 tons. The angle of list caused by the suspended weight is 1.5°, KM is 28.75 ft., and the BM is 17.25 ft. What is the KG?",11.65 feet,22.46 feet,23.15 feet ,23.82 feet,C
614,SOLAS stipulates that mustering of passengers on a ship engaged in an international voyage which is not a short international voyage shall take place:,Within 24 hours after leaving,within 24 hours after their embarkation,Within one week after leaving port,within one week after embarkation,C
615,"Some managers think that the average person has a dislike for work, avoids responsibility, and cannot be trusted. What type of leadership style is such a manager likely to adopt?","Supportive, participative leadership style",Transactional leadership style,"Structured, autocratic leadership style",Transformational leadership style,C
616,"Some people enter seafaring because they want a better life, freedom and responsibility called:",personal motivation,shallow motivation,higher motivation,good motivation,C
617,Spaces containing batteries require good ventilation because:,ventilation avoids CO2 buildup,ventilation supplies extra oxygen for the battery,ventilation avoids flammable gas accumulation,less water would be used,C
