FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
680,"In the basic principle of bridge watch keeping, the OOW must bear in mind that even the most advanced equipment cannot be regarded as a complete substitute for the ______.",master,pilot conning,human eye,proper lookout,C
681,"In the Beaufort Scale, a Severe Tropical Storm has _________ as wind force.",Force 4 or less,Force 8 and 9,Force 10 and 11,Force 6 or less,C
682,"In the context of Rule 10 of the International Regulations for Preventing Collision at Sea, which vessel is NOT using a traffic separation scheme?",Vessel is navigating within the outer limits of the scheme,A vessel not crossing the lanes,A vessel using an inshore traffic zone,When engaged in fishing within the separation zone,C
683,"In the ECDIS, what do you call this opportunity to and by scrolling through the charts to acquaint the OOW with potential danger areas, alterations of course, crossing traffic and so on?",Cross track Error,Safety checking,Look ahead,Chart selection,C
684,"In the event of a collision, why is it important to transmit MAYDAY or PAN-PAN signals, even if not in distress?",To warn the other ship involved in the collision,To justify that you are not at fault,It will alert shipping to a possible future distress call,To alert the consignee/s that their cargoes may not arrive on time,C
685,"In the N.H., you are attempting to locate your position with reference to the center of a tropical cyclone. The wind is veering. What must you inform the Master concerning the position of your vessel in relation to the storm?","The vessel is on the storm track, behind the center",The vessel is in the navigable semicircle of the storm,The vessel is in the dangerous semicircle of the storm,"The vessel is on the storm track, in front of the center",C
686,In the Northern Hemisphere and a tropical wave is located 200 nautical miles due east of your location. Where will the wave be located 12 hours later?,Farther away to the west,In the same place,Nearby to the east,Farther away to the east,C
687,In the Northern Hemisphere you are caught in the dangerous semicircle of a storm with plenty of sea room available. The best course of action is to bring the wind on the:,port quarter and make as much headway as possible,starboard quarter and make as much headway as possible,starboard bow and make as much headway as possible,port bow and make as much headway as possible,C
688,"In the Northern Hemisphere, your vessel is believed to be in the direct path of a hurricane, and plenty of sea room is available. The best course of action is to bring the wind on the:","starboard bow, note the course, and head in that direction","port quarter, note the course, and head in that direction","starboard quarter, note the course, and head in that direction","port bow, note the course, and head in that direction",C
689,"In the relatively calm area near the hurricane center, the seas are:",moderate but easily navigated,calm,mountainous and confused,mountainous but fairly regular as far as direction is concerned,C
690,"In the U.K., MCA has issued that masters and navigating officers using ECDIS are required to have completed both generic and type specific ECDIS training. The training must relate to the make and model of the equipment fitted on the ship. Which of the following is NOT acceptable?",the training is conducted by a trainer who has attended such a training programme,the training is delivered by the manufacturer's approved agent,"trickle down training, that is one officer training another officer",the training is done by the manufacturer himself,C
691,In what latitude will a departure of 200 nautical miles corresponds to a Dlo of 4 degrees 16'?,41deg. 24.6' N or S,12deg. 54.6',38deg. 37.5' N or S,51deg. 19.1' Nor S,C
692,In which document will you find the Performance Standards for ECDIS?,IHO special Publication S-57,IHO special Publication S-52,IMO Resolution A.817(19),IMO Resolution A.877,C
693,Information about currents around Pacific Coast ports of the U.S. is found in the:,nautical Almanac,tide Tables,tidal Current Tables,ocean Current Tables,C
694,"Information on search and rescue procedures and special, local communications used in Mexican waters will be found in the __________.",International Aeronautical and Maritime Search and rescue Manual,World Port Index,Sailing Directions (Planning Guides),International Code of Signals (Pub 102),C
695,It is a route which has been specially examined to ensure so far as possible that it is free of dangers and along which ships are advised to navigate.,Established direction of traffic flow,Recommended direction of traffic flow,Recommended track,Recommended route,C
696,"It is a stage of tropical cyclone, wherein no decrease of barometric pressure and no increase of wind force.",Immature stage,Depression stage,Mature stage,Decaying stage,C
697,"It is a suspension of numerous minute ice crystals in the air, based at Earth's surface, which reduces horizontal visibility.",Haze,Sleet,Ice fog,Frost,C
698,"It is an error which results from the athwartship permanent magnetic field across the Compass.",A-Error,B-Error,C-Error,D-Error,C
699,It is defined as non-condensable gas obtained during distillation of crude oil or treatment of oil products.,Bitumen ,Industrial Spirit ,Refinery gas ,Naphtha ,C
700,"It is drawn as a rectangle with indications of a piston, piston rod and port connections.",Valves,Reservoir Tank,Cylinders,Cam Shaft,C
701,It will be of an advantage for the new helmsman in taking over the helm to know the: ,compass deviation,the speed of the vessel,degree of helm needed for a steady course,density of vessel traffic,C
702,"Leaking discharge reed valves in a refrigeration compressor should be _____________.",reground,relapped,replaced,rewound,C
703,Lines of equal percentage of the total annual precipitation falls in a given season or month is called:,isohel,isohyet,isomer,isohaline,C
704,Local sidereal time is equal to the:,GHA of Aries minus 180°,SHA of Aries,LHA of Aries,right ascension of Aries plus 180°,C
705,"Loss of refrigerant during the purging process can be kept to a minimum by ____________.","operating the dehydrator continuously","purging through the discharge service valve","cracking the purge valve briefly","closing the liquid line king valve",C
706,"Low pressure disturbances, which travel along the intertropical convergence zone, are called:",permanent waves,tidal waves,tropical waves,tropical storms,C
707,Magnetic compass adjustments has been completed on magnetic east and magnetic south. The vessel is now steady on magnetic north but the compass reads 356 degrees. What action should be taken to remove this error of the compass?,Use the fore and aft magnets and adjust the magnetic compass until it reads 358deg.,Use the athwartship magnets and adjust the magnetic compass until it reads 000deg.,Use the athwartship magnets and adjust the compass until it reads 358deg.,Use the quadrantal spheres and adjust the magnetic compass until it reads 000deg.,C
708,Magnetic dip is a measurement of the angle between the __________.,lubber's line and true north,geographic pole and the magnetic pole,horizontal and the magnetic line of force,compass heading and the magnetic heading,C
709,Mean lower low water is the reference plane used for:,all vertical measurements,"heights above water for lights, mountains, etc.",soundings on the U.S. east and west coasts,water depths on the U.S. east coast only,C
710,Monitoring the changes in situation as the status of the situation may be different towards the end of a watch from what it was at the start of the watch. The changes in such situation may not include:,Change in draft due to ballast / de-ballast operation,"Changes in course, deviation to another port",Change in navigational equipment,"Change in weather and change in movement of vessels in vicinity, etc.",C
711,Monsoons are characterized by:,"light, variable winds with little or no humidity","strong, gusty winds that blow from the same general direction all year",steady winds that reverse direction semiannually,"strong, cyclonic winds that change direction to conform to the passage of an extreme low pressure system",C
712,"Monthly testing of the EPIRB is required on offshore vessels.  When testing a Class A EPIRB, you will know that the EPIRB is working properly when the indicator light comes on and you hear over the test frequency ______.","a computerized voice sounding "MAYDAY" 3x",the Morse Code for S-O-S,an oscillating tone,the Morse signal of your own ship's Call sign,C
713,Most GPS receivers use the Doppler shift of the carrier phase to compute ________.,Latitude,Longitude,Speed,Time ,C
714,Neap tides occur:,"at the start of spring, when the Sun is nearly over the equator",only when the Sun and Moon are on the same sides of the Earth and are nearly in line,"when the Sun and Moon are at approximately 90° to each other, as seen from the Earth","when the Sun, Moon, and Earth are nearly in line, regardless of alignment order",C
715,Ninety degrees apart:,is the situation when two vessels are parallel with each other in a crossing situation,is the angle required between two vessels in solving for the CPA (Closest Path of Approach) and time when they are closest each other,is the difference of longitude between the vertex and equatorial positions along a great circle track,none of the above,C
716,Ocean currents are well defined and:,create large waves in the direction of the current,change direction 360deg. during a 24 hour period,remain fairly constant in direction and velocity throughout the year,are characterized by a light green color,C
717,"On a Mercator chart, 1 nautical mile is equal to:",1 minute of longitude,1 degree of longitude,1 minute of latitude,1 degree of latitude,C
718,"On an anchor windlass, the wheel over which the anchor chain passes is called a _________________. ",ring,stock ,wildcat,winch head,C
719,"On some occasions, some stranded or dangerous wrecks and obstructions may not display in any mode. What then would be your best solution for this?",inform the ENC provider immediately,review the software being used,use paper charts,do nothing as this is only temporary,C
720,"On the Beaufort Wind Scale, what description corresponds to wind Force 5?",Gentle breeze,Light breeze,Fresh breeze,Moderate breeze,C
721,"On the Beaufort Wind Scale, what description corresponds to wind Force 5?",Gentle breeze,Light breeze,Fresh breeze,Moderate breeze,C
722,On which vessels is GMDSS required?,Vessels operating outside of the range of VHF coastal radio stations,Coastal vessels of less than 300 gross tons,SOLAS Convention ships of 300 gross tonnage or more.,All vessels capable of international voyages,C
723,"Planetary aberration is due, in part, to:",refraction of light as it enters the Earth's atmosphere,rotation of the Earth on it's axis,the body's orbital motion during the time required for its light to reach Earth,a false horizon,C
724,Pressure chart changes shows:,equal lines,cold front,isobaric lines,isotherm lines,C
725,"Prior to passage planning, the navigating officer prepares charts and publications intended for the voyage, the courses where laid to the next destination. What particular mark does he write when passing near the restricted area?",Wreck symbol,Do not enter,No go area,Danger,C
726,"Process of handing and taking over a watch between the outgoing and incoming Bridge Watch-keeping Officers should include the following, except:",Be aware of the presence and movement of all traffic in vicinity ,Be aware of conditions and hazards likely to be encountered during the watch ,"Memorize the numeric amount of heel, trim, water density and squat on under keel clearance ","Understand the state of internal ship systems, engine and cargo monitoring, communications and crew availability ",C
727,"Process of handing and taking over a watch between the outgoing and incoming Bridge Watch-keeping Officers should include the following, except:","Ensure that the required lookout and helmsman, as appropriate, are on duty, alert and properly instructed","Obtain from outgoing OOW verbal instructions, if any, and occurrences of importance during previous watch",Read log entries made by outgoing OOW and correct any wrong entries,"If at any time the OOW is to be relieved when a maneuver or other action to avoid any hazard is taking place, the relief of that officer shall be deferred until such action has been completed",C
728,Propellers fouled with net entwined or wire rope around it must be:,cut free by a diver while slowing down the vessel ,Stop the engines at once then ballast the after peak tank to free the gudgeon from water to enable work to be carried at once by the crew using the lifeboat,"Stop and secure engines, shift weights to raise the aft end of the vessel to enable work to be carried out at once",Stop the engine then begin ballasting the fore peak tank so as to create a trim by the head thereby exposing the forward perpendiculars out of the water,C
729,Relative humidity is defined as:,the maximum vapor content the air is capable of holding,the minimum vapor content the air is capable of holding,the ratio of the actual vapor content at the current temperature to the air's vapor holding capability,the relation of the moisture content of the air to barometric pressure,C
730,Sea level is lowered by high and raised by ___________.,swell,force of wind,low barometric pressure,pressure gradient,C
731,"Seen from operational point of view, how will you describe the AIS?",AIS is manual system,AIS is a semi automatic system,AIS is an automatic system,AIS is both manual and automatic,C
732,Semicircular deviation causes sub-permanent and induced magnetism of the vertical iron. Wherein for the purposes of compensation this is divided into coefficient B which affects the compass on _______________.,all courses,northerly and southerly courses,westerly and easterly courses,West quadrant,C
733,Ship reporting systems and reporting requirements have been established to provide information for many purposes primarily to monitor_______________.,Traffic separation schemes,Flow of traffic,Vessel traffic movement,Fast craft movement,C
734,"Ships in distress or survivors at sea may be supplied by SAR aircraft with special items of droppable equipment, which may come in containers or packages of different types and dimensions. The contents of each container or package should be clearly indicated in print in at least three languages, by self-explanatory symbols, and also by streamers colored according to the following code, except:",Red - medical supplies and first-aid equipment,Blue - food and water,Yellow to food and medical supplies,"Black - miscellaneous equipment such as stoves, axes, compasses, cooking utensils, etc.",C
735,"Specifically designed to meet the requirements of marine navigation showing depth of water, nature of bottom elevations, configuration and characteristic of coast, danger and aids to navigation.",Chain mode ,Chart mode,Chart,ECDIS,C
736,Strong winds blowing steadily over the sea set up a surface current which raises the sea level to ___________.,from its opposite direction,even in all directions,the direction which the wind is blowing,no effect,C
737,The 10-cm radar as compared to a 3-cm radar of similar specifications will:,be more suitable for river and harbor navigation,provide better range performance on low lying targets during good weather and calm seas,have a wider horizontal beam width,have more sea return during rough sea conditions,C
738,The anchors on the bow are known as __________________.,danforth anchor,kedge anchors,bower anchors,grapnel anchor,C
739,The angle that is measured westward from the first point of Aries to the hour circle of the body along the celestial equator is the:,greenwich sidereal angle,local sidereal time,sidereal hour angle,azimuth angle,C
740,"The beam width of your radar is 2°. The left tangent bearing of a small island, as observed on the PPI scope, is 056°pgc. If the gyro error is 2°E, what bearing would you plot on the chart?",052°,056°,059°,060°,C
741,The Beaufort scale is used to estimate the:,wind direction,percentage of cloud cover,wind speed,barometric pressure,C
742,The best definition of energy is:,the work that has been done,the work being done,the capacity for producing effect,power,C
743,The bow area of a large merchant vessel is:,the part of the vessel where the F.O tank must be located,the part of the vessel where the anchor can only be mounted,the part which is affected by squat,any of the above,C
744,"The capability of towing vessel is BEST measured by maneuverability, horsepower, bollard pull and ____________.",list,stability,displacement,crest,C
745,"The carrying out of a parallel track search in restricted visibility poses problems on account of the following considerations, except:",the desirability of reducing the interval between ships as far as possible consistent with safety,the resulting loss of coverage,the resulting loss of communication signal,the potential risk of collision,C
746,The celestial coordinate of a star that is relatively constant in value is the:,greenwich hour angle,local hour angle,sidereal hour angle,meridian angle,C
747,"The charging of a refrigerating system should be carried out by adding _____________.","refrigerant vapor to the receiver only","liquid refrigerant to the low side only","liquid refrigerant to the high side only","liquid refrigerant to the high or low side",C
748,The climate of the northern Gulf coast:,is humid and subtropical throughout the year,has an east coast marine type of climate,is a warm marine type of climate,varies from warm to subtropical,C
749,The compass element is gimbaled in the binnacle and has freedom of how many degrees about the pitch axis?,± 60 degrees,± 50 degrees,± 40 degrees,± 30 degrees,C
750,"The compass error is 15deg. W and the variation is 6deg. E, find the deviation. ",9deg. E,9deg. W,21deg. W,21deg. E,C
751,"The conical steel, or composition cone installed on a propeller, known as fair waters, provides which of the following benefits?",Help with lubrication,Reduce friction,Reduce turbulence,Glide through water,C
752,The correction of atmospheric refraction as applied to the observed altitude of a body:,depends only a atmospheric conditions and is independent of altitude,is negligible and can be ignored,decreases with altitude,increases with altitude,C
753,The dangerous semicircle of a typhoon in the Southern Hemisphere is that area:,measured from due south clockwise 180°,measured from due south counterclockwise 180°,to the left of the storm's track,ahead of the typhoon measured from the storm's track to 90° on each side,C
754,The data is stored as picture element known as pixels. Each pixels is a minute component of the image with a defined color and brightness level.,Chart based system ,Vector based system,Raster based system,Resolution based system,C
755,"The database resulting from (1) the transformation of the electronic navigational chart (ENC) by ECDIS for appropriate use, (2) the updates to the ENC by appropriate means, and (3) the additional data added by the mariner, is called the __________.",display base information,standard display information,system electronic navigational chart,chart display information,C
756,"The database standardized as to content, structure and format according to relevant International Hydrographic Organization standards and issued by, or on the authority of, a Government",Admiralty Raster Chart,Electronic Chart System,Electronic Navigational Chart,Electronic Chart Display and Information System,C
757,"The determining factor for the strength of a flexible rubber hydraulic hose is the _____________.",external cover,"synthetic rubber inner tube",braided layer,teflon sleeve,C
758,The deviation of a compass produced by a disturbing magnet varies:,inversely with the cube of the distance from the magnet,inversely with the distance from the magnet,inversely with the square of the distance from the magnet,directly with the distance from the magnet,C
759,"The device used to limit the passage of moisture through a refrigeration system is the _____________.",humidifier,aerator,dehydrator,trap,C
760,The difference between an axial piston pump to radial piston pump is that the axial pump pistons are positioned:,at right angle to each other to the shaft,parallel to each other but right angle to the shaft,parallel to each other and the shaft,radially from the shaft,C
761,The direction of prevailing winds in the Northern hemisphere is caused by the:,magnetic field at the North Pole,Gulf Stream,Earth's rotation,Arctic cold fronts,C
762,The distress message of a ship should include considerable information which might facilitate the rescue. This information should __________.,be sent to a Coast Guard station FIRST,ALWAYS be included in the initial distress message,"be transmitted as a series of short messages, if time allows",include the vessel's draft,C
763,The diurnal variation of pressure is most noticeable:,in a low pressure area,during periods of low temperatures,in the doldrums,above the polar circles,C
764,The dry-bulb temperature is 86°F and the wet-bulb temperature is 83°F. What is the relative humidity?,70%,78%,88%,75%,C
765,The effect of gravity control is to make the axis of the gyroscope:,move clockwise around a central position in an ellipse,move clockwise around a central position in an ellipse,move anti-clockwise around a central position in an ellipse,move anti-clockwise around a central position in a circle,C
766,"The equation of time is 12m 00s and the mean Sun is ahead of the apparent Sun. If you are on the central meridian of your time zone, at what zone time will the apparent Sun cross the meridian?",1148,1200,1212,It cannot be determined from the information given.,C
767,The firing of a red star signal may mean:,""this is the best place to land"",""tail block is made fast"",""slack away"",""you are seen-assistance will be given as soon as possible"",C
768,The first point of Aries is the point where the Sun is at:,maximum declination north,maximum declination south,0° declination going to northerly declinations,0° declination going to southerly declinations,C
769,"The flash point of a petroleum product is an indication of its _____________.",viscosity,pour point,volatility,lower explosive limit,C
770,The Flinders bar and the quadrantal spheres should be tested for permanent magnetism at what interval?,They are not subject to permanent magnetism; no check is necessary.,Semiannually,Annually,Every five years,C
771,"The following statements describe the essential skills and knowledge required in search and rescue operations, except:",coaching and team building concepts,potential rescue platforms capabilities and limitations,coronial requirements in relation to DAR,hypothermia/hyperthermia factors,C
772,"The form of cloud often known as "mackerel sky" which is generally associated with fair weather is:",nimbostratus,stratus,cirrocumulus,cumulonimbus,C
773,The forward movement of a ship in one revolution of its propeller is measured by ______________. ,advance,head reach,pitch,transfer,C
774,"The Global Positioning System permits users with suitable receivers to establish their position, speed and time on land, sea or in the air, at any time of the day or night and in any weather condition. The System is accurate to within ________.",10 meters,100 meters,30 meters,90 meters,C
775,"The great circle distance from Lat. 35deg. 57.2' N, Long. 005deg. 45.7' W to Lat. 24deg. 25.3' N; Long 083deg. 02.6' W is 3966.5 nautical miles and the initial course is 283.7deg. T. The latitude of the vertex is 38deg. 09.4' N. What is the longitude of the vertex?",028deg. 38.5' W,028deg. 47.7' W,028deg. 18.5' W,028deg. 12.5' W,C
776,"The Gulf Stream is a powerful, warm, and swift Atlantic ocean current that originates at the tip of Florida, and follows the eastern coastlines of the United States and Newfoundland before crossing the Atlantic Ocean. What current is similar to the Gulf Stream?",California Current,Benguela Current,Kuroshio Current,Falkland Current,C
777,The Humboldt Current flows in which direction?,East,West,North,South,C
778,The intensity of a hurricane as it reaches higher latitudes and cooler waters:,increases,remains the same,decreases,varies ,C
779,The light characteristic of composite group flashing (2 + 1) is used in the Aids to Navigation System on the Western Rivers for lights on:,the right descending bank,the left descending bank,preferred-channel buoys,daymarks with no lateral significance,C
780,The LMT of LAN is 1210. Your longitude is 70°30'E. Which time would you use to enter the Nautical Almanac to determine the declination of the Sun at LAN?,1842,1652,0728,0652,C
781,"The minimum input required for ECDIS operation is:  I. position, heading, speed log, time and electronic chart  II. position, magnetic heading and speed log  III. position, gyrocompass heading and speed log",only I is true,only II is true,only III is true,"I, II and III are true",C
782,The most critical effect of squat is when the depth of water is __________ the draught of the vessel. ,Thrice,More than twice,Less than twice,Twice,C
783,The most important information to be obtained from a barometer is the:,"difference between the reading of the two pointers, which shows wind direction","last two figures of the reading of the pointer, such as 0.87, 0.76, or 0.92","present reading of the pressure, combined with the changes in pressure observed in the recent past","weather indications printed on the dial (such as "cold, wet, etc.") under the pointer",C
784,"The national distress, safety, and calling frequency is channel:",22,18,16,13,C
785,"The normal operation of a refrigeration compressor should be tocycle on _____________.","in response to the low pressure cutout switch and off in response to the high pressure cutout switch","in response to the high pressure cutout switch and off in response to the low pressure cutout switch","and off in response to the low pressure cutout switch","and off in response to the high pressure cutout switch",C
786,The permanent magnetism of a vessel may change in strength due to:,the nature of the cargo being carried,changes in heading,major structural repair,All of the choices,C
787,"The Philippine Weather System characterized by the long line of thunderstorms and cumulus clouds and it moves with the season along the Tropic region of the Earth from the equator to 23.5 degrees North and back to 23.5 degrees South, moving and migrating with Sun's declination.",Tail end of cold front,Easterly waves,Inter-tropical Convergence Zone,Pacific Trades,C
788,The picture shown represents the geographic location of a vessel and the radar presentation at the same time. Which statement is TRUE?,Ship No. 1 is not detected due to the shadow effect of the headland.,The small island is not detected due to the effect of beam width.,A tangent bearing of the headland to the south-southeast should be corrected by adding one-half of the beam width.,Ship No. 2 is not detected due to the reflective mass of the background mountain overpowering the ship's reflective signals.,C
789,"The position obtained from one point relative to another, without considering the distance between them is called:",course,fix,direction,heading,C
790,The pressure-sensitive element of an aneroid barometer is called a:,pressure bellows,column of mercury,sylphon cell,constant pressure capsule,C
791,The processes for updating ENC charts are described in ____________ ,S-58 ENC Validation Checks,IMO resolution 572,Part B-600 of S-4,S-11 Part A to Section 200,C
792,The radiotelephone safety message urgently concerned with safety of a person would be prefixed by the word __________. ,Mayday,Safety,Pan-Pan,Interco,C
793,The range is 7 miles and constant. The bearing is steady. What action would you take?,Sound two short blasts and alter to port immediately,Take a series of compass bearings,Maintain course and speed,Sound one short blast and alter course to starboard,C
794,The recessed areas on a wildcat are called ______________.,pawls,sockets,pockets,devil's claws,C
795,The safest and most prudent procedure to follow while navigating in the vicinity of a tropical cyclone is to:,always navigate towards the coast by the most direct route,batten down and prepare to ride out the storm,take positive steps to avoid it if possible,continue to navigate farther from the coast,C
796,The signal from a ramark will show on the PPI as a:,coded signal on the same bearing and at a greater range then the transponder,circle surrounding the transponder,radial line from the transponder to the center of the PPI,dashed circle at the same range as the transponder,C
797,The sprocket teeth on a wildcat are known as the ________.,Pawls,Devil's claws,Whelps,Pockets,C
798,The steepness of a cold front depends on:,the temperature of the air behind the front,the precipitation generated by the front,its velocity,the direction of wind around the front,C
799,The strongest winds and heaviest rains in a hurricane are found in the:,outer bands,eye,cloud walls,spiral rainbands,C
800,The surface winds flow from the horse latitudes going to the doldrums and this is deflected due to:,differing atmospheric pressures,"the mid-latitude, semi-permanent high",coriolis force,the prevailing westerlies,C
801,"The tendency of a flamable liquid to vaporize is indicated by its ____________.",fire point,pour point,flash point,boiling point,C
802,The tendency of two nearby tropical cyclones to rotate cyclonically about each other as a result of their circulations' mutual advection is called:,Cyclonic effect,Centrifugal Effect,Fujiwhara effect,Coriolis Effect,C
803,"The thermostatic expansion valve in a refrigeration system opens when the pressure _____________.","decreases in the evaporator","decreases in the expansion valve control bulb","increases above the expansion valve diaphragm","increases in the solenoid valve",C
804,"The type of gage most commonly used to measure pressure is the _____________.",bimetallic type,diaphragm type,bourdon tube type,"resistance-temperature type",C
805,"The values of the Greenwich hour angle and declination, tabulated in all almanacs, are for the:",upper limb of a celestial body,lower limb of a celestial body,centers of the various celestial bodies,lower limb of the Sun and Moon; center of the stars and planets,C
806,The VHF radiotelephone frequency for Channel 15 is:,156.0 MHz,156.7 MHz,156.75 MHz,156.8 MHz,C
807,The VHF radiotelephone frequency for Channel 16 is:,156.0 MHz,156.75 MHz,156.8 MHz,156.85 MHz,C
808,The waters of the English Channel does not become frozen ice throughout the year. This is because of the warm ocean current flowing in it principally:,The Kuroshio current,The Benguela current,The Gulf Stream,The Canary current,C
809,The wind velocity is higher in the dangerous semicircle of a tropical cyclone because of the:,recurvature effect,extension of the low pressure ridge,wind circulation and forward motion of the storm,direction of circulation and pressure gradient,C
810,These are unidentified in the boxes by lines drawn at right angles.,Shuts Off Positions,Flow Path,Direction of Flow,Position of Flow,C
811,These area is worse than ZOC C because there are large areas of depth anomalies may be expected since data cannot be assessed with quality due to lack of information. Which ZOC category is this?,ZOC A1,ZOC B,ZOC D,ZOC U,C
812,This error is caused by induction in the unsymmetrical arrangements of horizontal soft iron.,D-Error,A-Error,E-Error,C-Error,C
813,"This is a routeing measure comprising a designated area between the landward boundary of a traffic separation scheme and the adjacent coast, to be used in accordance with the provisions of rule 10 (d), as amended, of the International Regulations for Preventing Collisions at Sea, 1972.",Inshore separation zone,Inward traffic zone,Inshore traffic zone,Inward separation zone,C
814,This is a routeing measure comprising a separation point or a circular separation zone and a circular traffic lane within defined limits. The traffic within is separated by moving in a counter clockwise direction around the separation point or zone.,Mandatory routeing system,Two-way route,Roundabout,Boundary circular zone,C
815,This is an empirical measure of ignition quality for distillate grades of marine fuel.,Calculated Cetane Index,Carbon Index,Cetane Index,Calculated carbon aromaticity index,C
816,This is quadrantal deviation proportional to the cosine twice the compass heading.,Coefficient C,Coefficient A,Coefficient E,Coefficient B,C
817,This is the coefficient which is constant on all headings.,Coefficient C,Coefficient B,Coefficient A,Coefficient J,C
818,This magnetic compass corrector(s) CAN be set while the vessel is on a heading of magnetic east or magnetic west.,Quadrantal sphere,Heeling magnet,Fore and aft magnets,Athwartships magnets,C
819,"To add refrigerant to the high side of an air conditioning system, you should introduce the refrigerant through the _____________.","discharge service valve as a vapor","suction service valve as a liquid",charging valve as a liquid,"condenser purge valve as a vapor",C
820,To avoid error you should read the scale of an aneroid barometer with your eye placed:,to the left of the pointer,slightly above the meniscus,directly in front of the pointer,to the right of the pointer,C
821,Tropical revolving storms are accompanied by:,dense fog,slight wind and heavy rain,heavy rain sometimes with thunder and lightning,very cold air and sometimes hail,C
822,Two well-developed low pressure areas may be separated by a:,trough of higher pressure,hill of higher pressure,ridge of higher pressure,valley of higher pressure,C
823,"Under COLREGS, Annex I, paragraph (g), at what height above the hull shall the sidelights of a power-driven vessel be placed?",not less than half of that of the forward masthead light,not greater than half of that of the forward masthead light,not greater than three quarters of that of the forward masthead light,not less than three quarters of that of the forward masthead light,C
824,"Under SOLAS Regulation, all ships fitted with AIS shall maintain its operation:",in a VTS area,in an area with high security threat,at all times,at Masters discretion,C
825,"Under the IALA cardinal system, a mark with quick white light showing 3 flashes every 10 seconds indicates that the safest water in the area is on the:",north side of the mark,west side of the mark,east side of the mark,south side of the mark,C
826,"Use of radar and other electronic navigational instruments to maintain a safe navigation should include the following, except:",Information obtained through the analysis of the radar plots is used to make informed command decisions on action needed to avoid collision,Radar plot is correctly constructed and used to determine avoiding action when necessary,Radar data is used to obtain a position fix for the vessel using FTC and STC features,Radar bearings are corrected for vessel's heading and compass error as appropriate,C
827,Variation is not constant; it is different with every change in:,speed,vessel heading,geographical location,cargo,C
828,"Voyages to be planned and conducted at sea may include the following, except:",any voyage navigable by the size and type of vessel concerned ,voyages in high latitudes ,passages through rivers and land,traffic separation schemes ,C
829,Weather observations provided by each weather station include all of the following except:,temperature,visibility,predicted weather for the next twelve hours,barometric pressure and change in the last three hours,C
830,What area of the earth cannot be shown on a standard Mercator chart?,Equator,Areas including both North and South latitudes,North and South Poles,A narrow band along the central meridian,C
831,What can be considered any other type of electronic charts that does not comply with the IMO Performance Standard for ECDIS?,Vector chart,Standard display,Electronic Chart Systems (ECS),Electronic Navigational Chart (ENC)-S-57 vector,C
832,"What charts are used for coasting, pilotage waters and plotting waypoints?",Instructional,Routeing,Large scale,Small scale,C
833,"What code letter signifies when the icebreaker instructs the assisted vessel "Do not follow me (proceed along the ice channel)"?",Whisky Mike,Alpha,Juliet,Golf,C
834,What describes an accurate position that is NOT based on any prior position?,Dead-reckoning position,Estimated position,Fix,Running fix,C
835,"What describes the ECDIS, operational and performance requirements, and provide methods for the required results?",IMO Resolution A.817(19),IHO Special Publication S-52,International Electro Technical Commission (IEC) standard 61174,ECDIS Certified Systems,C
836,What direction does the trade wind blow?,From the northeast in the northern and southern hemispheres,From the southeast in the northern hemisphere and northeast in the southern hemisphere,From the northeast in the northern hemisphere and southeast in the southern hemisphere,From the southeast in the northern and southern hemispheres,C
837,What does an automatic identification system (AIS) transponder use to transmit and receive information broadcast?,3000 Mhz and 9200 Mhz,2182 Khz and 2187.5 Khz,161.975 Mhz and 162.025 Mhz,1575.42 Mhz and 1227.6 Mhz,C
838,What does ECDIS stand for?,Electronic Chart Datum Information System,Electronic Chart Data information system,Electronic Chart Display and Information System,Electronic Chart intelligence system,C
839,"What does the two-flag hoist "YANKEE GOLF" signify?",You are deviating from safe route in ice,You are not following a recommended route by VTS,You appear not to be complying with the traffic separation scheme,You appear to be in danger,C
840,What indicates the arrival of a hurricane within 24 to 36 hours?,Long bands of nimbostratus clouds radiating from a point over the horizon,The barometer drops 2 millibars between 1000 and 1600,Unusually good weather with above average pressures followed by a slow fall of 4 millibars in six hours,The normal swell becoming lower and from a steady direction,C
841,"What is "blockage factor" in a canal?","It is caused by the speed of the vessel, when passing the cross-sectional area of a waterway.","It is caused by the ships flare, causing wake to develop on its surface","It is caused by the volume of the ships hull, occupying a greater part of the cross-sectional area of a waterway.","It is caused by the volume of the ships hull, occupying larger area of the harbor ",C
842,What is a characteristic of a rhumb line?,It is the shortest distance between two points on the Earth.,It plots as a straight line on a Lambert conformal chart.,It cuts each meridian at the same angle.,The course angle constantly changes to form the loxodromic curve.,C
843,What is a handheld unit used to determine the differences of elevation by a means of a telescopic instrument having two horizontal lines through which the marks on a graduated scale are observed?,Bearing and Azimuth Circle,Sextant,Stadimeter,Clinometers,C
844,What is a radar based constant up-date of cross track tendency?,Track Made Good,Clearing bearing,Parallel Indexing,Distance Off Danger,C
845,What is a Sea anchor?,A heavy anchor with extra long line used to anchor in deep water,A pad eye to which the sea painter is made fast,A cone shaped bag used to slow down the wind drift effect,Made of wood it is of an approved type,C
